station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
8.5, None, 0.0, 7.5, 11.5, 1993-02-09 16:30:00, 1.0, None, 0.0
6.0, None, 0.0, 6.0, 9.0, 1993-02-10 06:40:00, 2.0, None, 0.0
10.5, None, 0.0, 5.0, 12.0, 1993-02-10 16:30:00, 0.0, None, 0.0
7.0, None, 0.0, 5.0, 13.0, 1993-02-11 06:30:00, 1.0, None, 0.0
12.0, None, 0.0, 6.0, 13.0, 1993-02-11 16:30:00, 0.0, None, 0.0
5.0, None, 0.0, 1.0, 14.0, 1993-02-12 06:30:00, 0.0, None, 0.0
9.5, None, 0.0, 5.0, 11.5, 1993-02-12 16:30:00, 0.0, None, 0.0
4.0, None, 0.0, 2.0, 10.0, 1993-02-13 06:35:00, 2.0, None, 0.0
7.0, None, 0.0, 3.5, 7.5, 1993-02-13 16:30:00, 1.0, None, 0.0
5.0, None, 0.0, 4.0, 8.0, 1993-02-14 06:00:00, None, None, 0.0
8.5, None, 0.0, 4.0, 9.5, 1993-02-14 16:30:00, 0.0, None, 0.0
0.0, None, 0.0, 0.0, 9.0, 1993-02-15 06:05:00, 0.0, None, 0.0
3.0, None, 0.0, 0.0, 6.5, 1993-02-15 16:30:00, 0.0, None, 0.0
-3.0, None, 0.0, -3.0, 5.0, 1993-02-16 06:35:00, 0.0, None, 0.0
3.0, None, 0.0, -2.5, 4.0, 1993-02-16 16:30:00, 0.0, None, 0.0
-3.0, None, 0.0, -4.0, 5.0, 1993-02-17 06:25:00, 0.0, None, None
5.0, None, 0.0, -2.5, 5.5, 1993-02-17 16:30:00, 0.0, None, 0.0
-2.0, None, 0.0, -2.0, 5.0, 1993-02-18 06:35:00, 0.0, None, 0.0
5.5, None, 0.0, -2.0, 6.0, 1993-02-18 16:30:00, 0.0, None, 0.0
3.0, None, 0.0, 1.0, 6.0, 1993-02-19 06:20:00, 0.0, None, 0.0
3.0, None, 0.0, 1.5, 4.5, 1993-02-19 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, 1.0, 4.0, 1993-02-20 06:30:00, 0.0, None, 0.0
1.0, None, 0.0, -1.0, 2.0, 1993-02-20 17:00:00, 0.0, None, 0.0
-1.0, None, 0.0, -1.0, 1.0, 1993-02-21 05:45:00, 0.0, None, 0.0
3.5, None, 0.0, -1.0, 4.0, 1993-02-21 17:00:00, 0.0, None, 0.0
0.0, None, 0.0, -1.0, 5.0, 1993-02-22 05:50:00, 0.0, None, 0.0
3.5, None, 0.0, -1.0, 4.5, 1993-02-22 16:30:00, 0.0, None, 0.0
-1.0, None, 0.0, -1.0, 4.0, 1993-02-23 05:50:00, 0.0, None, 0.0
3.0, None, 0.0, -4.0, 3.5, 1993-02-23 16:30:00, 0.0, None, 0.0
-3.0, None, 0.0, -4.0, 4.0, 1993-02-24 05:50:00, 0.0, None, 0.0
6.5, None, 0.0, -3.0, 8.0, 1993-02-24 16:30:00, 0.0, None, 0.0
-1.0, None, 0.0, -5.0, 8.0, 1993-02-25 06:25:00, 0.0, None, 0.0
7.0, None, 0.0, -4.5, 8.0, 1993-02-25 16:30:00, 0.0, None, 0.0
-1.0, None, 0.0, -5.0, 8.0, 1993-02-26 06:20:00, 0.0, None, 0.0
6.0, None, 0.0, -2.5, 9.0, 1993-02-26 16:30:00, 0.0, None, 0.0
1.0, None, 0.0, -1.0, 6.0, 1993-02-27 06:30:00, 0.0, None, 0.0
9.5, None, 0.0, 0.5, 11.0, 1993-02-27 17:00:00, 0.0, None, 0.0
1.0, None, 0.0, 1.0, 10.0, 1993-02-28 06:00:00, 0.0, None, 0.0
12.0, None, 0.0, 1.0, 14.5, 1993-02-28 16:30:00, 0.0, None, 0.0
5.0, None, 0.0, 4.0, 12.0, 1993-03-01 05:45:00, 0.0, None, 0.0
8.0, None, 0.0, 4.5, 10.0, 1993-03-01 15:00:00, 1.0, None, 0.0
5.0, None, 0.0, 3.0, 8.0, 1993-03-02 06:25:00, 0.0, None, 0.0
12.0, None, 0.0, 2.0, 12.5, 1993-03-02 16:30:00, 16.0, None, 0.0
7.0, None, 0.0, 6.0, 18.0, 1993-03-03 06:25:00, 25.0, None, 0.0
13.5, None, 0.0, 5.0, 14.0, 1993-03-03 16:30:00, 4.0, None, 0.0
7.0, None, 0.0, 7.0, 13.0, 1993-03-04 06:15:00, 4.0, None, 0.0
11.5, None, 0.0, 6.5, 13.5, 1993-03-04 16:30:00, 3.0, None, 0.0
9.0, None, 0.0, 8.0, 17.0, 1993-03-05 06:20:00, 5.0, None, 0.0
11.5, None, 0.0, 7.0, 13.0, 1993-03-05 17:15:00, 11.0, None, 0.0
9.0, None, 0.0, 7.0, 17.0, 1993-03-06 06:25:00, 0.0, None, 0.0
17.0, None, 0.0, 10.0, 20.0, 1993-03-06 16:30:00, 0.0, None, 0.0
8.0, None, 0.0, 7.0, 18.0, 1993-03-07 06:00:00, 0.0, None, 0.0
16.0, None, 0.0, 10.0, 16.0, 1993-03-07 16:30:00, 0.0, None, 0.0
9.0, None, 0.0, 8.0, 15.0, 1993-03-08 06:30:00, 0.0, None, 0.0
12.0, None, 0.0, 8.0, 12.0, 1993-03-08 16:30:00, 0.0, None, 0.0
7.0, None, 0.0, 3.0, 15.0, 1993-03-09 06:35:00, 0.0, None, 0.0
15.0, None, 0.0, 5.0, 15.5, 1993-03-09 16:30:00, 0.0, None, 0.0
9.0, None, 0.0, 7.0, 18.0, 1993-03-10 06:20:00, 0.0, None, 0.0
14.0, None, 0.0, 5.5, 15.0, 1993-03-10 17:00:00, 0.0, None, 0.0
8.0, None, 0.0, 5.0, 18.0, 1993-03-11 06:30:00, 0.0, None, 0.0
14.0, None, 0.0, 5.5, 14.5, 1993-03-11 16:45:00, 0.0, None, 0.0
9.0, None, 0.0, 7.0, 20.0, 1993-03-12 06:30:00, 0.0, None, 0.0
13.0, None, 0.0, 7.0, 14.0, 1993-03-12 17:00:00, 0.0, None, 0.0
7.0, None, 0.0, 3.5, 18.0, 1993-03-13 06:15:00, 0.0, None, 0.0
14.0, None, 0.0, 1.5, 14.5, 1993-03-13 14:20:00, 0.0, None, 0.0
6.0, None, 0.0, 6.0, 15.0, 1993-03-14 07:00:00, 4.0, None, 0.0
7.0, None, 0.0, 6.0, 7.0, 1993-03-14 15:00:00, 7.0, None, 0.0
5.0, None, 0.0, 5.0, 8.0, 1993-03-15 07:10:00, 42.0, None, 0.0
10.0, None, 0.0, 5.0, 10.0, 1993-03-15 15:30:00, 0.0, None, 0.0
2.0, None, 0.0, 2.0, 11.0, 1993-03-16 07:00:00, 0.0, None, 0.0
9.0, None, 0.0, 2.0, 10.0, 1993-03-16 16:00:00, 0.0, None, 0.0
2.0, None, 0.0, 2.0, 10.0, 1993-03-17 06:00:00, 40.0, None, 0.0
7.0, None, 0.0, 2.0, 9.0, 1993-03-17 15:30:00, 0.0, None, 0.0
2.0, None, 0.0, 2.0, 5.0, 1993-03-18 06:00:00, 6.0, None, 0.0
11.0, None, 0.0, 5.0, 11.0, 1993-03-18 15:30:00, 0.0, None, 0.0
5.5, None, 0.0, 2.5, 11.0, 1993-03-19 07:15:00, 1.0, None, 0.0
12.0, None, 0.0, 5.0, 12.5, 1993-03-19 16:00:00, 0.0, None, 0.0
6.0, None, 0.0, 5.0, 12.5, 1993-03-20 07:00:00, 12.0, None, 0.0
11.0, None, 0.0, 6.5, 11.0, 1993-03-20 14:30:00, 2.0, None, 0.0
6.0, None, 0.0, 6.0, 12.0, 1993-03-21 07:00:00, 8.0, None, 0.0
9.0, None, 0.0, 6.0, 9.0, 1993-03-21 15:00:00, 2.0, None, 0.0
7.0, None, 0.0, 2.0, 10.0, 1993-03-22 07:00:00, 1.0, None, 0.0
8.5, None, 0.0, 7.5, 9.0, 1993-03-22 16:30:00, 24.0, None, 0.0
9.5, None, 0.0, 7.5, 10.0, 1993-03-23 07:40:00, 36.0, None, 0.0
10.0, None, 0.0, 8.5, 11.5, 1993-03-23 16:25:00, 5.0, None, 0.0
5.0, None, 0.0, 3.5, 10.0, 1993-03-24 07:15:00, 1.0, None, 0.0
10.0, None, 0.0, 4.0, 12.0, 1993-03-24 16:00:00, 0.0, None, 0.0
2.5, None, 0.0, 1.0, 11.0, 1993-03-25 07:10:00, 0.0, None, 0.0
15.5, None, 0.0, 2.0, 17.0, 1993-03-25 15:30:00, 0.0, None, 0.0
2.0, None, 0.0, 1.0, 16.0, 1993-03-26 07:00:00, 0.0, None, 0.0
14.0, None, 0.0, 2.0, 14.0, 1993-03-26 16:00:00, 0.0, None, 0.0
4.0, None, 0.0, 2.0, 14.0, 1993-03-27 07:00:00, 0.0, None, 0.0
16.0, None, 0.0, 3.0, 16.0, 1993-03-27 15:00:00, 0.0, None, 0.0
5.0, None, 0.0, 2.5, 16.0, 1993-03-28 07:00:00, 0.0, None, 0.0
15.0, None, 0.0, 5.0, 15.0, 1993-03-28 15:00:00, 0.0, None, 0.0
6.5, None, 0.0, 5.5, 16.5, 1993-03-29 07:15:00, 2.0, None, 0.0
13.0, None, 0.0, 6.0, 13.0, 1993-03-29 16:20:00, 1.0, None, 0.0
5.0, None, 0.0, 3.0, 13.5, 1993-03-30 07:00:00, 0.0, None, 0.0
11.0, None, 0.0, 5.0, 11.0, 1993-03-30 16:10:00, 4.0, None, 0.0
7.0, None, 0.0, 5.5, 16.0, 1993-03-31 07:15:00, 0.0, None, 0.0
15.0, None, 0.0, 7.0, 15.0, 1993-03-31 16:00:00, 0.0, None, 0.0
11.0, None, 0.0, 6.0, 11.5, 1993-11-01 16:15:00, 0.0, None, 0.0
8.5, None, 0.0, 8.0, 11.0, 1993-11-02 07:05:00, 0.0, None, 0.0
11.0, None, 0.0, 8.5, 11.0, 1993-11-02 16:05:00, 0.0, None, 0.0
10.0, None, 0.0, 9.5, 13.0, 1993-11-03 07:05:00, 7.0, None, 0.0
11.5, None, 0.0, 10.0, 13.0, 1993-11-03 16:16:00, 0.0, None, 0.0
6.0, None, 0.0, 4.0, 12.0, 1993-11-04 07:10:00, 0.0, None, 0.0
12.0, None, None, 4.5, 13.0, 1993-11-04 16:00:00, 0.0, None, None
5.5, None, None, 4.0, 12.0, 1993-11-05 07:00:00, None, None, None
10.0, None, None, 5.5, 10.0, 1993-11-05 16:00:00, None, None, None
5.0, None, None, 3.0, 10.0, 1993-11-06 07:00:00, None, None, None
7.0, None, None, 6.0, 7.5, 1993-11-06 15:00:00, 1.0, None, None
-1.0, None, 0.0, -1.0, 7.0, 1993-11-07 07:15:00, 0.0, None, 0.0
10.0, None, 0.0, -1.0, 10.0, 1993-11-07 15:00:00, 0.0, None, 0.0
1.0, None, None, -1.0, 12.0, 1993-11-08 06:50:00, None, None, None
8.0, None, 0.0, 1.0, 9.0, 1993-11-08 16:06:00, 0.0, None, 0.0
5.0, None, 0.0, 3.0, 9.0, 1993-11-09 06:55:00, 0.0, None, 0.0
10.0, None, 0.0, 4.0, 10.0, 1993-11-09 16:00:00, 0.0, None, 0.0
5.0, None, 0.0, -1.0, 10.0, 1993-11-10 07:20:00, 0.0, None, 0.0
12.0, None, 0.0, 4.0, 14.0, 1993-11-10 15:50:00, 0.0, None, 0.0
0.0, None, 0.0, -2.0, 13.0, 1993-11-11 07:30:00, 0.0, None, 0.0
11.0, None, 0.0, 0.0, 13.0, 1993-11-11 14:50:00, 0.0, None, 0.0
-2.0, None, 0.0, -3.0, 8.0, 1993-11-12 07:15:00, 0.0, None, 0.0
7.0, None, 0.0, -3.0, 7.5, 1993-11-12 16:15:00, 0.0, None, 0.0
5.5, None, 0.0, 5.0, 7.0, 1993-11-13 07:15:00, 5.0, None, 0.0
9.0, None, None, 4.0, 9.0, 1993-11-13 15:00:00, None, None, None
1.5, None, 0.0, -0.5, 11.0, 1993-11-14 06:55:00, 0.0, None, 0.0
6.5, None, 0.0, 1.0, 8.0, 1993-11-14 16:30:00, 0.0, None, 0.0
10.5, None, 0.0, 6.0, 11.0, 1993-11-15 06:40:00, 4.0, None, 0.0
7.0, None, 0.0, 4.0, 7.5, 1993-11-15 16:35:00, 0.0, None, 0.0
4.0, None, 0.0, 2.0, 9.0, 1993-11-16 06:50:00, 0.0, None, 0.0
6.0, None, 0.0, 3.5, 7.0, 1993-11-16 17:00:00, 0.0, None, 0.0
4.0, None, None, 2.0, 6.0, 1993-11-17 05:50:00, None, None, None
4.0, None, 0.0, 2.0, 6.5, 1993-11-17 16:40:00, 6.0, None, 0.0
5.0, None, 0.0, 3.0, 8.0, 1993-11-18 05:50:00, 0.0, None, 0.0
5.0, None, 0.0, 4.0, 7.0, 1993-11-18 16:40:00, 0.0, None, 0.0
5.0, None, 0.0, 3.0, 7.0, 1993-11-19 05:40:00, 0.0, None, 0.0
6.5, None, 0.0, 4.0, 7.0, 1993-11-19 16:58:00, None, None, 0.0
6.0, None, 0.0, 2.0, 8.5, 1993-11-20 05:50:00, None, None, 0.0
9.0, None, 0.0, 8.5, 10.0, 1993-11-20 17:00:00, 1.0, None, 0.0
8.0, None, 0.0, 8.0, 10.0, 1993-11-21 05:00:00, 9.0, None, 0.0
-4.5, None, 1.0, -4.5, 2.5, 1993-11-21 15:30:00, 58.0, None, 1.0
2.0, None, 0.0, 2.0, 10.0, 1993-11-21 16:30:00, 8.0, None, 0.0
-7.0, None, 2.0, -7.0, 10.0, 1993-11-22 05:00:00, None, None, None
-7.0, None, 0.0, -7.0, 3.0, 1993-11-22 16:45:00, 0.0, None, 0.0
-9.0, None, None, -10.0, 4.0, 1993-11-23 05:35:00, None, None, None
-3.5, None, 0.0, -8.0, 7.0, 1993-11-23 16:45:00, 0.0, None, 0.0
-8.0, None, 0.0, -11.0, -3.0, 1993-11-24 05:40:00, 0.0, None, 0.0
-2.5, None, 0.0, -7.5, -1.0, 1993-11-24 17:00:00, 0.0, None, 0.0
-5.0, None, 0.0, -10.0, -2.0, 1993-11-25 05:35:00, 0.0, None, 0.0
0.0, None, None, -5.0, 3.0, 1993-11-25 16:46:00, None, None, None
-2.0, None, None, -4.0, 5.0, 1993-11-26 05:30:00, None, None, None
1.5, None, 0.0, -2.5, 3.5, 1993-11-26 16:45:00, 0.0, None, 0.0
3.0, None, 0.0, 1.0, 4.0, 1993-11-27 05:30:00, 2.0, None, 0.0
5.0, None, 0.0, -2.0, 5.0, 1993-11-27 14:45:00, None, None, 0.0
4.0, None, 0.0, 2.0, 7.0, 1993-11-28 05:30:00, 2.0, None, 0.0
4.5, None, 0.0, 3.0, 8.0, 1993-11-28 14:45:00, 0.0, None, 0.0
5.0, None, None, 5.0, 10.0, 1993-11-29 05:30:00, 12.0, None, None
8.0, None, 0.0, 5.0, 8.0, 1993-11-29 16:50:00, 9.0, None, 0.0
5.0, None, None, 4.0, 9.0, 1993-11-30 05:34:00, None, None, None
5.0, None, 0.0, 4.0, 9.0, 1993-11-30 16:50:00, 6.0, None, 0.0
6.0, None, None, 4.0, 8.0, 1993-12-01 05:12:00, 5.0, None, None
6.5, None, 0.0, 4.0, 7.0, 1993-12-01 16:50:00, 8.0, None, 0.0
7.0, None, 0.0, 5.0, 9.0, 1993-12-02 05:30:00, 1.0, None, 0.0
7.0, None, 0.0, 6.0, 10.0, 1993-12-02 16:45:00, 3.0, None, 0.0
7.0, None, None, 5.0, 7.0, 1993-12-03 05:30:00, 7.0, None, None
14.0, None, 0.0, 7.0, 15.0, 1993-12-03 16:50:00, 1.0, None, 0.0
7.0, None, None, 5.0, 10.0, 1993-12-04 05:30:00, None, None, None
6.0, None, 0.0, 5.0, 15.0, 1993-12-04 16:45:00, 2.0, None, 0.0
0.0, None, None, -1.0, 7.0, 1993-12-05 05:07:00, None, None, None
4.0, None, 0.0, -1.0, 6.0, 1993-12-05 16:45:00, 0.0, None, 0.0
0.0, None, None, 0.0, 4.0, 1993-12-06 05:20:00, None, None, None
2.0, None, 0.0, -0.5, 2.5, 1993-12-06 16:50:00, 0.0, None, 0.0
3.0, None, None, 2.0, 4.0, 1993-12-07 05:30:00, 2.0, None, None
3.5, None, 0.0, 1.5, 4.0, 1993-12-07 17:15:00, 7.0, None, 0.0
4.0, None, None, 2.0, 9.0, 1993-12-08 05:30:00, 4.0, None, None
5.0, None, 4.0, 3.0, 6.5, 1993-12-08 16:45:00, 0.0, None, None
7.0, None, 0.0, 4.0, 9.0, 1993-12-09 05:30:00, 18.0, None, 0.0
6.0, None, None, 4.0, 9.0, 1993-12-09 16:25:00, 6.0, None, None
14.0, None, None, 6.0, 16.0, 1993-12-10 05:30:00, 3.0, None, None
7.5, None, 0.0, 7.0, 20.5, 1993-12-10 16:45:00, 12.0, None, None
6.0, None, 0.0, 6.0, 8.0, 1993-12-11 05:00:00, 5.0, None, 0.0
6.5, None, 0.0, 6.0, 7.0, 1993-12-11 16:45:00, 19.0, None, 0.0
3.0, None, None, 3.0, 8.0, 1993-12-12 05:20:00, 16.0, None, None
6.0, None, 0.0, 3.0, 6.5, 1993-12-12 16:45:00, 0.0, None, 0.0
5.0, None, None, 4.0, 7.0, 1993-12-13 05:20:00, 8.0, None, None
6.5, None, None, 4.0, 7.0, 1993-12-13 16:50:00, 8.0, None, None
6.0, None, None, 4.0, 8.0, 1993-12-14 05:30:00, 14.0, None, None
7.5, None, None, 5.5, 7.5, 1993-12-14 16:50:00, 1.0, None, None
6.0, None, None, 4.0, 7.0, 1993-12-15 05:30:00, None, None, None
6.0, None, 0.0, 6.0, 8.0, 1993-12-15 16:50:00, 0.0, None, 0.0
3.0, None, None, 0.0, 7.0, 1993-12-16 05:30:00, None, None, None
6.0, None, None, 2.5, 7.0, 1993-12-16 16:26:00, None, None, None
1.0, None, 0.0, -1.0, 5.0, 1993-12-17 05:30:00, 0.0, None, 0.0
2.0, None, 0.0, -0.5, 4.5, 1993-12-17 16:55:00, 0.0, None, 0.0
-1.0, None, None, -2.0, 3.0, 1993-12-18 05:30:00, None, None, None
1.0, None, 0.0, -1.0, 4.0, 1993-12-18 16:55:00, 0.0, None, 0.0
-2.0, None, None, -3.0, 2.0, 1993-12-19 05:00:00, None, None, None
2.5, None, 0.0, -2.0, 5.5, 1993-12-19 16:45:00, 0.0, None, 0.0
2.0, None, 0.0, 1.0, 3.0, 1993-12-20 05:00:00, 0.0, None, 0.0
3.5, None, 0.0, 1.0, 4.0, 1993-12-20 17:00:00, 0.0, None, 0.0
1.0, None, 0.0, -2.0, 5.0, 1993-12-21 05:30:00, 0.0, None, 0.0
4.5, None, 0.0, -3.5, 7.5, 1993-12-21 16:35:00, 0.0, None, 0.0
3.0, None, 0.0, 0.0, 6.0, 1993-12-22 05:30:00, 0.0, None, 0.0
-1.0, None, None, -3.0, 4.0, 1993-12-23 05:41:00, None, None, None
3.0, None, None, -3.0, 4.0, 1993-12-23 16:45:00, None, None, None
-1.0, None, None, -1.0, 4.0, 1993-12-24 05:30:00, None, None, None
5.0, None, None, 2.0, 7.0, 1993-12-24 16:40:00, None, None, None
2.0, None, 0.0, -3.0, 6.0, 1993-12-25 05:30:00, 0.0, None, 0.0
3.0, None, 0.0, -1.0, 6.0, 1993-12-25 16:45:00, 0.0, None, 0.0
0.0, None, None, -1.0, 5.0, 1993-12-26 05:00:00, None, None, None
3.0, None, 0.0, -2.0, 7.0, 1993-12-26 16:45:00, 0.0, None, 0.0
-2.0, None, 0.0, -3.0, 4.0, 1993-12-27 05:30:00, 0.0, None, 0.0
2.0, None, 0.0, -4.5, 6.0, 1993-12-27 16:45:00, 0.0, None, 0.0
2.0, None, 0.0, -2.0, 5.0, 1993-12-28 05:30:00, 0.0, None, 0.0
4.5, None, 0.0, 1.5, 5.5, 1993-12-28 16:30:00, 0.0, None, 0.0
3.0, None, 0.0, 2.0, 5.0, 1993-12-29 05:30:00, 0.0, None, 0.0
7.0, None, 0.0, 3.5, 9.0, 1993-12-29 16:45:00, 0.0, None, 0.0
6.0, None, None, 4.0, 8.0, 1993-12-30 05:33:00, 3.0, None, None
6.5, None, 21.0, 5.0, 7.0, 1993-12-30 16:45:00, 21.0, None, None
7.0, None, None, 6.0, 8.0, 1993-12-31 05:30:00, 9.0, None, None
7.5, None, None, 6.0, 8.0, 1993-12-31 16:30:00, None, None, None
5.0, None, None, 4.0, 8.0, 1994-01-01 05:30:00, 6.0, None, None
7.0, None, None, 5.0, 9.0, 1994-01-01 16:45:00, 1.0, None, None
6.0, None, 0.0, 4.0, 8.0, 1994-01-02 05:20:00, 8.0, None, 0.0
10.0, None, None, 5.0, 12.0, 1994-01-02 16:45:00, 5.0, None, None
5.0, None, None, 3.0, 11.0, 1994-01-03 05:25:00, None, None, None
6.0, None, None, 3.0, 8.0, 1994-01-03 16:50:00, 3.0, None, None
5.0, None, None, 5.0, 7.0, 1994-01-04 05:30:00, 9.0, None, None
8.5, None, None, 5.0, 11.5, 1994-01-04 16:45:00, 3.0, None, None
7.0, None, None, 5.0, 9.0, 1994-01-05 05:30:00, 1.0, None, None
7.0, None, None, 6.0, 8.0, 1994-01-05 16:45:00, 1.0, None, None
5.0, None, None, 1.0, 9.0, 1994-01-06 05:30:00, None, None, None
4.5, None, None, 4.0, 6.5, 1994-01-06 16:50:00, 1.0, None, None
5.0, None, 0.0, 4.0, 7.0, 1994-01-07 05:30:00, 2.0, None, None
6.0, None, 0.0, 5.0, 6.5, 1994-01-07 17:00:00, 0.0, None, 0.0
4.0, None, 0.0, 4.0, 6.0, 1994-01-08 05:30:00, 5.0, None, 0.0
6.0, None, 0.0, 2.0, 7.0, 1994-01-08 15:00:00, 4.0, None, 0.0
8.0, None, None, 5.0, 9.0, 1994-01-09 05:10:00, 4.0, None, None
8.0, None, 0.0, 7.0, 9.0, 1994-01-09 15:00:00, 3.0, None, 0.0
7.0, None, None, 6.0, 8.0, 1994-01-10 05:13:00, 2.0, None, None
6.5, None, 0.0, 6.0, 9.0, 1994-01-10 16:50:00, 8.0, None, 0.0
6.0, None, None, 5.0, 7.0, 1994-01-11 05:30:00, 4.0, None, None
9.0, None, 0.0, 5.5, 9.5, 1994-01-11 16:50:00, 3.0, None, 0.0
5.0, None, None, 5.0, 8.0, 1994-01-12 05:10:00, 6.0, None, 0.0
8.5, None, 0.0, 7.0, 9.0, 1994-01-12 16:45:00, 1.0, None, 0.0
8.0, None, None, 8.0, 9.0, 1994-01-13 05:40:00, 5.0, None, None
11.0, None, None, 7.5, 11.0, 1994-01-13 16:45:00, 3.0, None, None
10.0, None, 0.0, 8.0, 12.0, 1994-01-14 05:30:00, 0.0, None, 0.0
9.0, None, 0.0, 8.5, 11.5, 1994-01-14 17:30:00, 0.0, None, 0.0
9.0, None, None, 8.0, 12.0, 1994-01-15 06:00:00, 4.0, None, None
9.0, None, 0.0, 7.0, 9.5, 1994-01-15 15:00:00, 1.0, None, 0.0
7.0, None, None, 7.0, 10.0, 1994-01-16 05:15:00, 2.0, None, None
9.0, None, 0.0, 7.0, 9.5, 1994-01-16 16:45:00, 3.0, None, 0.0
8.0, None, 0.0, 7.0, 9.0, 1994-01-17 05:00:00, 0.0, None, 0.0
9.0, None, 0.0, 6.0, 10.0, 1994-01-17 16:50:00, 0.0, None, 0.0
4.0, None, 0.0, 1.0, 9.0, 1994-01-18 05:30:00, 0.0, None, 0.0
6.0, None, 0.0, 2.0, 7.0, 1994-01-18 17:10:00, 0.0, None, 0.0
5.0, None, None, 4.0, 8.0, 1994-01-19 05:30:00, None, None, None
9.5, None, 0.0, 3.0, 10.5, 1994-01-19 17:10:00, 0.0, None, 0.0
6.0, None, None, 4.0, 10.0, 1994-01-20 05:30:00, None, None, None
9.0, None, None, 6.0, 10.5, 1994-01-20 16:40:00, None, None, None
7.0, None, 0.0, 6.0, 9.0, 1994-01-21 05:30:00, 0.0, None, 0.0
7.0, None, None, 6.0, 8.5, 1994-01-21 16:44:00, 1.0, None, None
9.0, None, None, 8.0, 10.0, 1994-01-22 05:30:00, 6.0, None, None
9.5, None, 0.0, 8.0, 10.0, 1994-01-22 16:40:00, 2.0, None, None
10.0, None, 0.0, 9.0, 11.0, 1994-01-23 05:00:00, 1.0, None, 0.0
9.0, None, 0.0, 8.5, 10.5, 1994-01-23 16:50:00, 4.0, None, 0.0
8.0, None, None, 5.0, 9.0, 1994-01-24 05:30:00, 0.0, None, None
9.0, None, 0.0, 4.0, 10.0, 1994-01-24 16:50:00, 0.0, None, 0.0
8.5, None, 0.0, 3.0, 10.0, 1994-01-25 16:30:00, 0.0, None, 0.0
8.0, None, 0.0, 6.0, 10.0, 1994-01-26 05:30:00, 5.0, None, 0.0
7.5, None, None, 6.5, 8.0, 1994-01-26 16:47:00, 5.0, None, None
6.0, None, None, 5.0, 9.0, 1994-01-27 05:30:00, 1.0, None, None
8.0, None, None, 5.0, 9.0, 1994-01-27 16:50:00, None, None, None
5.0, None, None, 4.0, 8.0, 1994-01-28 05:30:00, None, None, None
7.5, None, 0.0, -1.0, 10.0, 1994-01-28 16:50:00, 0.0, None, 0.0
1.0, None, None, -1.0, 7.0, 1994-01-29 05:30:00, None, None, None
10.0, None, 0.0, -2.0, 10.5, 1994-01-29 16:40:00, 0.0, None, 0.0
6.0, None, None, 5.0, 10.0, 1994-01-30 05:30:00, None, None, None
9.5, None, 0.0, 5.0, 10.5, 1994-01-30 16:30:00, 0.0, None, 0.0
3.0, None, 0.0, 1.0, 10.0, 1994-01-31 05:15:00, 0.0, None, 0.0
7.5, None, 0.0, 3.0, 10.0, 1994-01-31 16:50:00, 0.0, None, 0.0
3.0, None, None, 0.0, 8.0, 1994-02-01 05:30:00, None, None, None
8.0, None, 0.0, 1.0, 9.0, 1994-02-01 16:45:00, 0.0, None, 0.0
3.0, None, None, 0.0, 7.0, 1994-02-02 05:30:00, None, None, None
6.5, None, 0.0, 1.0, 9.5, 1994-02-02 16:50:00, 0.0, None, 0.0
-4.0, None, 0.0, -4.0, 6.0, 1994-02-03 05:40:00, 0.0, None, 0.0
4.5, None, 0.0, -5.0, 7.0, 1994-02-03 16:40:00, 0.0, None, 0.0
-5.0, None, None, -6.0, 6.0, 1994-02-04 05:30:00, None, None, None
6.0, None, 0.0, -5.0, 8.5, 1994-02-04 16:40:00, 0.0, None, 0.0
-5.0, None, None, -6.0, 8.0, 1994-02-05 04:22:00, None, None, None
5.0, None, 0.0, -4.5, 7.5, 1994-02-05 16:40:00, 0.0, None, 0.0
1.0, None, 0.0, 0.0, 6.0, 1994-02-06 05:03:00, 0.0, None, 0.0
4.0, None, 0.0, 0.0, 6.0, 1994-02-06 16:40:00, 0.0, None, 0.0
-2.0, None, None, -3.0, 5.0, 1994-02-07 05:00:00, None, None, None
-1.0, None, 0.0, -6.0, 0.0, 1994-02-07 16:50:00, 0.0, None, 0.0
-4.0, None, 0.0, -5.0, -1.0, 1994-02-08 05:10:00, 0.0, None, 0.0
0.0, None, None, -5.5, 0.5, 1994-02-08 16:30:00, None, None, None
-3.0, None, None, -5.0, 2.0, 1994-02-09 06:30:00, None, None, None
2.5, None, None, -2.0, 4.0, 1994-02-09 17:15:00, None, None, 8.0
0.0, None, None, -4.0, 3.0, 1994-02-10 05:00:00, None, None, None
3.0, None, None, -1.0, 5.5, 1994-02-10 17:00:00, 1.0, None, None
-1.0, None, None, -2.0, 5.0, 1994-02-11 05:30:00, None, None, None
7.0, None, 0.0, 3.0, 7.0, 1994-02-12 05:30:00, 2.0, None, 0.0
9.0, None, None, 4.5, 9.0, 1994-02-12 16:45:00, None, None, None
5.0, None, None, 0.0, 7.0, 1994-02-13 05:15:00, 3.0, None, None
5.0, None, 0.0, 4.0, 7.0, 1994-02-13 17:00:00, 2.0, None, 0.0
