station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
None, None, None, 8.0, None, None, 1975-11-22 15:00:00, 8.0
0.0, None, None, 1.0, 0.0, None, 1975-11-24 07:00:00, 8.0
0.0, None, None, None, 0.0, 4.0, 1975-11-24 15:00:00, None
-6.0, None, None, None, -6.0, 0.0, 1975-11-25 07:00:00, None
2.0, None, None, None, -6.0, 2.0, 1975-11-25 15:00:00, None
-2.0, None, None, 18.0, -2.0, 2.0, 1975-11-26 07:00:00, None
-5.0, None, None, None, -5.0, None, 1975-11-27 07:00:00, None
-2.0, None, None, None, -5.0, -2.0, 1975-11-27 15:00:00, None
-11.0, None, None, None, -11.0, -2.0, 1975-11-28 07:00:00, None
-2.0, None, None, None, -11.0, -2.0, 1975-11-28 15:00:00, None
-16.0, None, None, None, -16.0, -2.0, 1975-11-29 07:00:00, None
-4.0, None, None, None, -16.0, -4.0, 1975-11-29 15:00:00, None
-10.0, None, None, None, -10.0, -4.0, 1975-11-30 07:00:00, None
None, None, None, 13.0, None, None, 1975-12-01 07:00:00, None
-4.0, None, None, 9.0, -4.0, 0.0, 1975-12-01 16:00:00, None
0.0, None, None, 25.0, -4.0, 0.0, 1975-12-02 07:00:00, None
0.0, None, None, None, 0.0, 0.0, 1975-12-02 16:00:00, None
3.0, None, None, None, 0.0, 3.0, 1975-12-03 07:00:00, None
5.0, None, None, None, 3.0, 5.0, 1975-12-03 16:00:00, None
6.0, None, None, None, 5.0, 6.0, 1975-12-04 07:00:00, None
None, None, None, None, None, 6.0, 1975-12-04 16:00:00, None
-5.0, None, None, None, -5.0, None, 1975-12-05 07:00:00, None
None, None, None, 3.0, None, None, 1975-12-07 07:00:00, None
0.0, None, None, 12.0, 0.0, None, 1975-12-08 07:00:00, None
None, None, None, None, None, 2.0, 1975-12-08 16:00:00, None
4.0, None, None, None, 4.0, None, 1975-12-09 07:00:00, None
None, None, None, None, None, 6.0, 1975-12-09 16:00:00, None
0.0, None, None, None, 0.0, None, 1975-12-10 07:00:00, None
-7.0, None, None, None, -7.0, None, 1975-12-11 07:00:00, None
None, None, None, None, None, -2.0, 1975-12-11 16:00:00, None
-10.0, None, None, None, -10.0, None, 1975-12-12 07:00:00, None
-5.0, None, None, None, -10.0, -5.0, 1975-12-12 16:00:00, None
-3.0, None, None, 35.0, -3.0, None, 1975-12-15 07:00:00, None
None, None, None, None, None, 2.0, 1975-12-15 16:00:00, None
-10.0, None, None, None, -10.0, None, 1975-12-16 07:00:00, None
-10.0, None, None, None, None, -2.0, 1975-12-16 16:00:00, None
-6.0, None, None, None, -6.0, -2.0, 1975-12-17 07:00:00, None
2.0, None, None, None, -6.0, 2.0, 1975-12-17 16:00:00, None
-4.0, None, None, None, -4.0, 2.0, 1975-12-18 07:00:00, None
4.0, None, None, None, -4.0, 4.0, 1975-12-18 16:00:00, None
-2.0, None, None, None, -2.0, 4.0, 1975-12-19 07:00:00, None
-4.0, None, None, None, -4.0, None, 1975-12-22 07:00:00, None
None, None, None, None, -4.0, -2.0, 1975-12-22 16:00:00, None
-2.0, None, None, 3.0, -2.0, None, 1975-12-23 07:00:00, None
None, None, None, None, None, 2.0, 1975-12-23 16:00:00, None
-1.0, None, None, 3.0, -1.0, None, 1975-12-24 07:00:00, None
None, None, None, 3.0, None, 3.0, 1975-12-24 16:00:00, None
-1.0, None, None, 6.0, -1.0, None, 1975-12-29 07:00:00, None
None, None, None, None, None, 2.0, 1975-12-29 16:00:00, None
-1.0, None, None, 2.0, -1.0, None, 1975-12-30 07:00:00, None
None, None, None, None, None, 2.0, 1975-12-30 16:00:00, None
-10.0, None, None, None, -10.0, None, 1976-01-02 07:00:00, None
-6.0, None, None, 1.0, -6.0, None, 1976-01-03 07:00:00, None
2.0, None, None, None, -6.0, 2.0, 1976-01-03 16:00:00, None
-4.0, None, None, 6.0, -4.0, 2.0, 1976-01-04 07:00:00, None
1.0, None, None, 4.0, -4.0, 1.0, 1976-01-04 16:00:00, None
-2.0, None, None, 22.0, -2.0, 1.0, 1976-01-05 07:00:00, None
2.0, None, None, None, -2.0, 2.0, 1976-01-05 16:00:00, None
-2.0, None, None, None, -2.0, 2.0, 1976-01-06 07:00:00, None
4.0, None, None, None, -2.0, 4.0, 1976-01-06 16:00:00, None
-2.0, None, None, None, -2.0, 4.0, 1976-01-07 07:00:00, None
2.0, None, None, 4.0, -2.0, 2.0, 1976-01-07 16:00:00, None
-3.0, None, None, 5.0, -3.0, 2.0, 1976-01-08 07:00:00, None
2.0, None, None, None, -3.0, 2.0, 1976-01-08 16:00:00, None
-3.0, None, None, 6.0, -3.0, 2.0, 1976-01-09 07:00:00, None
2.0, None, None, None, -3.0, 2.0, 1976-01-09 16:00:00, None
0.0, None, None, 16.0, 0.0, 2.0, 1976-01-10 16:00:00, None
1.0, None, None, 13.0, 0.0, 1.0, 1976-01-11 16:00:00, None
-1.0, None, None, None, -1.0, 1.0, 1976-01-12 07:00:00, None
2.0, None, None, None, -1.0, 2.0, 1976-01-12 16:00:00, None
-7.0, None, None, None, -7.0, 2.0, 1976-01-13 07:00:00, None
-1.0, None, None, None, -7.0, -1.0, 1976-01-13 16:00:00, None
-4.0, None, None, 6.0, -4.0, -1.0, 1976-01-14 07:00:00, None
2.0, None, None, 1.0, -4.0, 2.0, 1976-01-14 16:00:00, None
-1.0, None, None, 17.0, -1.0, 2.0, 1976-01-15 07:00:00, None
4.0, None, None, None, -1.0, 4.0, 1976-01-15 16:00:00, None
-5.0, None, None, None, -5.0, 4.0, 1976-01-19 07:00:00, None
4.0, None, None, None, -5.0, 4.0, 1976-01-19 16:00:00, None
-6.0, None, None, None, -6.0, 4.0, 1976-01-20 07:00:00, None
2.0, None, None, None, -6.0, 2.0, 1976-01-20 16:00:00, None
-4.0, None, None, None, -6.0, 2.0, 1976-01-21 07:00:00, None
2.0, None, None, None, -4.0, 2.0, 1976-01-21 16:00:00, None
-4.0, None, None, None, -4.0, 2.0, 1976-01-22 07:00:00, None
1.0, None, None, None, -4.0, 1.0, 1976-01-22 16:00:00, None
-3.0, None, None, 4.0, -3.0, 1.0, 1976-01-23 07:00:00, None
3.0, None, None, None, -3.0, 3.0, 1976-01-23 16:00:00, None
-11.0, None, None, None, -11.0, 3.0, 1976-01-24 07:00:00, None
-7.0, None, None, 2.0, -11.0, -7.0, 1976-01-24 16:00:00, None
-4.0, None, None, 2.0, -4.0, None, 1976-01-26 07:00:00, None
-3.0, None, None, 7.0, -3.0, None, 1976-01-27 07:00:00, None
0.0, None, None, None, 0.0, None, 1976-01-28 07:00:00, None
-2.0, None, None, None, -2.0, None, 1976-02-02 07:00:00, None
3.0, None, None, None, -2.0, 3.0, 1976-02-02 16:00:00, None
-4.0, None, None, None, -4.0, 3.0, 1976-02-03 07:00:00, None
4.0, None, None, None, -4.0, 4.0, 1976-02-03 16:00:00, None
-12.0, None, None, None, -12.0, 4.0, 1976-02-04 07:00:00, None
2.0, None, None, None, -12.0, 2.0, 1976-02-04 16:00:00, None
-16.0, None, None, None, -16.0, 2.0, 1976-02-05 07:00:00, None
-1.0, None, None, None, -16.0, -1.0, 1976-02-05 16:00:00, None
-12.0, None, None, None, -12.0, -1.0, 1976-02-06 07:00:00, None
-1.0, None, None, None, -12.0, -1.0, 1976-02-06 16:00:00, None
-2.0, None, None, None, -2.0, -1.0, 1976-02-08 07:00:00, None
0.0, None, None, None, 0.0, None, 1976-02-09 07:00:00, None
1.0, None, None, 20.0, 1.0, None, 1976-02-10 07:00:00, None
1.0, None, None, 21.0, 1.0, None, 1976-02-11 07:00:00, None
0.0, None, None, 5.0, 0.0, None, 1976-02-13 07:00:00, None
2.0, None, None, None, 1.0, None, 1976-02-14 07:00:00, None
0.0, None, None, 5.0, 0.0, None, 1976-02-16 07:00:00, None
-1.0, None, None, None, -1.0, None, 1976-02-17 07:00:00, None
-1.0, None, None, 4.0, -1.0, None, 1976-02-18 07:00:00, None
2.0, None, None, None, -1.0, 2.0, 1976-02-18 16:00:00, None
-2.0, None, None, None, -2.0, 2.0, 1976-02-19 07:00:00, None
0.0, None, None, None, 0.0, None, 1976-02-20 07:00:00, None
0.0, None, None, 8.0, 0.0, None, 1976-02-24 07:00:00, None
-2.0, None, None, None, None, 0.0, 1976-02-24 16:00:00, None
-2.0, None, None, None, -2.0, None, 1976-02-25 07:00:00, None
-2.0, None, None, 8.0, -2.0, None, 1976-02-26 07:00:00, None
0.0, None, None, 20.0, 0.0, None, 1976-02-27 07:00:00, None
-5.0, None, None, 7.0, -5.0, None, 1976-03-01 07:00:00, None
-20.0, None, None, None, -20.0, None, 1976-03-02 07:00:00, None
None, None, None, None, None, -5.0, 1976-03-02 16:00:00, None
-8.0, None, None, None, -8.0, None, 1976-03-03 07:00:00, None
None, None, None, 6.0, None, None, 1976-03-03 16:00:00, None
-18.0, None, None, None, -18.0, None, 1976-03-04 07:00:00, None
-4.0, None, None, None, -18.0, None, 1976-03-04 16:00:00, None
-12.0, None, None, None, -12.0, -4.0, 1976-03-05 07:00:00, None
-2.0, None, None, 1.0, -2.0, None, 1976-03-07 07:00:00, None
-2.0, None, None, None, -2.0, None, 1976-03-08 07:00:00, None
2.0, None, None, None, 2.0, None, 1976-03-09 07:00:00, None
4.0, None, None, None, 2.0, 4.0, 1976-03-09 16:00:00, None
3.0, None, None, None, 3.0, 4.0, 1976-03-10 07:00:00, None
4.0, None, None, None, 3.0, 4.0, 1976-03-10 16:00:00, None
2.0, None, None, 2.0, 2.0, 4.0, 1976-03-11 07:00:00, None
-5.0, None, None, None, -5.0, None, 1976-03-12 07:00:00, None
-8.0, None, None, None, -8.0, None, 1976-03-15 07:00:00, None
2.0, None, None, None, -8.0, 2.0, 1976-03-15 16:00:00, None
-3.0, None, None, None, -3.0, 2.0, 1976-03-16 07:00:00, None
8.0, None, None, None, -3.0, 8.0, 1976-03-16 16:00:00, None
-1.0, None, None, None, -1.0, 8.0, 1976-03-19 07:00:00, None
None, None, None, 4.0, None, None, 1976-03-20 07:00:00, None
2.0, None, None, None, -1.0, 2.0, 1976-03-22 07:00:00, None
0.0, None, None, None, None, None, 1976-03-23 07:00:00, None
2.0, None, None, None, 0.0, 2.0, 1976-03-23 16:00:00, None
0.0, None, None, 3.0, None, 2.0, 1976-03-24 07:00:00, None
None, None, None, 10.0, None, None, 1976-03-25 07:00:00, None
1.0, None, None, None, 1.0, None, 1976-03-26 07:00:00, None
0.0, None, None, 4.0, 0.0, 1.0, 1976-03-27 07:00:00, None
2.0, None, None, 7.0, None, None, 1976-03-28 07:00:00, None
-3.0, None, None, None, -3.0, None, 1976-03-29 07:00:00, None
7.0, None, None, None, -3.0, 7.0, 1976-03-29 16:00:00, None
3.0, None, None, None, 3.0, None, 1976-03-30 07:00:00, None
12.0, None, None, None, 3.0, 12.0, 1976-03-30 16:00:00, None
3.0, None, None, None, 3.0, None, 1976-03-31 07:00:00, None
2.0, None, None, None, 2.0, None, 1976-04-01 07:00:00, None
2.0, None, None, None, 2.0, None, 1976-04-02 07:00:00, None
10.0, None, None, None, -2.0, None, 1976-04-05 07:00:00, None
8.0, None, None, None, -2.0, None, 1976-04-06 07:00:00, None
12.0, None, None, None, 4.0, None, 1976-04-07 07:00:00, None
None, None, None, None, 6.0, None, 1976-04-08 07:00:00, None
None, None, None, None, 3.0, None, 1976-04-15 07:00:00, None
None, None, None, None, 5.0, 8.0, 1976-04-20 07:00:00, None
None, None, None, None, 2.0, None, 1976-04-21 07:00:00, None
None, None, None, None, None, 6.0, 1976-04-21 16:00:00, None
None, None, None, None, 3.0, None, 1976-04-22 07:00:00, None
None, None, None, None, 5.0, None, 1976-10-01 07:00:00, 0.0
None, None, None, None, -1.0, None, 1976-10-04 07:00:00, 0.0
None, None, None, None, 8.0, 12.0, 1976-10-04 16:00:00, 0.0
None, None, None, None, 4.0, None, 1976-10-05 07:00:00, 0.0
None, None, None, None, 4.0, None, 1976-10-06 07:00:00, 0.0
None, None, None, None, None, 14.0, 1976-10-06 16:00:00, 0.0
None, None, None, None, 2.0, None, 1976-10-07 07:00:00, 0.0
None, None, None, None, None, 14.0, 1976-10-07 16:00:00, 0.0
None, None, None, None, 4.0, None, 1976-10-08 07:00:00, 0.0
None, None, None, None, None, 12.0, 1976-10-08 16:00:00, 0.0
None, None, None, None, 10.0, None, 1976-10-11 07:00:00, 0.0
None, None, None, None, None, 16.0, 1976-10-11 16:00:00, 0.0
4.0, None, None, None, 4.0, None, 1976-10-13 07:00:00, 0.0
14.0, None, None, None, 4.0, 14.0, 1976-10-13 16:00:00, 0.0
None, None, None, None, 4.0, None, 1976-10-14 07:00:00, 0.0
None, None, None, None, -3.0, None, 1976-10-18 07:00:00, 0.0
None, None, None, None, None, 10.0, 1976-10-18 16:00:00, 0.0
None, None, None, None, -2.0, None, 1976-10-19 07:00:00, 0.0
None, None, None, None, None, 9.0, 1976-10-19 16:00:00, 0.0
None, None, None, None, -2.0, None, 1976-10-20 07:00:00, 0.0
None, None, None, None, None, 8.0, 1976-10-20 16:00:00, 0.0
None, None, None, None, 1.0, None, 1976-10-21 07:00:00, 0.0
None, None, None, None, None, 9.0, 1976-10-21 16:00:00, 0.0
None, None, None, None, 2.0, None, 1976-10-22 07:00:00, 0.0
None, None, None, None, 5.0, None, 1976-10-25 07:00:00, 0.0
None, None, None, None, 5.0, 7.0, 1976-10-27 07:00:00, 0.0
None, None, None, None, None, 5.0, 1976-10-28 07:00:00, 0.0
None, None, None, None, -2.0, None, 1976-11-02 07:00:00, 0.0
None, None, None, None, None, 6.0, 1976-11-02 16:00:00, 0.0
None, None, None, None, -4.0, None, 1976-11-03 07:00:00, 0.0
None, None, None, None, 4.0, None, 1976-11-04 07:00:00, 0.0
None, None, None, None, 3.0, None, 1976-11-08 07:00:00, 0.0
None, None, None, None, 3.0, None, 1976-11-09 07:00:00, 0.0
None, None, None, 3.0, 0.0, None, 1976-11-15 07:00:00, 3.0
None, None, None, None, 1.0, None, 1976-11-16 07:00:00, 0.0
None, None, None, None, 6.0, None, 1976-11-17 07:00:00, 0.0
None, None, None, None, -1.0, None, 1976-11-18 07:00:00, 0.0
None, None, None, None, 0.0, None, 1976-11-19 07:00:00, 0.0
None, None, None, None, -4.0, None, 1976-11-22 07:00:00, 0.0
None, None, None, None, 1.0, None, 1976-11-24 07:00:00, 0.0
None, None, None, None, -2.0, None, 1976-11-29 07:00:00, 0.0
0.0, None, None, None, None, None, 1976-12-01 07:00:00, 0.0
0.0, None, None, None, None, None, 1976-12-02 07:00:00, 0.0
2.0, None, None, None, None, None, 1976-12-03 07:00:00, 0.0
None, None, None, 2.0, None, None, 1976-12-06 07:00:00, 2.0
-1.0, None, None, 5.0, None, None, 1976-12-07 07:00:00, 7.0
2.0, None, None, 6.0, None, None, 1976-12-08 07:00:00, 12.0
-1.0, None, None, None, None, None, 1976-12-09 07:00:00, None
-1.0, None, None, None, None, None, 1976-12-10 07:00:00, None
-2.0, None, None, None, None, None, 1976-12-13 07:00:00, None
3.0, None, None, 2.0, None, None, 1976-12-16 07:00:00, None
-1.0, None, None, None, None, None, 1976-12-20 07:00:00, None
-4.0, None, None, None, None, None, 1976-12-21 07:00:00, None
-1.0, None, None, None, None, None, 1976-12-22 07:00:00, None
None, None, None, 10.0, None, None, 1976-12-23 07:00:00, None
None, None, None, 10.0, None, None, 1976-12-25 07:00:00, None
None, None, None, 4.0, None, None, 1976-12-26 07:00:00, None
-10.0, None, None, 2.0, None, None, 1977-01-04 07:00:00, None
-12.0, None, None, None, None, None, 1977-01-05 07:00:00, None
-6.0, None, None, None, None, None, 1977-01-06 07:00:00, None
-6.0, None, None, 2.0, None, None, 1977-01-07 07:00:00, None
-6.0, None, None, 2.0, None, None, 1977-01-10 07:00:00, None
-5.0, None, None, None, None, None, 1977-01-11 07:00:00, None
-4.0, None, None, 10.0, None, None, 1977-01-12 07:00:00, None
-1.0, None, None, None, None, None, 1977-01-12 16:00:00, None
-4.0, None, None, 2.0, None, None, 1977-01-13 07:00:00, None
-1.0, None, None, None, None, None, 1977-01-14 07:00:00, None
None, None, None, 3.0, None, None, 1977-01-16 07:00:00, None
0.0, None, None, 5.0, None, None, 1977-01-17 07:00:00, None
3.0, None, None, None, None, None, 1977-01-18 07:00:00, None
-1.0, None, None, None, None, None, 1977-01-19 07:00:00, None
-1.0, None, None, None, None, None, 1977-01-20 07:00:00, None
-1.0, None, None, None, None, None, 1977-01-21 07:00:00, None
-4.0, None, None, None, None, None, 1977-01-24 07:00:00, None
-4.0, None, None, None, None, None, 1977-01-25 07:00:00, None
-2.0, None, None, None, None, None, 1977-01-26 07:00:00, None
1.0, None, None, None, None, None, 1977-01-26 16:00:00, None
-1.0, None, None, None, None, None, 1977-01-27 07:00:00, None
2.0, None, None, None, None, None, 1977-01-27 16:00:00, None
-1.0, None, None, None, None, None, 1977-01-28 07:00:00, None
3.0, None, None, None, None, None, 1977-01-28 16:00:00, None
-3.0, None, None, None, None, None, 1977-01-31 07:00:00, None
-3.0, None, None, None, None, None, 1977-02-01 07:00:00, None
-1.0, None, None, None, None, None, 1977-02-01 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-02 07:00:00, None
0.0, None, None, None, None, None, 1977-02-02 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-03 07:00:00, None
1.0, None, None, None, None, None, 1977-02-03 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-04 07:00:00, None
-1.0, None, None, None, None, None, 1977-02-04 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-07 07:00:00, None
-1.0, None, None, None, None, None, 1977-02-08 07:00:00, None
0.0, None, None, 2.0, None, None, 1977-02-09 07:00:00, None
-2.0, None, None, 3.0, None, None, 1977-02-09 16:00:00, None
0.0, None, None, None, None, None, 1977-02-10 07:00:00, None
0.0, None, None, None, None, None, 1977-02-10 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-11 07:00:00, None
3.0, None, None, None, None, None, 1977-02-11 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-14 16:00:00, None
-4.0, None, None, None, None, None, 1977-02-15 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-16 07:00:00, None
1.0, None, None, None, None, None, 1977-02-16 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-17 07:00:00, None
2.0, None, None, None, None, None, 1977-02-17 16:00:00, None
-1.0, None, None, None, None, None, 1977-02-18 07:00:00, None
1.0, None, None, None, None, None, 1977-02-18 16:00:00, None
0.0, None, None, None, None, None, 1977-02-21 07:00:00, None
3.0, None, None, None, None, None, 1977-02-21 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-23 07:00:00, None
1.0, None, None, None, None, None, 1977-02-23 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-24 07:00:00, None
0.0, None, None, None, None, None, 1977-02-24 16:00:00, None
-2.0, None, None, None, None, None, 1977-02-25 07:00:00, None
0.0, None, None, None, None, None, 1977-02-25 16:00:00, None
None, None, None, 7.0, None, None, 1977-02-26 07:00:00, None
-1.0, None, None, None, None, None, 1977-02-28 07:00:00, None
0.0, None, None, None, None, None, 1977-02-28 16:00:00, None
1.0, None, None, 2.0, None, None, 1977-03-01 07:00:00, None
3.0, None, None, None, None, None, 1977-03-01 16:00:00, None
2.0, None, None, None, None, None, 1977-03-02 07:00:00, None
5.0, None, None, None, None, None, 1977-03-02 16:00:00, None
-1.0, None, None, None, None, None, 1977-03-03 07:00:00, None
5.0, None, None, None, None, None, 1977-03-07 07:00:00, None
5.0, None, None, None, None, None, 1977-03-07 16:00:00, None
0.0, None, None, None, None, None, 1977-03-08 07:00:00, None
1.0, None, None, None, None, None, 1977-03-09 07:00:00, None
1.0, None, None, None, None, None, 1977-03-10 07:00:00, None
-3.0, None, None, None, None, None, 1977-03-11 07:00:00, None
0.0, None, None, 3.0, None, None, 1977-03-12 16:00:00, None
-1.0, None, None, 15.0, None, None, 1977-03-13 07:00:00, None
-1.0, None, None, None, None, None, 1977-03-14 07:00:00, None
1.0, None, None, 3.0, None, None, 1977-03-21 07:00:00, None
-2.0, None, None, None, None, None, 1977-03-22 07:00:00, None
3.0, None, None, None, None, None, 1977-03-23 07:00:00, None
1.0, None, None, None, None, None, 1977-03-24 07:00:00, None
-1.0, None, None, None, None, None, 1977-03-28 07:00:00, None
-1.0, None, None, None, None, None, 1977-03-29 07:00:00, None
-2.0, None, None, None, None, None, 1977-03-30 07:00:00, None
0.0, None, None, None, 0.0, None, 1977-04-04 07:00:00, 0.0
0.0, None, None, None, 0.0, None, 1977-04-05 07:00:00, 0.0
None, None, None, None, 0.0, 12.0, 1977-04-05 16:00:00, 0.0
1.0, None, None, None, 1.0, None, 1977-04-06 07:00:00, 0.0
3.0, None, None, None, 1.0, 3.0, 1977-11-01 07:00:00, 0.0
4.0, None, None, None, 1.0, 8.0, 1977-11-01 16:00:00, 0.0
1.0, None, None, None, 1.0, 8.0, 1977-11-02 07:00:00, 0.0
9.0, None, None, None, 1.0, 9.0, 1977-11-02 16:00:00, 0.0
-1.0, None, None, None, -2.0, 9.0, 1977-11-03 07:00:00, 0.0
5.0, None, None, None, -2.0, 5.0, 1977-11-03 16:00:00, 0.0
2.0, None, None, None, 2.0, 6.0, 1977-11-07 08:00:00, 0.0
6.0, None, None, None, 2.0, 6.0, 1977-11-07 16:00:00, 0.0
-3.0, None, None, None, -4.0, 6.0, 1977-11-08 08:00:00, 0.0
2.0, None, None, None, -4.0, 5.0, 1977-11-08 16:00:00, 0.0
-1.0, None, None, None, -1.0, 2.0, 1977-11-09 08:00:00, 0.0
1.0, None, None, 2.0, -1.0, 2.0, 1977-11-09 16:00:00, 2.0
2.0, None, None, 3.0, -1.0, 2.0, 1977-11-10 08:00:00, 5.0
5.0, None, None, None, -1.0, 5.0, 1977-11-10 16:00:00, 0.0
3.0, None, None, None, 3.0, 7.0, 1977-11-14 08:00:00, 0.0
5.0, None, None, None, 3.0, 7.0, 1977-11-14 16:00:00, 0.0
-1.0, None, None, None, -1.0, 6.0, 1977-11-15 08:00:00, 0.0
1.0, None, None, 2.0, -1.0, 1.0, 1977-11-15 16:00:00, 2.0
0.0, None, None, 4.0, -1.0, 1.0, 1977-11-16 08:00:00, 5.0
2.0, None, None, None, 0.0, 5.0, 1977-11-16 16:00:00, 0.0
-1.0, None, None, None, -1.0, 3.0, 1977-11-17 08:00:00, 0.0
1.0, None, None, None, -1.0, 2.0, 1977-11-17 16:00:00, 0.0
-4.0, None, None, 12.0, -4.0, 1.0, 1977-11-18 08:00:00, 12.0
0.0, None, None, None, -4.0, 2.0, 1977-11-18 16:00:00, 9.0
-8.0, None, None, None, -10.0, 0.0, 1977-11-19 08:00:00, 9.0
-4.0, None, None, None, -11.0, -1.0, 1977-11-19 16:00:00, 9.0
-14.0, None, None, None, -16.0, -4.0, 1977-11-21 08:00:00, 9.0
-10.0, None, None, None, -14.0, -6.0, 1977-11-21 16:00:00, 9.0
-11.0, None, None, None, -14.0, -10.0, 1977-11-22 08:00:00, 9.0
-7.0, None, None, None, -12.0, -6.0, 1977-11-22 16:00:00, 6.0
-9.0, None, None, None, -10.0, -7.0, 1977-11-23 08:00:00, 6.0
-5.0, None, None, None, -9.0, -4.0, 1977-11-23 16:00:00, 6.0
-6.0, None, None, 19.0, -7.0, -5.0, 1977-11-24 08:00:00, 25.0
-2.0, None, None, 8.0, -6.0, -2.0, 1977-11-24 16:00:00, 30.0
-3.0, None, None, 1.0, -4.0, -2.0, 1977-11-25 08:00:00, 28.0
0.0, None, None, 2.0, -3.0, 0.0, 1977-11-26 08:00:00, 40.0
0.0, None, None, None, -1.0, 5.0, 1977-11-27 08:00:00, 32.0
2.0, None, None, None, -5.0, 4.0, 1977-11-28 16:00:00, 20.0
2.0, None, None, None, 1.0, 3.0, 1977-11-29 08:00:00, 15.0
2.0, None, None, None, 0.0, 5.0, 1977-11-29 16:00:00, 12.0
-4.0, None, None, None, -5.0, 3.0, 1977-11-30 08:00:00, 12.0
1.0, None, None, None, -4.0, 3.0, 1977-11-30 16:00:00, 10.0
-3.0, None, None, 1.0, -5.0, 1.0, 1977-12-01 08:00:00, 11.0
-1.0, None, None, 7.0, -3.0, -1.0, 1977-12-01 16:00:00, 19.0
-1.0, None, None, 10.0, -1.0, 0.0, 1977-12-02 08:00:00, 24.0
1.0, None, None, 7.0, -1.0, 2.0, 1977-12-02 16:00:00, 28.0
-1.0, None, None, None, -1.0, 1.0, 1977-12-03 08:00:00, 28.0
-4.0, None, None, 9.0, -4.0, 0.0, 1977-12-06 16:00:00, 28.0
-2.0, None, None, 5.0, -4.0, 1.0, 1977-12-07 08:00:00, 38.0
-5.0, None, None, 2.0, -5.0, -2.0, 1977-12-07 16:00:00, 37.0
-11.0, None, None, None, -14.0, -4.0, 1977-12-08 08:00:00, 38.0
-8.0, None, None, None, -12.0, -7.0, 1977-12-08 16:00:00, 38.0
-9.0, None, None, 3.0, -11.0, -7.0, 1977-12-09 08:00:00, 32.0
-7.0, None, None, None, -10.0, -6.0, 1977-12-09 16:00:00, 32.0
-7.0, None, None, 15.0, -8.0, -7.0, 1977-12-10 08:00:00, 40.0
-6.0, None, None, 5.0, -8.0, -5.0, 1977-12-10 16:00:00, 41.0
0.0, None, None, 20.0, -8.0, 1.0, 1977-12-11 08:00:00, 66.0
1.0, None, None, None, -7.0, 2.0, 1977-12-11 16:00:00, 46.0
2.0, None, None, None, 1.0, 4.0, 1977-12-12 08:00:00, 32.0
2.0, None, None, None, 0.0, 5.0, 1977-12-13 08:00:00, 30.0
None, None, None, None, None, None, 1977-12-13 16:00:00, 29.0
