station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-9.0, None, -9.0, -6.0, 1977-11-23 08:00:00, None, None
-11.0, 98.0, -11.0, -8.5, 1977-11-23 16:00:00, None, None
-9.0, 100.0, -11.5, -9.0, 1977-11-24 08:00:00, None, None
-7.5, 94.0, -9.0, -4.5, 1977-11-24 16:00:00, None, None
-7.5, 100.0, -8.0, -7.0, 1977-11-25 08:00:00, None, None
-2.0, 100.0, -7.5, -2.0, 1977-11-25 16:00:00, None, None
-1.0, 100.0, -3.0, -1.0, 1977-11-26 08:00:00, None, None
1.0, 100.0, -1.0, 4.0, 1977-11-26 16:00:00, None, None
-0.5, 100.0, -0.5, 1.0, 1977-11-27 08:00:00, None, None
2.0, 100.0, -0.5, 2.0, 1977-11-27 16:00:00, None, None
3.0, 100.0, 1.0, 3.0, 1977-11-28 08:00:00, None, None
4.0, 100.0, 4.0, 4.5, 1977-11-28 16:00:00, None, None
4.0, 95.0, 2.0, 5.0, 1977-11-29 08:00:00, None, None
3.5, 73.0, 3.5, 5.0, 1977-11-29 16:00:00, None, None
3.0, 85.0, 2.0, 3.5, 1977-11-30 08:00:00, None, None
2.0, 95.0, 2.0, 3.0, 1977-11-30 16:00:00, None, None
0.0, 102.0, -1.5, 3.0, 1977-12-01 08:00:00, None, None
2.0, 102.0, -0.5, 2.0, 1977-12-01 16:00:00, None, None
2.0, 102.0, 2.0, 4.0, 1977-12-02 08:00:00, None, None
5.0, 92.0, 2.0, 6.5, 1977-12-02 16:00:00, None, None
4.0, 75.0, 3.0, 5.0, 1977-12-03 08:00:00, None, None
-1.0, 89.0, -1.0, 4.0, 1977-12-03 16:00:00, None, None
-5.0, 98.0, -5.0, 0.0, 1977-12-04 08:00:00, None, None
-7.0, 101.0, -7.0, -5.0, 1977-12-04 16:00:00, None, None
-12.0, 84.0, -12.0, -7.0, 1977-12-05 08:00:00, None, None
-13.0, 97.0, -13.0, -11.0, 1977-12-05 16:00:00, None, None
-13.0, 97.0, -13.5, -13.0, 1977-12-06 08:00:00, None, None
-11.0, 101.0, -13.0, -11.0, 1977-12-06 16:00:00, None, None
-12.0, 93.0, -13.0, -1.0, 1977-12-07 08:00:00, None, None
-14.0, 87.0, -14.0, -12.0, 1977-12-07 16:00:00, None, None
-17.0, 66.0, -18.0, -14.0, 1977-12-08 08:00:00, None, None
-20.0, 70.0, -20.0, -17.0, 1977-12-08 16:00:00, None, None
1.5, 100.0, None, None, 1977-12-14 11:00:00, None, None
2.5, 100.0, 1.0, 2.5, 1977-12-14 16:00:00, None, None
1.0, 100.0, 0.0, 2.5, 1977-12-15 08:00:00, None, None
1.0, 100.0, 1.0, 2.0, 1977-12-15 16:00:00, None, None
1.0, 89.0, 0.5, 2.0, 1977-12-16 08:00:00, None, None
0.0, 100.0, 0.0, 5.0, 1977-12-16 16:00:00, None, None
-3.0, 89.0, -4.0, 0.0, 1977-12-17 08:00:00, None, None
-3.0, 101.0, -3.0, -1.5, 1977-12-17 16:00:00, None, None
-4.0, 94.0, -4.5, -3.0, 1977-12-18 08:00:00, None, None
-5.0, 94.0, -5.0, -2.0, 1977-12-18 16:00:00, None, None
-6.0, 95.0, -6.5, -5.0, 1977-12-19 08:00:00, None, None
-5.5, 92.0, -5.5, -4.5, 1977-12-19 16:00:00, None, None
-9.0, 99.0, -9.0, -5.5, 1977-12-20 08:00:00, None, None
-5.5, 85.0, -9.0, -4.0, 1977-12-20 16:00:00, None, None
-7.0, 97.0, -7.5, -5.5, 1977-12-21 08:00:00, None, None
-4.0, 89.0, -7.5, -3.0, 1977-12-21 16:00:00, None, None
-6.5, 92.0, -6.5, -4.0, 1977-12-22 08:00:00, None, None
-5.0, 86.0, -6.5, -2.0, 1977-12-22 16:00:00, None, None
-7.0, 73.0, -7.0, -5.0, 1977-12-23 08:00:00, None, None
-7.0, 71.0, -7.0, -2.0, 1977-12-23 16:00:00, None, None
-12.0, 86.0, -12.0, -7.0, 1977-12-24 08:00:00, None, None
-10.5, 72.0, -12.5, -10.5, 1977-12-24 16:00:00, None, None
-14.0, 82.0, -14.0, -10.5, 1977-12-25 08:00:00, None, None
-11.0, 74.0, -14.0, -8.5, 1977-12-25 16:00:00, None, None
-13.0, 94.0, -14.0, -11.0, 1977-12-26 08:00:00, None, None
-8.0, 80.0, -14.0, -4.0, 1977-12-26 16:00:00, None, None
-11.0, 98.0, -11.0, -8.0, 1977-12-27 08:00:00, None, None
-6.5, 78.0, -12.0, -3.0, 1977-12-27 16:00:00, None, None
-13.5, 100.0, -13.5, -6.5, 1977-12-28 08:00:00, None, None
-6.5, 69.0, -13.5, -4.0, 1977-12-28 16:00:00, None, None
-8.0, 97.0, -8.5, -6.5, 1977-12-29 08:00:00, None, None
-5.5, 85.0, -8.0, -5.5, 1977-12-29 16:00:00, None, None
-5.0, 94.0, -10.0, -5.0, 1977-12-30 08:00:00, None, None
-6.0, 70.0, -10.5, -1.0, 1977-12-30 16:00:00, None, None
-14.0, 95.0, -14.0, -6.0, 1977-12-31 08:00:00, None, None
-10.0, 72.0, -15.0, -6.5, 1977-12-31 16:00:00, None, None
-15.0, 87.0, -15.0, -10.0, 1978-01-01 08:00:00, None, None
-12.0, 69.0, -15.0, -8.0, 1978-01-01 16:00:00, None, None
-17.0, 86.0, -17.0, -12.0, 1978-01-02 08:00:00, None, None
-15.0, 75.0, -17.0, -12.0, 1978-01-02 16:00:00, None, None
-15.0, 79.0, -17.0, -15.0, 1978-01-03 08:00:00, None, None
-13.5, 96.0, -15.0, -13.5, 1978-01-03 16:00:00, None, None
-13.5, 100.0, -13.5, -13.5, 1978-01-04 08:00:00, None, None
-13.0, 98.0, -13.5, -12.5, 1978-01-04 16:00:00, None, None
-14.0, 96.0, -14.0, -13.0, 1978-01-05 08:00:00, None, None
-13.0, 97.0, -14.0, -12.0, 1978-01-05 16:00:00, None, None
-11.0, 85.0, -13.0, -2.0, 1978-01-06 08:00:00, None, None
-10.0, 94.0, -11.0, -7.5, 1978-01-06 16:00:00, None, None
1.0, None, None, None, 1978-01-25 08:00:00, None, None
2.0, None, 1.0, 2.5, 1978-01-25 16:00:00, None, None
0.0, None, -0.5, 2.0, 1978-01-26 08:00:00, None, None
2.0, None, 0.0, 3.0, 1978-01-26 16:00:00, None, None
0.0, None, -1.0, 2.0, 1978-01-27 08:00:00, None, None
0.5, 65.0, 0.0, 5.5, 1978-01-27 16:00:00, None, None
-4.5, 97.0, -4.5, 0.5, 1978-01-28 08:00:00, None, None
-4.0, 92.0, -4.5, -3.0, 1978-01-28 16:00:00, None, None
-5.5, 75.0, -5.5, -4.0, 1978-01-29 08:00:00, None, None
-4.5, 73.0, -5.5, 1.0, 1978-01-29 16:00:00, None, None
-9.0, 85.0, -10.0, -4.5, 1978-01-30 08:00:00, None, None
-6.5, 68.0, -6.5, -4.0, 1978-01-30 16:00:00, None, None
-10.0, 94.0, -10.0, -6.5, 1978-01-31 08:00:00, None, None
-8.0, 80.0, -10.0, -8.0, 1978-01-31 16:00:00, None, None
-10.0, 76.0, -10.0, -8.0, 1978-02-01 08:00:00, None, None
-10.5, 95.0, -10.5, -10.0, 1978-02-01 16:00:00, None, None
-11.0, 97.0, -12.0, -10.0, 1978-02-02 08:00:00, None, None
-9.0, 96.0, -11.0, -8.5, 1978-02-02 16:00:00, None, None
-7.5, 100.0, -9.5, -7.5, 1978-02-03 08:00:00, None, None
-6.5, 101.0, -7.5, -6.5, 1978-02-03 16:00:00, None, None
-6.0, 98.0, -7.0, -6.0, 1978-02-04 08:00:00, None, None
-3.0, 101.0, -6.0, 0.0, 1978-02-04 16:00:00, None, None
-2.0, 101.0, -4.0, -2.0, 1978-02-05 08:00:00, None, None
-1.0, 102.0, -2.0, 0.0, 1978-02-05 16:00:00, None, None
1.0, 102.0, -1.5, 2.0, 1978-02-06 08:00:00, None, None
1.5, 104.0, 1.0, 8.0, 1978-02-06 16:00:00, None, None
-2.5, None, -2.5, 1.5, 1978-02-07 08:00:00, None, None
-1.0, None, -2.0, 0.0, 1978-02-07 16:00:00, None, None
-1.0, None, -1.5, 1.0, 1978-02-08 08:00:00, None, None
None, None, None, None, 1978-11-03 18:00:00, 8.0, None
3.0, 70.0, None, None, 1979-11-13 16:00:00, 0.0, None
-5.0, 93.0, -5.0, 3.0, 1979-11-14 08:00:00, 0.0, None
2.0, 65.0, -5.0, 5.0, 1979-11-14 16:00:00, 0.0, None
-5.0, 98.0, -5.0, 5.0, 1979-11-15 08:00:00, 0.0, None
2.0, 70.0, -5.0, 4.0, 1979-11-15 16:00:00, 0.0, None
1.0, 95.0, -1.0, 2.0, 1979-11-16 08:00:00, 0.0, None
3.0, 93.0, 1.0, 3.0, 1979-11-16 16:00:00, 0.0, None
5.0, 87.0, 3.0, 5.0, 1979-11-17 08:00:00, 2.0, None
3.0, 87.0, 3.0, 5.0, 1979-11-17 16:00:00, 5.0, None
1.0, 97.0, 0.0, 3.0, 1979-11-18 08:00:00, 5.0, None
0.5, 93.0, 0.0, 1.0, 1979-11-18 16:00:00, 3.0, None
1.0, 90.0, -1.0, 1.0, 1979-11-19 08:00:00, 0.0, None
4.0, 95.0, 1.0, 5.0, 1979-11-19 16:00:00, 0.0, None
0.5, 97.0, 0.5, 4.0, 1979-11-20 08:00:00, 0.0, None
2.0, 92.0, 0.5, 6.0, 1979-11-20 16:00:00, 0.0, None
-2.0, 97.0, -2.0, 2.0, 1979-11-21 08:00:00, 0.0, None
1.0, 91.0, -2.0, 4.0, 1979-11-21 16:00:00, 0.0, None
2.0, 97.0, -0.5, 2.0, 1979-11-22 08:00:00, 2.0, None
3.0, 95.0, 2.0, 3.5, 1979-11-22 16:00:00, 8.0, None
4.0, 89.0, 3.0, 5.0, 1979-11-23 08:00:00, 5.0, None
5.0, 88.0, 4.0, 7.5, 1979-11-23 16:00:00, 0.0, None
0.0, 95.0, 0.0, 5.0, 1979-11-24 08:00:00, 0.0, None
3.0, 76.0, 0.0, 6.5, 1979-11-24 16:00:00, 0.0, None
0.0, 97.0, 0.0, 3.0, 1979-11-25 08:00:00, 2.0, None
1.5, 89.0, 0.0, 3.0, 1979-11-25 16:00:00, 0.0, None
-4.5, 93.0, -4.5, 1.5, 1979-11-26 08:00:00, 0.0, None
-1.0, 80.0, -1.0, 4.0, 1979-11-26 16:00:00, 0.0, None
-6.0, 92.0, -6.0, -1.0, 1979-11-27 08:00:00, 0.0, None
-2.0, 65.0, -5.0, 1.5, 1979-11-27 16:00:00, 0.0, None
-6.5, 87.0, -6.5, -2.0, 1979-11-28 08:00:00, 0.0, None
-1.0, 55.0, -6.5, 2.0, 1979-11-28 16:00:00, 0.0, None
-8.0, 91.0, -8.0, -1.0, 1979-11-29 08:00:00, 0.0, None
-2.5, 65.0, -8.0, 1.0, 1979-11-29 16:00:00, 0.0, None
-3.5, 96.0, -3.5, -2.5, 1979-11-30 08:00:00, 3.0, None
-1.0, 94.0, -3.5, -1.0, 1979-11-30 16:00:00, 0.0, None
-1.0, 96.0, -1.0, 0.0, 1979-12-01 08:00:00, 0.0, None
-1.0, 85.0, -1.0, -1.0, 1979-12-01 16:00:00, 0.0, None
-1.0, 96.0, -2.0, -1.0, 1979-12-02 08:00:00, 15.0, None
0.0, 96.0, -1.0, 0.0, 1979-12-02 16:00:00, 2.0, None
-2.0, 87.0, -2.0, 0.0, 1979-12-03 08:00:00, 0.0, None
-1.0, 96.0, -2.0, -1.0, 1979-12-03 16:00:00, 13.0, None
4.0, 89.0, -1.0, 4.0, 1979-12-04 08:00:00, 55.0, None
4.0, 90.0, 3.0, 4.0, 1979-12-04 16:00:00, 2.0, None
5.0, 82.0, 3.0, 5.0, 1979-12-05 08:00:00, 3.0, None
5.0, 87.0, 4.0, 5.0, 1979-12-05 16:00:00, 0.0, None
7.0, 92.0, 5.0, 7.0, 1979-12-06 08:00:00, 2.0, None
7.0, 93.0, 6.0, 7.0, 1979-12-06 16:00:00, 0.0, None
4.0, 92.0, 3.5, 7.0, 1979-12-07 08:00:00, 3.0, None
6.0, 83.0, 4.0, 7.0, 1979-12-07 16:00:00, 0.0, None
6.0, 93.0, 6.0, 7.0, 1979-12-08 08:00:00, 0.0, None
7.5, 88.0, 6.0, 7.5, 1979-12-08 16:00:00, 0.0, None
8.0, 94.0, 7.5, 8.0, 1979-12-09 08:00:00, 12.0, None
7.0, 84.0, 7.0, 8.5, 1979-12-09 16:00:00, 15.0, None
-1.0, 95.0, -1.0, 7.0, 1979-12-10 08:00:00, 8.0, None
0.0, 93.0, -1.0, 4.0, 1979-12-10 16:00:00, 0.0, None
-1.0, 92.0, -2.0, 0.0, 1979-12-11 08:00:00, 0.0, None
1.0, 94.0, -1.0, 1.0, 1979-12-11 16:00:00, 5.0, None
0.0, 69.0, -1.0, 3.0, 1979-12-12 08:00:00, 7.0, None
1.0, 73.0, 0.0, 2.0, 1979-12-12 16:00:00, 0.0, None
0.0, 96.0, 0.0, 1.5, 1979-12-13 08:00:00, 5.0, None
3.5, 93.0, 0.0, 3.5, 1979-12-13 16:00:00, 10.0, None
7.0, 86.0, 3.5, 7.5, 1979-12-14 08:00:00, 50.0, None
-4.5, 90.0, -4.5, 7.0, 1979-12-14 16:00:00, 28.0, None
-13.0, 59.0, -13.0, -4.5, 1979-12-15 08:00:00, 0.0, None
-14.5, 56.0, -14.5, -13.0, 1979-12-15 16:00:00, 0.0, None
-13.5, 60.0, -15.5, -13.5, 1979-12-16 08:00:00, 0.0, None
-12.0, 87.0, -13.5, -12.0, 1979-12-16 16:00:00, 5.0, None
-3.0, 97.0, -12.0, -3.0, 1979-12-17 08:00:00, 15.0, None
-0.5, 98.0, -3.0, -0.5, 1979-12-17 16:00:00, 40.0, None
1.0, 98.0, -0.5, 2.0, 1979-12-18 08:00:00, 27.0, None
1.5, 97.0, 1.0, 2.5, 1979-12-18 16:00:00, 0.0, None
5.0, 94.0, 1.5, 5.0, 1979-12-19 08:00:00, 28.0, None
4.0, 92.0, 4.0, 5.0, 1979-12-19 16:00:00, 5.0, None
3.0, 96.0, 3.0, 4.0, 1979-12-20 08:00:00, 2.0, None
4.0, 96.0, 3.0, 4.0, 1979-12-20 16:00:00, 0.0, None
3.0, 96.0, 3.0, 3.5, 1979-12-21 08:00:00, 0.0, None
4.0, 90.0, 4.0, 4.5, 1979-12-21 16:00:00, 3.0, None
-1.0, 87.0, -1.0, 4.0, 1979-12-22 08:00:00, 2.0, None
1.0, 82.0, -1.0, 3.0, 1979-12-22 16:00:00, 0.0, None
-2.0, 70.0, -3.0, 1.0, 1979-12-23 08:00:00, 0.0, None
-1.5, 91.0, -2.0, -1.0, 1979-12-23 16:00:00, 0.0, None
-2.0, 96.0, -2.0, -1.5, 1979-12-24 08:00:00, 0.0, None
0.0, 96.0, -2.0, 0.5, 1979-12-24 16:00:00, 2.0, None
1.5, 93.0, -0.5, 1.5, 1979-12-25 08:00:00, 3.0, None
3.0, 94.0, 1.5, 3.5, 1979-12-25 16:00:00, 3.0, None
4.5, 90.0, 3.0, 4.5, 1979-12-26 08:00:00, 7.0, None
5.0, 90.0, 4.5, 5.5, 1979-12-26 16:00:00, 3.0, None
2.0, 97.0, 2.0, 5.0, 1979-12-27 08:00:00, 0.0, None
2.0, 95.0, 2.0, 3.0, 1979-12-27 16:00:00, 0.0, None
0.0, 91.0, 0.0, 2.0, 1979-12-28 08:00:00, 0.0, None
1.0, 90.0, 0.0, 2.0, 1979-12-28 16:00:00, 0.0, None
0.0, 96.0, 0.0, 3.0, 1979-12-29 08:00:00, 0.0, None
3.5, 67.0, -0.5, 4.0, 1979-12-29 16:00:00, 0.0, None
0.0, 85.0, 0.0, 3.5, 1979-12-30 08:00:00, 0.0, None
3.0, 64.0, 0.0, 3.0, 1979-12-30 16:00:00, 0.0, None
0.0, 96.0, 0.0, 3.0, 1979-12-31 08:00:00, 2.0, None
1.0, 96.0, 0.0, 1.0, 1979-12-31 16:00:00, 0.0, None
0.0, 96.0, 0.0, 1.0, 1980-01-01 08:00:00, 0.0, None
2.0, 96.0, 0.0, 3.0, 1980-01-01 16:00:00, 0.0, None
1.0, 96.0, 1.0, 2.0, 1980-01-02 08:00:00, 0.0, None
3.0, 83.0, 1.0, 3.0, 1980-01-02 16:00:00, 0.0, None
2.0, 89.0, 2.0, 3.0, 1980-01-03 08:00:00, 0.0, None
3.0, 81.0, 2.0, 4.0, 1980-01-03 16:00:00, 0.0, None
0.5, 84.0, 0.5, 3.0, 1980-01-04 08:00:00, 0.0, None
0.0, 72.0, -1.0, 0.5, 1980-01-04 16:00:00, 0.0, None
-2.0, 70.0, -2.0, -0.5, 1980-01-05 08:00:00, 0.0, None
-4.5, 39.0, -4.5, 1.0, 1980-01-05 16:00:00, 0.0, None
-10.0, 49.0, -10.0, -4.5, 1980-01-06 08:00:00, 0.0, None
-7.0, 49.0, -10.0, -4.0, 1980-01-06 16:00:00, 0.0, None
-11.0, 81.0, -11.0, -7.0, 1980-01-07 08:00:00, 0.0, None
-8.0, 81.0, -11.0, -8.0, 1980-01-07 16:00:00, 0.0, None
-9.0, 66.0, -9.0, -8.0, 1980-01-08 08:00:00, 0.0, None
-11.5, 70.0, -11.5, -9.0, 1980-01-08 16:00:00, 0.0, None
-16.0, 61.0, -16.0, -11.5, 1980-01-09 08:00:00, 0.0, None
-16.0, 79.0, -16.5, -16.0, 1980-01-09 16:00:00, 0.0, None
-17.5, 72.0, -18.0, -16.0, 1980-01-10 08:00:00, 0.0, None
-15.0, 62.0, -17.5, -12.0, 1980-01-10 16:00:00, 0.0, None
-15.0, 88.0, -15.5, -15.0, 1980-01-11 08:00:00, 0.0, None
-11.5, 81.0, -15.0, -11.0, 1980-01-11 16:00:00, 0.0, None
-2.0, 98.0, -11.5, -2.0, 1980-01-12 08:00:00, 0.0, None
4.0, 59.0, -2.0, 5.5, 1980-01-12 16:00:00, 0.0, None
-3.0, 93.0, -3.0, 4.0, 1980-01-13 08:00:00, 0.0, None
0.0, 79.0, -3.0, 1.0, 1980-01-13 16:00:00, 0.0, None
-5.5, 96.0, -5.5, 0.0, 1980-01-14 08:00:00, 0.0, None
-3.0, 87.0, -5.5, 1.0, 1980-01-14 16:00:00, 0.0, None
0.5, 95.0, -3.0, 1.0, 1980-01-15 08:00:00, 0.0, None
2.0, 96.0, 0.5, 6.5, 1980-01-15 16:00:00, 0.0, None
1.0, 96.0, 1.0, 2.0, 1980-01-16 08:00:00, 0.0, None
2.5, 90.0, 1.0, 3.0, 1980-01-16 16:00:00, 0.0, None
-1.0, 92.0, -1.0, 2.5, 1980-01-17 08:00:00, 0.0, None
-1.5, 69.0, -1.5, 4.5, 1980-01-17 16:00:00, 0.0, None
-7.0, 66.0, -7.0, -1.5, 1980-01-18 08:00:00, 0.0, None
-4.0, 46.0, -7.0, -1.0, 1980-01-18 16:00:00, 0.0, None
-11.5, 80.0, -11.5, -4.0, 1980-01-19 08:00:00, 0.0, None
-7.0, 55.0, -12.0, -5.0, 1980-01-19 16:00:00, 0.0, None
-7.0, 71.0, -7.0, -7.0, 1980-01-20 08:00:00, 0.0, None
-4.0, 71.0, -7.0, -4.0, 1980-01-20 16:00:00, 0.0, None
-8.0, 90.0, -8.0, -3.5, 1980-01-21 08:00:00, 0.0, None
-2.0, 65.0, -8.0, 0.5, 1980-01-21 16:00:00, 0.0, None
-7.0, 92.0, -7.0, -2.0, 1980-01-22 08:00:00, 0.0, None
-1.0, 70.0, -12.5, 3.0, 1980-01-22 16:00:00, 0.0, None
-5.0, 95.0, -5.0, -1.0, 1980-01-23 08:00:00, 0.0, None
6.0, 65.0, -5.0, 7.0, 1980-01-23 16:00:00, 0.0, None
1.0, 94.0, 1.0, 6.0, 1980-01-24 08:00:00, 0.0, None
2.5, 54.0, 1.0, 4.0, 1980-01-24 16:00:00, 0.0, None
-4.0, 54.0, -4.5, 2.5, 1980-01-25 08:00:00, 0.0, None
-2.0, 47.0, -4.0, -1.0, 1980-01-25 16:00:00, 0.0, None
-8.0, 50.0, -8.0, -2.0, 1980-01-26 08:00:00, 0.0, None
-7.0, 44.0, -8.0, -3.0, 1980-01-26 16:00:00, 0.0, None
-14.0, 54.0, -14.0, -7.0, 1980-01-27 08:00:00, 0.0, None
-10.0, 43.0, -14.5, -6.5, 1980-01-27 16:00:00, 0.0, None
-17.0, 71.0, -17.0, -10.0, 1980-01-28 08:00:00, 0.0, None
-5.0, 45.0, -17.0, -5.0, 1980-01-28 16:00:00, 0.0, None
-13.5, 93.0, -13.5, -5.0, 1980-01-29 08:00:00, 0.0, None
-10.0, 79.0, -14.0, -10.0, 1980-01-29 16:00:00, 0.0, None
-10.0, 81.0, -11.0, -9.5, 1980-01-30 08:00:00, 0.0, None
-4.0, 53.0, -10.5, -4.0, 1980-01-30 16:00:00, 0.0, None
-5.0, 66.0, -5.0, -2.0, 1980-01-31 08:00:00, 0.0, None
1.0, 46.0, -5.0, 1.0, 1980-01-31 16:00:00, 0.0, None
-0.5, 100.0, -1.0, 1.0, 1980-02-01 08:00:00, 5.0, None
2.5, 99.0, -0.5, 2.5, 1980-02-01 16:00:00, 5.0, None
1.5, 100.0, 0.5, 2.5, 1980-02-02 08:00:00, 5.0, None
3.5, 100.0, 1.5, 3.5, 1980-02-02 16:00:00, 15.0, None
2.0, 99.0, 2.0, 4.0, 1980-02-03 08:00:00, 13.0, None
4.0, 100.0, 2.0, 4.0, 1980-02-03 16:00:00, 7.0, None
4.0, 100.0, 4.0, 4.0, 1980-02-04 08:00:00, 13.0, None
3.5, 89.0, 3.5, 8.5, 1980-02-04 16:00:00, 0.0, None
-1.5, 91.0, -1.5, 3.5, 1980-02-05 08:00:00, 0.0, None
1.0, 80.0, -1.5, 2.0, 1980-02-05 16:00:00, 0.0, None
0.0, 96.0, 0.0, 1.0, 1980-02-06 08:00:00, 7.0, None
2.0, 92.0, 0.0, 3.5, 1980-02-06 16:00:00, 0.0, None
1.0, 96.0, 1.0, 2.0, 1980-02-07 08:00:00, 0.0, None
3.0, 94.0, 1.0, 3.5, 1980-02-07 16:00:00, 0.0, None
1.0, 93.0, 1.0, 3.0, 1980-02-08 08:00:00, 0.0, None
5.0, 70.0, 1.0, 6.0, 1980-02-08 16:00:00, 0.0, None
2.0, 76.0, 2.0, 5.0, 1980-02-09 08:00:00, 0.0, None
5.0, 65.0, 2.0, 8.0, 1980-02-09 16:00:00, 0.0, None
1.0, 80.0, 0.0, 5.0, 1980-02-10 08:00:00, 0.0, None
2.5, 70.0, 1.0, 6.0, 1980-02-10 16:00:00, 0.0, None
-1.0, 80.0, -1.0, 2.5, 1980-02-11 08:00:00, 0.0, None
1.0, 65.0, -1.0, 5.0, 1980-02-11 16:00:00, 0.0, None
-1.0, 75.0, -2.0, 1.0, 1980-02-12 08:00:00, 0.0, None
2.0, 55.0, -1.0, 6.5, 1980-02-12 16:00:00, 0.0, None
-0.5, 74.0, -2.0, 2.0, 1980-02-13 08:00:00, 0.0, None
0.0, 40.0, -0.5, 2.0, 1980-02-13 16:00:00, None, None
-4.5, 43.0, -4.5, 0.0, 1980-02-14 08:00:00, 0.0, None
-2.0, 37.0, -4.5, 3.0, 1980-02-14 16:00:00, 0.0, None
-4.0, 56.0, -4.0, -2.0, 1980-02-15 08:00:00, 0.0, None
-2.0, 60.0, -4.0, -2.0, 1980-02-15 16:00:00, 0.0, None
-5.0, 88.0, -5.0, -2.0, 1980-02-16 08:00:00, 3.0, None
0.0, 62.0, -5.0, 1.5, 1980-02-16 16:00:00, 0.0, None
-1.5, 71.0, -2.0, 0.0, 1980-02-17 08:00:00, 0.0, None
2.0, 62.0, -2.0, 3.0, 1980-02-17 16:00:00, 0.0, None
-2.0, 96.0, -2.0, 2.0, 1980-02-18 08:00:00, 5.0, None
0.0, 93.0, -2.0, 0.5, 1980-02-18 16:00:00, 2.0, None
4.0, 93.0, 0.0, 4.0, 1980-02-19 08:00:00, 8.0, None
6.0, 86.0, 4.0, 9.5, 1980-02-19 16:00:00, 2.0, None
1.0, 95.0, 1.0, 6.0, 1980-02-20 08:00:00, 3.0, None
4.0, 76.0, 1.0, 4.5, 1980-02-20 16:00:00, 0.0, None
