station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-3.5, None, -7.5, -3.5, 1973-12-03 11:20:00, None
-4.0, None, None, None, 1973-12-03 17:00:00, None
-4.0, None, None, None, 1973-12-03 22:30:00, None
-3.5, None, None, None, 1973-12-04 02:00:00, None
-3.5, None, None, None, 1973-12-04 07:00:00, None
-3.5, None, -4.0, -1.0, 1973-12-04 09:30:00, None
-1.5, None, None, None, 1973-12-04 20:00:00, None
-3.5, None, None, None, 1973-12-05 03:00:00, None
-4.5, None, None, None, 1973-12-05 06:00:00, None
-4.0, None, -4.5, -1.0, 1973-12-05 08:00:00, None
-4.0, None, None, None, 1973-12-05 19:30:00, None
-2.0, None, None, None, 1973-12-06 04:00:00, None
-3.5, None, None, None, 1973-12-06 06:00:00, None
-3.5, None, -4.5, -2.0, 1973-12-06 08:30:00, None
-3.5, None, None, None, 1973-12-06 16:20:00, None
-5.5, None, None, None, 1973-12-06 21:04:00, None
-3.5, None, None, None, 1973-12-06 23:00:00, None
-4.5, None, None, None, 1973-12-07 03:30:00, None
-5.5, None, None, None, 1973-12-07 06:00:00, None
-6.5, None, None, None, 1973-12-07 09:15:00, None
-3.5, None, None, None, 1973-12-07 14:30:00, None
-5.5, None, None, None, 1973-12-07 17:30:00, None
-5.5, None, None, None, 1973-12-07 22:30:00, None
-5.5, None, -6.0, -2.5, 1973-12-08 06:15:00, None
-6.5, None, None, None, 1973-12-08 09:00:00, None
-5.0, None, None, None, 1973-12-08 15:00:00, None
-4.0, None, None, None, 1973-12-08 19:35:00, None
-6.0, None, None, None, 1973-12-08 21:40:00, None
-5.5, None, None, None, 1973-12-09 08:45:00, None
-4.0, None, -5.5, -1.5, 1973-12-10 07:30:00, None
-7.0, None, None, None, 1973-12-10 19:30:00, None
-7.5, None, -7.5, -1.0, 1973-12-11 07:30:00, None
-7.5, None, None, None, 1973-12-11 09:00:00, None
-6.5, None, None, None, 1973-12-11 12:00:00, None
-6.5, None, None, None, 1973-12-11 15:30:00, None
-6.5, None, None, None, 1973-12-11 18:00:00, None
-6.5, None, None, None, 1973-12-11 20:30:00, None
-7.0, None, None, None, 1973-12-11 22:00:00, None
-5.5, None, -7.5, -4.5, 1973-12-12 07:00:00, None
-5.5, None, None, None, 1973-12-12 11:00:00, None
-4.5, None, None, None, 1973-12-12 14:00:00, None
-5.0, None, None, None, 1973-12-12 17:30:00, None
-7.0, None, None, None, 1973-12-13 03:00:00, None
-7.5, None, None, None, 1973-12-13 05:00:00, None
-7.5, None, -7.5, -3.5, 1973-12-13 09:00:00, None
-6.5, None, None, None, 1973-12-13 14:00:00, None
-8.5, None, None, None, 1973-12-13 21:00:00, None
-6.5, None, None, None, 1973-12-14 06:00:00, None
-6.5, None, -7.5, -5.5, 1973-12-14 08:00:00, None
-6.0, None, None, None, 1973-12-15 03:50:00, None
-6.0, None, -6.5, -4.5, 1973-12-15 09:00:00, None
-6.5, None, None, None, 1973-12-15 13:00:00, None
-6.5, None, None, None, 1973-12-15 17:00:00, None
-6.5, None, None, None, 1973-12-15 22:00:00, None
-6.5, None, None, None, 1973-12-16 00:30:00, None
-6.0, None, None, None, 1973-12-16 06:25:00, None
-6.0, None, -6.5, -5.0, 1973-12-16 08:30:00, None
-6.5, None, None, None, 1973-12-16 19:00:00, None
-12.0, None, None, None, 1973-12-16 22:15:00, None
-12.0, None, None, None, 1973-12-17 01:00:00, None
-10.5, None, -12.0, -6.0, 1973-12-17 08:30:00, None
-13.0, None, None, None, 1973-12-18 00:45:00, None
-11.0, None, -12.0, -9.5, 1973-12-18 09:30:00, None
-10.0, None, None, None, 1973-12-18 19:00:00, None
-6.0, None, None, None, 1973-12-19 01:30:00, None
-7.5, None, -12.0, -6.5, 1973-12-19 08:30:00, None
-7.5, None, None, None, 1973-12-19 19:00:00, None
-4.0, None, None, None, 1973-12-20 02:00:00, None
-5.0, None, -10.0, -4.0, 1973-12-20 09:00:00, None
-3.5, None, None, None, 1973-12-20 21:30:00, None
-3.5, None, None, None, 1973-12-21 04:00:00, None
-4.0, None, -5.0, -1.5, 1973-12-21 08:30:00, None
-5.5, None, None, None, 1973-12-21 19:30:00, None
-4.5, None, None, None, 1973-12-22 05:30:00, None
-9.0, None, None, None, 1973-12-22 19:00:00, None
-6.5, None, None, None, 1973-12-24 00:30:00, None
-5.0, None, -12.0, -3.5, 1973-12-24 13:00:00, None
-7.5, None, None, None, 1973-12-24 23:00:00, None
-4.5, None, None, None, 1973-12-25 05:30:00, None
-7.0, None, -10.0, -4.5, 1973-12-25 09:30:00, None
-12.5, None, None, None, 1973-12-27 11:30:00, None
-12.5, None, None, None, 1973-12-27 23:00:00, None
-15.0, None, None, None, 1973-12-28 09:30:00, None
-14.0, None, None, None, 1973-12-28 20:00:00, None
-15.0, None, None, None, 1973-12-29 12:00:00, None
-14.0, None, None, None, 1973-12-30 08:00:00, None
-12.0, None, None, None, 1973-12-31 05:00:00, None
-11.5, None, None, None, 1973-12-31 07:45:00, None
-4.0, None, None, None, 1974-01-01 04:30:00, None
-2.0, None, None, None, 1974-01-01 09:00:00, None
0.5, 10.0, -1.0, 1.0, 1974-11-05 15:00:00, None
-1.5, 5.0, -1.5, -1.0, 1974-11-06 09:00:00, None
-2.0, 10.0, -4.0, -1.5, 1974-11-07 09:00:00, None
-2.5, 20.0, -4.0, -2.5, 1974-11-08 09:00:00, None
-3.5, 25.0, -4.5, -2.0, 1974-11-09 09:00:00, None
-2.0, 20.0, -8.5, -2.0, 1974-11-12 14:30:00, None
-7.0, None, -7.5, None, 1974-11-13 09:00:00, None
-6.5, None, -6.5, None, 1974-11-14 08:30:00, None
-2.5, None, None, None, 1974-11-15 09:00:00, None
-7.5, None, None, None, 1974-11-18 09:00:00, None
-7.5, None, None, None, 1974-11-18 15:00:00, None
-7.0, 15.0, None, None, 1974-11-19 09:00:00, None
-10.0, None, None, None, 1974-11-20 14:00:00, None
-12.5, 3.0, None, None, 1974-11-21 09:00:00, None
-12.0, 10.0, None, None, 1974-11-22 09:00:00, None
-10.0, None, None, None, 1974-11-23 09:30:00, None
-7.5, None, None, None, 1974-11-24 09:00:00, None
-7.5, None, None, None, 1974-11-25 11:15:00, None
-2.5, None, None, 9.0, 1974-11-26 09:30:00, None
-2.0, None, -3.5, -1.0, 1974-11-27 10:30:00, None
-1.0, None, -2.0, -0.5, 1974-11-28 08:10:00, None
-2.0, 38.0, -4.0, None, 1974-11-29 13:30:00, None
None, None, None, -2.0, 1974-11-30 09:00:00, None
-5.0, 1.0, -6.0, -4.0, 1974-12-01 08:30:00, None
-5.0, 23.0, -6.0, -3.5, 1974-12-02 09:00:00, None
-5.0, 5.0, -5.5, -2.0, 1974-12-03 09:10:00, None
-4.0, 3.0, -5.0, 0.5, 1974-12-04 08:30:00, None
-2.5, 10.0, -4.5, -1.0, 1974-12-05 09:00:00, None
-1.0, 10.0, -3.5, 0.0, 1974-12-05 17:50:00, None
-4.0, None, -4.0, -0.5, 1974-12-06 08:00:00, None
-2.0, None, -4.5, -0.5, 1974-12-06 19:00:00, None
-1.5, 46.0, -4.5, -0.5, 1974-12-07 19:00:00, None
-4.5, None, -4.5, -0.5, 1974-12-08 17:00:00, None
-2.5, 8.0, -4.5, -2.0, 1974-12-09 10:00:00, None
-4.0, 3.0, -4.0, -3.5, 1974-12-09 18:00:00, None
-3.5, 5.0, -4.0, -3.5, 1974-12-10 08:30:00, None
-4.0, 3.0, -4.0, -3.5, 1974-12-10 18:00:00, None
-4.5, 8.0, -4.5, -3.5, 1974-12-11 08:30:00, None
-4.5, None, -4.5, -4.5, 1974-12-11 18:00:00, None
-5.5, 1.0, -7.0, -5.0, 1974-12-12 08:30:00, None
-5.5, None, -7.5, -5.5, 1974-12-13 08:30:00, None
-6.5, None, -8.5, -5.5, 1974-12-14 01:00:00, None
-6.5, None, -6.5, -2.5, 1974-12-14 08:30:00, None
-5.5, None, -7.0, -5.0, 1974-12-15 02:00:00, None
-5.5, None, -5.5, -2.5, 1974-12-15 08:00:00, None
-2.5, 25.0, -5.5, -2.5, 1974-12-16 02:00:00, None
-2.5, 8.0, -3.5, -2.0, 1974-12-16 09:30:00, None
-8.5, 5.0, -9.0, -7.5, 1974-12-17 08:30:00, None
-7.5, None, -9.0, -4.5, 1974-12-18 02:00:00, None
-4.5, 10.0, -7.0, -4.5, 1974-12-18 14:00:00, None
-5.5, 13.0, -5.5, -3.5, 1974-12-18 19:00:00, None
-3.5, None, -5.5, -3.5, 1974-12-19 03:30:00, None
-3.5, 5.0, -4.5, -3.5, 1974-12-19 14:00:00, None
-6.5, None, -6.5, -6.5, 1974-12-20 15:00:00, None
-10.0, None, -11.0, -8.5, 1974-12-21 14:00:00, None
-10.5, None, -12.0, -10.0, 1974-12-22 08:00:00, None
-11.0, None, -11.0, -4.5, 1974-12-22 22:30:00, None
-4.5, None, -9.0, -2.0, 1974-12-23 09:00:00, None
-3.5, None, -4.5, -1.0, 1974-12-23 22:30:00, None
-1.5, 13.0, -4.0, None, 1974-12-24 09:00:00, None
-5.5, None, None, None, 1974-12-25 20:00:00, None
-6.5, None, -7.5, None, 1974-12-26 00:30:00, None
None, None, None, -2.0, 1974-12-26 04:30:00, None
-8.5, None, -9.5, -4.0, 1974-12-26 09:30:00, None
-6.5, None, -6.5, -6.5, 1974-12-26 15:00:00, None
-14.5, None, None, None, 1974-12-27 05:30:00, None
-13.5, None, None, -12.5, 1974-12-27 08:20:00, None
-7.0, None, -7.5, -6.5, 1974-12-27 09:00:00, None
-10.0, 3.0, -11.0, None, 1974-12-28 09:00:00, None
-5.5, None, -9.5, -2.0, 1974-12-30 09:30:00, None
-6.5, None, -6.5, -5.5, 1974-12-31 12:45:00, None
-7.0, 3.0, -7.5, -6.5, 1975-01-01 10:00:00, None
-6.5, 3.0, -8.5, -5.5, 1975-01-02 09:00:00, None
-10.0, None, -11.0, -9.0, 1975-01-03 10:30:00, None
-11.0, None, None, -9.0, 1975-01-04 09:00:00, None
-5.0, None, None, None, 1975-11-15 08:30:00, None
-4.0, None, None, None, 1975-11-15 15:30:00, None
-6.0, None, None, None, 1975-11-15 22:00:00, None
-6.0, None, None, None, 1975-11-16 00:30:00, None
-7.0, None, None, None, 1975-11-16 06:30:00, None
-6.0, None, None, None, 1975-11-16 08:30:00, None
-11.0, None, None, None, 1975-11-17 00:45:00, None
-10.0, None, None, None, 1975-11-17 06:30:00, None
-9.0, None, None, None, 1975-11-17 09:30:00, None
-9.0, None, None, None, 1975-11-18 09:30:00, None
-10.0, None, None, None, 1975-11-19 09:00:00, None
-10.0, None, -16.0, None, 1975-11-21 09:30:00, None
-10.0, None, -16.0, -9.0, 1975-11-21 18:00:00, None
-8.0, None, -10.0, -8.0, 1975-11-22 09:00:00, None
-7.0, None, -8.0, -6.0, 1975-11-22 15:00:00, None
-8.0, None, None, None, 1975-11-22 19:00:00, None
-6.0, None, None, None, 1975-11-22 23:30:00, None
-8.0, None, None, None, 1975-11-23 04:30:00, None
-7.0, None, None, None, 1975-11-23 07:30:00, None
-7.0, None, None, None, 1975-11-23 19:15:00, None
-5.0, None, None, None, 1975-11-23 23:30:00, None
-5.0, None, None, None, 1975-11-24 03:00:00, None
-5.0, None, -6.0, -3.0, 1975-11-24 07:30:00, None
-4.0, None, None, None, 1975-11-24 10:45:00, None
-3.0, None, None, None, 1975-11-24 13:00:00, None
-4.0, None, None, None, 1975-11-24 15:00:00, None
-4.0, None, None, None, 1975-11-24 16:30:00, None
-5.0, None, None, None, 1975-11-24 20:00:00, None
-5.0, None, None, None, 1975-11-24 23:30:00, None
-4.0, None, None, None, 1975-11-25 02:00:00, None
-6.0, None, None, None, 1975-11-25 07:00:00, None
-7.0, None, -7.0, -2.0, 1975-11-25 12:30:00, None
-7.0, None, None, None, 1975-11-25 15:00:00, None
-7.0, None, None, None, 1975-11-25 19:00:00, None
-7.0, None, None, None, 1975-11-26 00:30:00, None
-7.0, None, None, None, 1975-11-26 03:00:00, None
-7.0, None, None, None, 1975-11-26 07:00:00, None
-7.0, None, -7.0, -6.0, 1975-11-26 09:00:00, None
-8.0, None, None, None, 1975-11-26 17:00:00, None
-8.0, None, None, None, 1975-11-27 00:45:00, None
-7.0, None, None, None, 1975-11-27 07:15:00, None
-7.0, None, -9.0, -5.0, 1975-11-27 11:00:00, None
-9.0, None, None, None, 1975-11-27 15:00:00, None
-11.0, None, None, None, 1975-11-27 21:00:00, None
-11.0, None, None, None, 1975-11-28 00:30:00, None
-11.0, None, None, None, 1975-11-28 07:00:00, None
-12.0, None, -12.0, -7.0, 1975-11-28 09:00:00, None
-13.0, None, None, None, 1975-11-28 15:00:00, None
-16.0, None, None, None, 1975-11-28 21:00:00, None
-16.0, None, None, None, 1975-11-29 02:45:00, None
-16.0, None, None, None, 1975-11-29 07:00:00, None
-17.0, None, -18.0, -5.0, 1975-11-29 09:30:00, None
-16.0, None, None, None, 1975-11-29 12:00:00, None
-18.0, None, None, None, 1975-11-29 20:00:00, None
-21.0, None, None, None, 1975-11-30 00:30:00, None
-21.0, None, None, None, 1975-11-30 02:30:00, None
-20.0, None, None, None, 1975-11-30 07:00:00, None
-20.0, None, -22.0, -17.0, 1975-11-30 09:00:00, None
-20.0, None, None, None, 1975-11-30 11:30:00, None
-19.0, None, None, None, 1975-11-30 15:00:00, None
-17.0, None, None, None, 1975-11-30 21:00:00, None
-18.0, None, None, None, 1975-12-01 00:30:00, None
-18.0, None, None, None, 1975-12-01 07:00:00, None
-18.0, None, -21.0, -16.0, 1975-12-01 09:00:00, None
-16.0, None, None, None, 1975-12-01 13:30:00, None
-17.0, None, None, None, 1975-12-01 19:00:00, None
-18.0, None, None, None, 1975-12-01 23:30:00, None
-17.0, None, None, None, 1975-12-02 01:00:00, None
-14.0, None, None, None, 1975-12-02 04:00:00, None
-13.0, None, -18.0, -13.0, 1975-12-02 09:00:00, None
-14.0, None, None, None, 1975-12-02 12:00:00, None
-18.0, None, None, None, 1975-12-02 15:00:00, None
-19.0, None, None, None, 1975-12-02 20:00:00, None
-19.0, None, None, None, 1975-12-02 23:00:00, None
-13.0, None, None, None, 1975-12-03 04:00:00, None
-14.0, None, -15.0, -11.0, 1975-12-03 09:00:00, None
-16.0, None, None, None, 1975-12-03 13:00:00, None
-18.0, None, None, None, 1975-12-03 16:30:00, None
-18.0, None, None, None, 1975-12-03 21:30:00, None
-17.0, None, None, None, 1975-12-04 04:00:00, None
-23.0, None, -26.0, -16.0, 1975-12-04 09:00:00, None
-15.0, None, None, None, 1975-12-04 15:30:00, None
-14.0, None, None, None, 1975-12-04 20:00:00, None
-14.0, None, None, None, 1975-12-04 22:00:00, None
-14.0, None, None, None, 1975-12-05 00:00:00, None
-13.0, None, None, None, 1975-12-05 03:00:00, None
-10.0, None, None, None, 1975-12-05 07:00:00, None
-9.0, None, -26.0, -9.0, 1975-12-05 09:00:00, None
-11.0, None, None, None, 1975-12-05 13:30:00, None
-13.0, None, None, None, 1975-12-05 17:00:00, None
-13.0, None, None, None, 1975-12-05 22:30:00, None
-10.0, None, None, None, 1975-12-06 05:00:00, None
-10.0, None, None, None, 1975-12-06 07:00:00, None
-10.0, None, -25.0, -4.0, 1975-12-06 09:00:00, None
-8.0, None, None, None, 1975-12-06 13:00:00, None
-8.0, None, None, None, 1975-12-06 14:00:00, None
-8.0, None, None, None, 1975-12-06 18:00:00, None
-5.0, None, None, None, 1975-12-06 23:00:00, None
-5.0, None, None, None, 1975-12-07 08:00:00, None
-5.0, None, -29.0, -4.0, 1975-12-07 09:00:00, None
-4.0, None, None, None, 1975-12-07 13:30:00, None
-4.0, None, None, None, 1975-12-07 16:00:00, None
-4.0, None, None, None, 1975-12-07 17:00:00, None
-4.0, None, None, None, 1975-12-07 22:30:00, None
-4.0, None, None, None, 1975-12-08 02:00:00, None
-6.0, None, None, None, 1975-12-08 11:00:00, None
-11.0, None, None, None, 1975-12-08 16:30:00, None
-11.0, None, None, None, 1975-12-08 20:30:00, None
-11.0, None, None, None, 1975-12-08 23:30:00, None
-10.0, None, None, None, 1975-12-09 02:30:00, None
-9.0, None, -10.0, -2.0, 1975-12-09 07:00:00, None
-10.0, None, -11.0, -2.0, 1975-12-09 10:00:00, None
-10.0, None, None, None, 1975-12-09 12:00:00, None
-12.0, None, None, None, 1975-12-09 17:00:00, None
-16.0, None, None, None, 1975-12-09 21:30:00, None
-17.0, None, None, None, 1975-12-10 04:00:00, None
-14.0, None, -15.0, -10.0, 1975-12-10 07:00:00, None
-11.0, None, None, None, 1975-12-10 14:00:00, None
-13.0, None, None, None, 1975-12-11 02:00:00, None
-13.0, None, -13.0, -11.0, 1975-12-11 07:00:00, None
-13.0, None, None, None, 1975-12-11 09:00:00, None
-14.0, None, None, None, 1975-12-11 11:00:00, None
-14.0, None, None, None, 1975-12-11 17:00:00, None
-14.0, None, None, None, 1975-12-11 21:30:00, None
-14.0, None, None, None, 1975-12-12 03:00:00, None
-14.0, None, -14.0, -12.0, 1975-12-12 07:00:00, None
-17.0, None, None, None, 1975-12-12 12:30:00, None
-13.0, None, None, None, 1975-12-12 17:00:00, None
-14.0, None, None, None, 1975-12-12 23:30:00, None
-14.0, None, -16.0, -12.0, 1975-12-13 07:00:00, None
-14.0, None, None, None, 1975-12-13 11:30:00, None
-13.0, None, None, None, 1975-12-13 17:00:00, None
-13.0, None, None, None, 1975-12-13 23:15:00, None
-12.0, None, None, None, 1975-12-14 02:15:00, None
-10.0, None, -13.0, -7.0, 1975-12-14 09:00:00, None
-9.0, None, None, None, 1975-12-14 11:30:00, None
-8.0, None, None, None, 1975-12-14 16:30:00, None
-9.0, None, None, None, 1975-12-15 01:00:00, None
-9.0, None, None, None, 1975-12-15 09:00:00, None
-9.0, None, None, None, 1975-12-15 14:30:00, None
-11.0, None, None, None, 1975-12-15 19:00:00, None
-11.0, None, None, None, 1975-12-15 23:15:00, None
-10.0, None, None, None, 1975-12-16 00:30:00, None
-10.0, None, None, None, 1975-12-16 04:30:00, None
-9.0, None, None, None, 1975-12-16 07:00:00, None
-6.0, None, None, None, 1975-12-16 11:00:00, None
-5.0, None, None, None, 1975-12-16 13:30:00, None
-5.0, None, None, None, 1975-12-16 16:30:00, None
-4.0, None, None, None, 1975-12-16 23:30:00, None
-3.5, None, None, None, 1975-12-17 04:00:00, None
-4.0, None, None, None, 1975-12-17 07:00:00, None
-3.0, None, None, None, 1975-12-17 11:30:00, None
-2.0, None, None, None, 1975-12-17 14:00:00, None
-2.0, None, None, None, 1975-12-17 16:30:00, None
-2.0, None, None, None, 1975-12-17 23:15:00, None
-3.0, None, None, None, 1975-12-18 02:15:00, None
-3.0, None, None, None, 1975-12-18 07:00:00, None
-1.0, None, None, None, 1975-12-18 14:00:00, None
-1.0, None, None, None, 1975-12-18 17:00:00, None
-1.0, None, None, None, 1975-12-19 04:00:00, None
0.0, None, None, None, 1975-12-19 07:15:00, None
0.0, None, None, None, 1975-12-19 12:00:00, None
-1.0, None, None, None, 1975-12-19 15:30:00, None
-2.0, None, None, None, 1975-12-19 19:00:00, None
-3.0, None, None, None, 1975-12-20 01:00:00, None
-7.0, None, None, None, 1975-12-20 07:00:00, None
-4.0, None, None, None, 1975-12-20 15:30:00, None
-4.0, None, None, None, 1975-12-20 21:00:00, None
-4.0, None, None, None, 1975-12-21 01:00:00, None
-2.0, None, -6.0, 0.0, 1975-12-21 07:00:00, None
-3.0, None, None, None, 1975-12-21 12:00:00, None
-3.0, None, None, None, 1975-12-21 17:00:00, None
-2.0, None, None, None, 1975-12-22 00:45:00, None
-3.0, None, -3.0, -1.0, 1975-12-22 07:15:00, None
-3.0, None, None, None, 1975-12-22 09:00:00, None
-4.0, None, None, None, 1975-12-22 15:00:00, None
-4.0, None, None, None, 1975-12-23 01:45:00, None
-3.0, None, -4.0, -3.0, 1975-12-23 07:00:00, None
-3.5, None, None, None, 1975-12-23 09:00:00, None
-5.0, None, None, None, 1975-12-23 14:00:00, None
-4.0, None, None, None, 1975-12-23 17:00:00, None
-3.0, None, None, None, 1975-12-24 00:30:00, None
-3.0, None, -3.0, -2.0, 1975-12-24 07:00:00, None
-3.0, None, None, None, 1975-12-24 09:00:00, None
-3.0, None, None, None, 1975-12-24 12:30:00, None
-3.0, None, None, None, 1975-12-24 21:00:00, None
-3.0, None, None, None, 1975-12-24 23:00:00, None
-3.0, None, -3.0, -2.0, 1975-12-25 01:45:00, None
-3.0, None, None, None, 1975-12-25 15:00:00, None
-3.0, None, None, None, 1975-12-25 17:00:00, None
-3.5, None, None, None, 1975-12-25 21:15:00, None
-2.0, None, None, None, 1975-12-26 05:00:00, None
-3.0, None, None, None, 1975-12-26 07:30:00, None
-3.0, None, None, None, 1975-12-26 10:45:00, None
-3.0, None, None, None, 1975-12-26 14:00:00, None
-3.0, None, None, None, 1975-12-26 19:30:00, None
-5.0, None, -5.0, -2.0, 1975-12-27 07:00:00, None
-5.0, None, None, None, 1975-12-27 11:30:00, None
-5.0, None, None, None, 1975-12-27 14:00:00, None
-5.0, None, None, None, 1975-12-27 18:00:00, None
-5.0, None, None, None, 1975-12-27 21:00:00, None
-5.0, None, None, None, 1975-12-28 04:00:00, None
-5.0, None, -5.0, -5.0, 1975-12-28 07:30:00, None
-4.0, None, None, None, 1975-12-28 13:30:00, None
-7.0, None, None, None, 1975-12-28 17:00:00, None
-8.0, None, None, None, 1975-12-28 22:00:00, None
-7.0, None, None, None, 1975-12-29 03:00:00, None
-6.0, None, -7.0, -4.0, 1975-12-29 07:30:00, None
-6.0, None, None, None, 1975-12-29 09:30:00, None
-5.0, None, None, None, 1975-12-29 14:45:00, None
-6.0, None, None, None, 1975-12-29 19:00:00, None
-6.0, None, None, None, 1975-12-29 23:00:00, None
-7.0, None, None, None, 1975-12-30 02:00:00, None
-9.0, None, -9.0, -4.0, 1975-12-30 07:00:00, None
-10.0, None, None, None, 1975-12-30 10:30:00, None
-8.0, None, None, None, 1975-12-30 14:30:00, None
-10.0, None, None, None, 1975-12-30 17:00:00, None
-10.0, None, None, None, 1975-12-30 21:30:00, None
-10.0, None, None, None, 1975-12-31 03:30:00, None
-10.0, None, -11.0, -9.0, 1975-12-31 07:30:00, None
-10.0, None, None, None, 1975-12-31 09:30:00, None
-9.0, None, None, None, 1975-12-31 14:00:00, None
-9.0, None, None, None, 1975-12-31 17:30:00, None
-8.0, None, None, None, 1975-12-31 23:00:00, None
-7.0, None, -10.0, -6.0, 1976-01-01 07:00:00, None
-7.0, None, None, None, 1976-01-01 16:30:00, None
-7.0, None, None, None, 1976-01-01 22:00:00, None
-11.0, None, None, None, 1976-01-02 03:00:00, None
-9.0, None, -11.0, -5.0, 1976-01-02 07:00:00, None
-8.0, None, None, None, 1976-01-02 11:00:00, None
-9.0, None, None, None, 1976-01-02 17:00:00, None
-10.0, None, None, None, 1976-01-02 19:30:00, None
-10.0, None, None, None, 1976-01-03 02:00:00, None
-9.0, None, -10.0, -7.0, 1976-01-03 07:00:00, None
-9.0, None, None, None, 1976-01-03 11:30:00, None
-9.0, None, None, None, 1976-01-03 14:30:00, None
-10.0, None, None, None, 1976-01-03 18:00:00, None
-10.0, None, None, None, 1976-01-04 02:00:00, None
-10.0, None, -10.0, -9.0, 1976-01-04 07:00:00, None
None, None, None, -7.0, 1976-01-04 10:00:00, None
-9.0, None, None, None, 1976-01-04 19:45:00, None
-10.0, None, None, None, 1976-01-04 23:45:00, None
-9.0, None, -10.0, -7.0, 1976-01-05 07:00:00, None
-10.0, None, None, None, 1976-01-05 12:30:00, None
-17.0, None, None, None, 1976-01-05 16:30:00, None
-20.0, None, None, None, 1976-01-05 22:00:00, None
-20.0, None, -22.0, -13.0, 1976-01-06 07:00:00, None
-20.0, None, None, None, 1976-01-06 12:00:00, None
-18.0, None, None, None, 1976-01-06 15:00:00, None
-24.0, None, None, None, 1976-01-06 20:00:00, None
-25.0, None, None, None, 1976-01-06 22:30:00, None
-23.0, None, None, None, 1976-01-07 01:00:00, None
-23.0, None, None, None, 1976-01-07 05:45:00, None
-23.0, None, None, None, 1976-01-07 07:00:00, None
-21.0, None, None, None, 1976-01-07 11:00:00, None
-22.0, None, None, None, 1976-01-07 19:30:00, None
-22.0, None, None, None, 1976-01-08 00:45:00, None
-22.0, None, None, None, 1976-01-08 04:15:00, None
-20.0, None, -22.0, -18.0, 1976-01-08 07:30:00, None
-17.0, None, None, None, 1976-01-08 12:00:00, None
-15.0, None, None, None, 1976-01-08 17:00:00, None
-15.0, None, None, None, 1976-01-08 22:55:00, None
-15.0, None, None, None, 1976-01-09 04:00:00, None
-12.0, None, -20.0, -12.0, 1976-01-09 07:30:00, None
-11.0, None, None, None, 1976-01-09 14:30:00, None
-11.0, None, None, None, 1976-01-09 17:00:00, None
-12.0, None, None, None, 1976-01-09 22:00:00, None
-13.0, None, None, None, 1976-01-10 01:00:00, None
-12.0, None, -15.0, -9.0, 1976-01-10 07:15:00, None
-10.0, None, None, None, 1976-01-10 13:00:00, None
-10.0, None, None, None, 1976-01-10 15:00:00, None
-11.0, None, None, None, 1976-01-10 23:30:00, None
-11.0, None, None, None, 1976-01-11 01:00:00, None
-10.0, None, -13.0, -9.0, 1976-01-11 07:30:00, None
-9.0, None, None, None, 1976-01-11 12:00:00, None
-10.0, None, None, None, 1976-01-11 15:00:00, None
-13.0, None, None, None, 1976-01-11 21:00:00, None
-12.0, None, None, None, 1976-01-12 00:30:00, None
-10.0, None, None, None, 1976-01-12 15:00:00, None
