station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
7.0, None, None, None, 5.0, None, 10.0, 1980-04-21 07:00:00, None, 0.0
13.0, None, None, None, 7.0, None, 14.0, 1980-04-21 16:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 13.0, 1980-04-22 07:00:00, None, 0.0
20.0, None, None, None, 6.0, None, 20.0, 1980-04-22 16:00:00, None, 0.0
9.0, None, None, None, 7.0, None, 20.0, 1980-04-23 07:00:00, None, 0.0
19.0, None, None, None, 9.0, None, 21.0, 1980-04-23 16:00:00, None, 0.0
8.5, None, None, None, 8.0, None, 20.0, 1980-04-24 07:00:00, None, 0.0
11.0, None, None, None, 8.0, None, 11.0, 1980-04-24 16:00:00, None, 0.0
10.0, None, None, None, 7.0, None, 21.0, 1980-04-28 07:00:00, None, 0.0
22.0, None, None, None, 10.0, None, 22.0, 1980-04-28 16:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 12.0, 1980-11-03 07:00:00, None, 0.0
9.0, None, None, None, 4.0, None, 10.0, 1980-11-03 15:45:00, None, 0.0
7.0, None, None, None, 6.0, None, 9.0, 1980-11-04 07:00:00, None, 0.0
9.0, None, None, None, 7.0, None, 10.0, 1980-11-04 16:00:00, None, 0.0
7.0, None, None, None, 6.0, None, 10.0, 1980-11-05 07:10:00, None, 0.0
9.0, None, None, None, 6.0, None, 11.0, 1980-11-05 16:00:00, None, 0.0
7.0, None, None, None, 7.0, None, 9.0, 1980-11-06 07:15:00, None, 0.0
10.0, None, None, None, 7.0, None, 11.0, 1980-11-06 16:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 10.0, 1980-11-10 07:15:00, None, 0.0
4.0, None, None, None, 4.0, None, 7.0, 1980-11-10 15:45:00, None, 0.0
-2.0, None, None, None, -2.0, None, 5.0, 1980-11-12 07:00:00, None, 0.0
0.0, None, None, None, -2.0, None, 4.0, 1980-11-12 16:00:00, None, 0.0
-1.0, None, None, None, -1.0, None, 1.0, 1980-11-13 07:10:00, None, 0.0
0.0, None, None, None, -1.0, None, 4.0, 1980-11-13 16:10:00, None, 0.0
0.0, None, None, None, 0.0, None, 1.0, 1980-11-17 07:00:00, None, 0.0
1.0, None, 1.0, 1.0, 0.0, None, 2.0, 1980-11-17 16:00:00, None, 1.0
3.0, None, None, None, 1.0, None, 3.0, 1980-11-18 07:10:00, None, 0.0
4.0, None, None, None, 3.0, None, 5.0, 1980-11-18 16:10:00, None, 0.0
4.0, None, None, None, 4.0, None, 5.0, 1980-11-19 07:00:00, None, 0.0
5.0, None, None, None, 4.0, None, 9.0, 1980-11-19 16:30:00, None, 0.0
1.0, None, None, None, 0.0, None, 5.0, 1980-11-20 07:00:00, None, 0.0
3.0, None, None, None, 1.0, None, 3.0, 1980-11-20 16:00:00, None, 0.0
5.0, None, None, None, 2.0, None, 5.0, 1980-11-21 07:00:00, None, 0.0
6.0, None, None, None, 5.0, None, 6.0, 1980-11-21 16:00:00, None, 0.0
0.0, None, None, None, 0.0, None, 5.0, 1980-11-22 07:00:00, None, 0.0
0.0, None, None, None, 0.0, None, 4.0, 1980-11-22 16:00:00, None, 0.0
-5.0, None, None, None, -6.0, None, -4.0, 1980-11-23 07:00:00, None, 0.0
-2.0, None, None, None, -6.0, None, 0.0, 1980-11-23 16:00:00, None, 0.0
-6.0, None, None, None, -6.0, None, 0.0, 1980-11-24 07:00:00, None, 0.0
-1.0, None, None, None, -6.0, None, 1.0, 1980-11-24 16:00:00, None, 0.0
-3.0, None, 4.0, 4.0, -3.0, None, -1.0, 1980-11-25 07:00:00, None, 4.0
0.0, None, 8.0, 4.0, -3.0, None, 0.0, 1980-11-25 16:00:00, None, 8.0
-1.0, None, None, None, -1.0, None, 1.0, 1980-11-26 07:00:00, None, 8.0
-1.0, None, None, None, -1.0, None, 1.0, 1980-11-26 16:00:00, None, 7.0
0.0, None, 2.0, 2.0, -1.0, None, 1.0, 1980-11-27 07:00:00, None, 9.0
2.0, None, None, None, -1.0, None, 3.0, 1980-11-27 16:00:00, None, 5.0
-1.0, None, None, None, -1.0, None, 2.0, 1980-11-28 07:00:00, None, 5.0
0.0, None, 16.0, 16.0, 0.0, None, 2.0, 1980-11-29 07:00:00, None, 25.0
2.0, None, 16.0, None, 2.0, None, 4.0, 1980-11-29 16:00:00, None, 16.0
2.0, None, None, None, 1.0, None, 3.0, 1980-11-30 07:00:00, None, 15.0
2.0, None, None, None, 2.0, None, 3.0, 1980-11-30 16:00:00, None, 5.0
1.0, None, None, None, 0.0, None, 1.0, 1980-12-01 07:00:00, None, 5.0
-1.0, None, 3.0, 3.0, -1.0, None, 2.0, 1980-12-01 16:00:00, None, 8.0
0.0, None, 12.0, 9.0, -1.0, None, 3.0, 1980-12-02 07:00:00, None, 20.0
-1.0, None, 16.0, 7.0, -1.0, None, 0.0, 1980-12-02 16:00:00, None, 27.0
0.0, None, 19.0, 9.0, -1.0, None, 0.0, 1980-12-03 07:00:00, None, 30.0
-1.0, None, 28.0, 10.0, -1.0, None, 0.0, 1980-12-03 16:00:00, None, 39.0
-2.0, None, 59.0, 43.0, -2.0, None, -1.0, 1980-12-04 07:00:00, None, 70.0
-4.0, None, 63.0, 4.0, -4.0, None, -2.0, 1980-12-04 16:00:00, None, 74.0
-6.0, None, 6.0, 6.0, -6.0, None, -6.0, 1980-12-05 07:00:00, None, 76.0
-7.0, None, 4.0, 4.0, -7.0, None, -4.0, 1980-12-05 16:00:00, None, 76.0
-8.0, None, 4.0, 1.0, -8.0, None, -7.0, 1980-12-06 07:00:00, None, 66.0
-10.0, None, None, None, -10.0, None, -7.0, 1980-12-06 16:00:00, None, 66.0
-13.0, None, None, None, -13.0, None, -10.0, 1980-12-07 07:00:00, None, 56.0
-10.0, None, None, None, -14.0, None, -9.0, 1980-12-07 16:00:00, None, 66.0
-7.0, None, 1.0, 1.0, -10.5, None, -7.0, 1980-12-08 07:00:00, None, 55.0
-6.0, None, 3.0, 2.0, -10.0, None, -5.0, 1980-12-08 16:00:00, None, 56.0
-6.0, None, None, None, -7.0, None, -5.5, 1980-12-09 07:00:00, None, 52.0
-5.0, None, None, None, -6.0, None, -4.0, 1980-12-09 16:00:00, None, 52.0
-3.0, None, 16.0, 16.0, -5.0, None, -2.5, 1980-12-10 07:00:00, None, 65.0
-1.0, None, 34.0, 18.0, -1.0, None, 0.0, 1980-12-10 16:00:00, None, 83.0
1.0, None, 34.0, 5.0, -1.0, None, 1.0, 1980-12-11 07:00:00, None, 76.0
2.5, None, None, None, 1.0, None, 5.0, 1980-12-11 16:00:00, None, 65.0
1.0, None, None, None, 0.0, None, 5.0, 1980-12-12 04:00:00, None, 58.0
0.5, None, None, None, 0.0, None, 5.0, 1980-12-12 07:00:00, None, 64.0
-1.0, None, None, None, -2.0, None, 3.0, 1980-12-13 07:00:00, None, 58.0
1.0, None, None, None, -2.0, None, 3.0, 1980-12-13 16:00:00, None, 55.0
1.0, None, None, None, -1.0, None, 1.0, 1980-12-14 07:00:00, None, 53.0
1.0, None, 4.0, 4.0, 1.0, None, 1.0, 1980-12-14 16:00:00, None, 53.0
2.0, None, None, None, 0.0, None, 3.0, 1980-12-15 07:15:00, None, 52.0
2.0, None, None, None, 2.0, None, 5.0, 1980-12-15 16:00:00, None, 48.0
4.0, None, None, None, 1.0, None, 4.0, 1980-12-16 07:30:00, None, 42.0
3.0, None, None, None, 3.0, None, 5.0, 1980-12-16 16:00:00, None, 40.0
2.0, None, None, None, 1.0, None, 5.0, 1980-12-17 07:00:00, None, 35.0
2.0, None, None, None, 1.0, None, 3.0, 1980-12-17 16:00:00, None, 32.0
0.0, None, None, None, -1.0, None, 3.0, 1980-12-18 07:00:00, None, 32.0
0.0, None, None, None, -1.0, None, 1.0, 1980-12-18 16:00:00, None, 32.0
-2.5, None, None, None, -2.5, None, 2.0, 1980-12-19 07:00:00, None, 32.0
-2.0, None, None, None, -3.0, None, -1.0, 1980-12-19 16:00:00, None, 32.0
-3.0, None, 2.0, 2.0, -3.0, None, -2.0, 1980-12-20 07:00:00, None, 32.0
-2.0, None, 4.0, 2.0, -3.0, None, -1.0, 1980-12-20 16:00:00, None, 32.0
-2.0, None, 10.0, 10.0, -2.0, None, -2.0, 1980-12-21 07:00:00, None, 35.0
-1.0, None, 15.0, 2.0, -2.0, None, None, 1980-12-21 16:00:00, None, 44.0
0.0, None, 21.0, 7.0, -1.0, None, 0.0, 1980-12-22 07:15:00, None, 48.0
2.0, None, None, None, 0.0, None, 2.0, 1980-12-22 16:00:00, None, 46.0
1.0, None, None, None, 1.0, None, 3.0, 1980-12-24 07:00:00, None, 31.0
3.0, None, None, None, 0.0, None, 3.0, 1980-12-24 15:30:00, None, 30.0
10.0, None, None, None, 1.5, None, 10.0, 1980-12-27 07:00:00, None, 13.0
10.0, None, None, None, 1.5, None, 10.0, 1980-12-27 16:00:00, None, 10.0
4.0, None, None, None, 3.0, None, 10.0, 1980-12-28 07:00:00, None, 10.0
3.0, None, None, None, 3.0, None, 7.0, 1980-12-28 16:00:00, None, 10.0
2.0, None, None, None, 2.0, None, 5.0, 1980-12-29 07:00:00, None, 10.0
3.0, None, None, None, 3.0, None, 3.0, 1980-12-29 16:00:00, None, 70.0
2.0, None, None, None, 2.0, None, 4.0, 1980-12-30 07:00:00, None, 5.0
3.0, None, None, None, 2.0, None, 4.0, 1980-12-30 16:00:00, None, 5.0
2.0, None, None, None, 1.5, None, 4.0, 1980-12-31 07:10:00, None, 5.0
3.0, None, None, None, 2.0, None, 6.0, 1980-12-31 15:00:00, None, 0.0
-2.0, None, None, None, -3.0, None, 4.0, 1981-01-02 07:00:00, None, 0.0
-2.0, None, None, None, -4.0, None, -2.0, 1981-01-02 16:00:00, None, 0.0
-1.0, None, None, None, -3.0, None, None, 1981-01-03 07:00:00, None, 0.0
-1.0, None, None, None, -9.0, None, -0.5, 1981-01-03 16:00:00, None, 0.0
-2.0, None, None, None, -2.0, None, -0.5, 1981-01-04 07:00:00, None, 0.0
2.0, None, None, None, -2.0, None, 2.0, 1981-01-04 16:00:00, None, 0.0
-2.5, None, None, None, -2.5, None, 2.5, 1981-01-05 07:00:00, None, 0.0
0.0, None, None, None, -2.5, None, 0.0, 1981-01-05 16:00:00, None, 0.0
-1.0, None, None, None, None, None, 1.0, 1981-01-06 07:00:00, None, 0.0
0.0, None, 1.0, 1.0, -1.0, None, 2.0, 1981-01-06 16:00:00, None, 1.0
-1.0, None, None, None, -1.0, None, 2.0, 1981-01-07 07:00:00, None, 0.0
1.0, None, None, None, 0.0, None, 2.0, 1981-01-07 16:00:00, None, 0.0
0.0, None, None, None, -0.5, None, 1.0, 1981-01-08 07:00:00, None, 0.0
1.0, None, None, None, 0.0, None, 2.0, 1981-01-08 16:00:00, None, 0.0
1.0, None, 2.0, 2.0, 1.0, None, 2.0, 1981-01-09 07:00:00, None, 2.0
3.0, None, None, None, 1.0, None, 3.5, 1981-01-09 16:00:00, None, 0.0
3.0, None, None, None, 1.0, None, 5.0, 1981-01-10 07:00:00, None, 0.0
3.0, None, None, None, 3.0, None, 3.0, 1981-01-10 16:00:00, None, 0.0
-5.0, None, None, None, -5.0, None, 3.0, 1981-01-11 07:00:00, None, 0.0
-2.0, None, None, None, -5.0, None, 1.0, 1981-01-11 16:00:00, None, 0.0
-3.0, None, None, None, -5.0, None, -1.0, 1981-01-12 07:00:00, None, 0.0
-2.0, None, None, None, -3.0, None, 0.0, 1981-01-12 16:00:00, None, 0.0
-4.0, None, None, None, -5.0, None, -2.0, 1981-01-13 07:00:00, None, 0.0
-2.0, None, None, None, -4.0, None, -2.0, 1981-01-13 16:00:00, None, 0.0
-5.0, None, None, None, -5.0, None, -2.0, 1981-01-14 07:00:00, None, 0.0
-2.0, None, None, None, -5.0, None, -1.0, 1981-01-14 16:00:00, None, 0.0
-4.0, None, None, None, -4.0, None, 0.0, 1981-01-15 07:00:00, None, 0.0
-3.0, None, None, None, -5.0, None, -2.0, 1981-01-15 16:00:00, None, 0.0
-4.0, None, None, None, -4.0, None, -2.5, 1981-01-16 07:00:00, None, 0.0
-4.0, None, None, None, -4.0, None, -3.0, 1981-01-16 16:00:00, None, 0.0
-5.0, None, None, None, -5.0, None, 0.0, 1981-01-17 07:00:00, None, 0.0
-1.0, None, None, None, -6.0, None, -1.0, 1981-01-17 16:00:00, None, 0.0
-1.0, None, None, None, -1.0, None, -1.0, 1981-01-18 07:00:00, None, 0.0
2.0, None, None, None, -1.0, None, 2.0, 1981-01-18 16:00:00, None, 0.0
2.0, None, None, None, 0.0, None, 3.0, 1981-01-19 07:10:00, None, 0.0
2.0, None, None, None, 2.0, None, 4.0, 1981-01-19 16:15:00, None, 0.0
1.0, None, None, None, 0.0, None, 2.0, 1981-01-20 07:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 2.0, 1981-01-20 16:00:00, None, 0.0
0.0, None, None, None, 0.0, None, 2.0, 1981-01-21 07:00:00, None, 0.0
3.0, None, None, None, 0.0, None, 3.0, 1981-01-21 16:00:00, None, 0.0
3.0, None, None, None, 2.0, None, 3.0, 1981-01-22 07:00:00, None, 0.0
5.0, None, None, None, 3.0, None, 5.0, 1981-01-22 16:00:00, None, 0.0
5.0, None, None, None, 4.0, None, 5.0, 1981-01-23 07:00:00, None, 0.0
5.0, None, None, None, 5.0, None, 6.0, 1981-01-23 16:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 6.0, 1981-01-24 07:00:00, None, 0.0
5.0, None, None, None, 4.0, None, 5.0, 1981-01-24 16:00:00, None, 0.0
2.0, None, None, None, 2.0, None, 5.0, 1981-01-25 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 4.0, 1981-01-25 16:00:00, None, 0.0
1.0, None, None, None, -1.0, None, 4.0, 1981-01-26 07:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 2.0, 1981-01-26 16:15:00, None, 0.0
1.0, None, 3.0, 3.0, -1.0, None, 2.0, 1981-01-27 07:00:00, None, 3.0
2.0, None, None, None, 1.0, None, 3.0, 1981-01-27 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 2.0, 1981-01-28 07:00:00, None, 0.0
1.0, None, 4.0, 4.0, -1.0, None, 1.0, 1981-01-28 16:00:00, None, 4.0
0.0, None, 2.0, 2.0, -1.0, None, 1.0, 1981-01-29 07:00:00, None, 8.0
1.0, None, 2.0, None, 0.0, None, 2.0, 1981-01-29 16:00:00, None, 8.0
-1.0, None, None, None, -1.0, None, 1.0, 1981-01-30 06:00:00, None, 8.0
4.0, None, None, None, -1.0, None, 5.0, 1981-01-30 16:00:00, None, 8.0
-4.0, None, None, None, -4.0, None, 4.0, 1981-01-31 07:00:00, None, 0.0
2.0, None, None, None, -4.0, None, 7.0, 1981-01-31 16:00:00, None, 0.0
-4.0, None, None, None, -4.0, None, 3.0, 1981-02-01 07:00:00, None, 0.0
-1.0, None, None, None, -5.0, None, 2.0, 1981-02-01 16:00:00, None, 0.0
-4.0, None, None, None, -5.0, None, 0.0, 1981-02-02 07:00:00, None, 0.0
-1.0, None, None, None, -4.0, None, 2.0, 1981-02-02 16:00:00, None, 0.0
-5.0, None, None, None, -5.0, None, -1.0, 1981-02-03 07:00:00, None, 0.0
-2.0, None, None, None, -6.0, None, 1.0, 1981-02-03 16:00:00, None, 0.0
-7.0, None, None, None, -7.0, None, -1.0, 1981-02-04 07:00:00, None, 0.0
-1.0, None, None, None, -7.0, None, 1.0, 1981-02-04 16:00:00, None, 0.0
-7.0, None, None, None, -8.0, None, -1.0, 1981-02-05 07:00:00, None, 0.0
-3.0, None, None, None, -9.0, None, 0.0, 1981-02-05 16:00:00, None, 0.0
-6.0, None, None, None, -8.0, None, -3.0, 1981-02-06 07:00:00, None, 0.0
-1.0, None, None, None, -6.0, None, 0.0, 1981-02-06 16:00:00, None, 0.0
-4.0, None, None, None, -4.0, None, 0.0, 1981-02-07 07:00:00, None, 0.0
-1.0, None, None, None, -4.0, None, -1.0, 1981-02-07 16:00:00, None, 0.0
-6.0, None, 1.0, 1.0, -6.0, None, 1.0, 1981-02-08 07:00:00, None, 1.0
0.0, None, None, None, -7.0, None, 1.0, 1981-02-08 16:00:00, None, 0.0
-5.0, None, 3.0, 3.0, -5.0, None, 0.0, 1981-02-09 07:00:00, None, 4.0
-6.0, None, 3.0, None, -6.0, None, 0.0, 1981-02-09 16:00:00, None, 4.0
-16.0, None, None, None, -16.0, None, -6.0, 1981-02-10 07:00:00, None, 4.0
-9.0, None, None, None, -16.0, None, -8.0, 1981-02-10 16:00:00, None, 4.0
-9.0, None, None, None, -11.0, None, -9.0, 1981-02-11 07:00:00, None, 3.0
-5.0, None, None, None, -9.0, None, -3.0, 1981-02-11 16:00:00, None, 2.0
-6.0, None, 2.0, 2.0, -8.0, None, -5.0, 1981-02-12 07:00:00, None, 4.0
-5.0, None, 3.0, 1.0, -6.0, None, -4.0, 1981-02-12 16:00:00, None, 5.0
-2.0, None, 7.0, 5.0, -5.0, None, -2.0, 1981-02-13 07:00:00, None, 8.0
-1.0, None, 10.0, 6.0, -3.0, None, -1.0, 1981-02-13 16:00:00, None, 14.0
3.0, None, 8.0, 2.0, -2.0, None, 3.0, 1981-02-14 07:00:00, None, 14.0
4.0, None, None, None, 3.0, None, 4.0, 1981-02-14 16:00:00, None, 12.0
5.0, None, None, None, 3.0, None, 5.0, 1981-02-15 07:00:00, None, 5.0
5.0, None, None, None, 5.0, None, 5.0, 1981-02-15 16:00:00, None, 5.0
5.0, None, None, None, 5.0, None, 5.0, 1981-02-16 07:00:00, None, 0.0
5.0, None, None, None, 5.0, None, 5.0, 1981-02-16 16:00:00, None, 0.0
6.0, None, None, None, 5.0, None, 6.0, 1981-02-17 07:00:00, None, 0.0
5.0, None, None, None, 5.0, None, 7.0, 1981-02-17 16:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 6.0, 1981-02-18 07:00:00, None, 0.0
7.0, None, None, None, 4.0, None, 8.0, 1981-02-18 16:00:00, None, 0.0
3.0, None, None, None, 3.0, None, 7.0, 1981-02-19 07:00:00, None, 0.0
5.0, None, None, None, 3.0, None, 7.0, 1981-02-19 16:00:00, None, 0.0
-1.0, None, None, None, -1.0, None, 5.0, 1981-02-20 07:00:00, None, 0.0
5.0, None, None, None, 0.0, None, 14.0, 1981-02-20 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 6.0, 1981-02-21 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 4.0, 1981-02-21 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 5.0, 1981-02-22 07:00:00, None, 0.0
6.0, None, None, None, 2.0, None, 6.0, 1981-02-22 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 6.0, 1981-02-23 07:00:00, None, 0.0
5.0, None, None, None, 0.0, None, 6.0, 1981-02-23 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 5.0, 1981-02-24 07:00:00, None, 0.0
6.0, None, None, None, 1.0, None, 6.0, 1981-02-24 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 6.0, 1981-02-25 07:00:00, None, 0.0
5.0, None, None, None, 2.0, None, 5.0, 1981-02-25 16:00:00, None, 0.0
0.0, None, None, None, -2.0, None, 6.0, 1981-02-26 07:00:00, None, 0.0
5.0, None, None, None, -1.0, None, 7.0, 1981-02-26 16:30:00, None, 0.0
1.0, None, None, None, -1.0, None, 5.0, 1981-02-27 07:00:00, None, 0.0
4.0, None, None, None, -1.0, None, 6.0, 1981-02-27 16:00:00, None, 0.0
0.0, None, None, None, -5.0, None, 4.0, 1981-02-28 07:00:00, None, 0.0
7.0, None, None, None, 0.0, None, 7.0, 1981-02-28 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 7.0, 1981-03-01 07:00:00, None, 0.0
8.0, None, None, None, -1.0, None, 8.0, 1981-03-01 16:00:00, None, 0.0
-1.0, None, None, None, -3.0, None, 8.0, 1981-03-02 07:00:00, None, 0.0
6.0, None, None, None, -3.0, None, 6.0, 1981-03-02 16:00:00, None, 0.0
0.0, None, None, None, -2.0, None, 6.0, 1981-03-03 07:00:00, None, 0.0
4.0, None, None, None, 0.0, None, 4.0, 1981-03-03 16:00:00, None, 0.0
2.0, None, None, None, 2.0, None, 4.0, 1981-03-04 07:00:00, None, 0.0
6.0, None, None, None, 2.0, None, 6.0, 1981-03-04 16:00:00, None, 0.0
2.0, None, None, None, 2.0, None, 6.0, 1981-03-05 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 4.0, 1981-03-05 16:00:00, None, 0.0
-3.0, None, None, None, -3.0, None, 4.0, 1981-03-06 07:00:00, None, 0.0
4.0, None, None, None, -3.0, None, 5.0, 1981-03-06 16:00:00, None, 0.0
-5.0, None, None, None, -5.0, None, 4.0, 1981-03-07 07:00:00, None, 0.0
6.0, None, None, None, -5.0, None, 6.0, 1981-03-07 16:00:00, None, 0.0
5.0, None, None, None, 2.0, None, 6.0, 1981-03-08 07:00:00, None, 0.0
-1.0, None, None, None, -1.0, None, 8.0, 1981-03-09 07:00:00, None, 0.0
9.0, None, None, None, -1.0, None, 9.0, 1981-03-09 16:00:00, None, 0.0
-2.0, None, None, None, -2.0, None, 9.0, 1981-03-10 07:00:00, None, 0.0
10.0, None, None, None, -2.0, None, 10.0, 1981-03-10 16:00:00, None, 0.0
-1.0, None, None, None, -1.0, None, 10.0, 1981-03-11 07:00:00, None, 0.0
11.0, None, None, None, -2.0, None, 11.0, 1981-03-11 16:01:00, None, 0.0
-2.0, None, None, None, -2.0, None, 11.0, 1981-03-12 07:00:00, None, 0.0
10.0, None, None, None, -2.0, None, 11.0, 1981-03-12 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 10.0, 1981-03-13 07:00:00, None, 0.0
12.0, None, None, None, 0.0, None, 12.0, 1981-03-13 16:00:00, None, 0.0
5.0, None, None, None, 4.0, None, 12.0, 1981-03-16 07:00:00, None, 0.0
8.0, None, None, None, 5.0, None, 9.0, 1981-03-16 15:55:00, None, 0.0
6.0, None, None, None, 6.0, None, 8.0, 1981-03-17 07:00:00, None, 0.0
9.0, None, None, None, 6.0, None, 12.0, 1981-03-17 16:00:00, None, 0.0
1.0, None, None, None, -1.0, None, 10.0, 1981-03-18 07:00:00, None, 0.0
9.0, None, None, None, 1.0, None, 11.0, 1981-03-18 16:00:00, None, 0.0
-1.0, None, None, None, -2.0, None, 10.0, 1981-03-19 07:00:00, None, 0.0
11.0, None, None, None, -1.0, None, 11.0, 1981-03-19 16:05:00, None, 0.0
2.0, None, None, None, -2.0, None, 8.0, 1981-03-23 07:00:00, None, 0.0
9.0, None, None, None, 2.0, None, 9.0, 1981-03-23 15:55:00, None, 0.0
2.0, None, None, None, 0.0, None, 9.0, 1981-03-24 07:10:00, None, 0.0
10.0, None, None, None, 2.0, None, 10.0, 1981-03-24 16:00:00, None, 0.0
3.0, None, None, None, 2.0, None, 10.0, 1981-03-25 07:10:00, None, 0.0
5.0, None, None, None, 2.0, None, 5.0, 1981-03-25 16:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 5.0, 1981-03-26 07:00:00, None, 0.0
11.0, None, None, None, 4.0, None, 12.0, 1981-03-26 16:00:00, None, 0.0
4.0, None, None, None, 0.0, None, 10.0, 1981-03-30 07:15:00, None, 0.0
9.0, None, None, None, 4.0, None, 10.0, 1981-03-30 16:00:00, None, 0.0
5.0, None, None, None, 5.0, None, 9.0, 1981-03-31 07:00:00, None, 0.0
6.0, None, None, None, 5.0, None, 7.0, 1981-03-31 16:15:00, None, 0.0
3.0, None, None, None, 2.0, None, 6.0, 1981-04-01 07:00:00, None, 0.0
6.0, None, None, None, 3.0, None, 9.0, 1981-04-01 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 6.0, 1981-04-02 07:00:00, None, 0.0
7.0, None, None, None, 2.0, None, 8.0, 1981-04-02 16:00:00, None, 0.0
2.0, None, None, None, -2.0, None, 5.0, 1981-04-06 06:45:00, None, 0.0
6.0, None, None, None, 2.0, None, 7.0, 1981-04-06 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 6.0, 1981-04-07 07:00:00, None, 0.0
7.0, None, None, None, 0.0, None, 9.0, 1981-04-07 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 7.0, 1981-04-08 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 6.0, 1981-04-08 16:00:00, None, 0.0
2.0, None, None, None, 1.0, None, 4.0, 1981-04-09 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 7.0, 1981-04-09 16:00:00, None, 0.0
5.0, None, None, None, 4.0, None, 6.0, 1981-11-02 07:00:00, None, 0.0
6.0, None, None, None, 5.0, None, 8.0, 1981-11-02 18:00:00, None, 0.0
5.0, None, None, None, 5.0, None, 6.0, 1981-11-03 07:00:00, None, 0.0
7.0, None, None, None, 5.0, None, 7.0, 1981-11-03 16:05:00, None, 0.0
3.0, None, None, None, 1.5, None, 7.0, 1981-11-04 07:00:00, None, 0.0
6.0, None, None, None, 2.0, None, 10.0, 1981-11-04 16:00:00, None, 0.0
0.0, None, None, None, -1.0, None, 6.0, 1981-11-05 07:00:00, None, 0.0
3.0, None, None, None, -1.0, None, 8.0, 1981-11-05 16:00:00, None, 0.0
1.0, None, None, None, 0.0, None, 7.0, 1981-11-09 07:00:00, None, 0.0
4.0, None, None, None, -1.0, None, 8.0, 1981-11-09 16:00:00, None, 0.0
2.0, None, None, None, -2.0, None, 4.5, 1981-11-10 07:00:00, None, 0.0
4.0, None, None, None, 2.0, None, 4.0, 1981-11-10 16:00:00, None, 0.0
8.0, None, None, None, 3.5, None, 8.0, 1981-11-12 07:00:00, None, 0.0
9.0, None, None, None, 8.0, None, 11.5, 1981-11-12 16:00:00, None, 0.0
5.0, None, None, None, 3.0, None, 9.0, 1981-11-16 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 7.0, 1981-11-16 15:30:00, None, 0.0
6.0, None, None, None, 5.0, None, 6.0, 1981-11-17 07:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 6.0, 1981-11-17 15:00:00, None, 0.0
6.0, None, None, None, 5.0, None, 6.0, 1981-11-18 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 6.0, 1981-11-18 15:30:00, None, 0.0
4.0, None, None, None, 4.0, None, 6.0, 1981-11-19 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 7.0, 1981-11-19 15:30:00, None, 0.0
4.0, None, None, None, 3.0, None, 6.0, 1981-11-20 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 7.0, 1981-11-20 15:30:00, None, 0.0
4.0, None, None, None, 3.0, None, 7.0, 1981-11-21 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 7.0, 1981-11-21 14:10:00, None, 0.0
5.0, None, None, None, 4.0, None, 7.0, 1981-11-22 07:00:00, None, 0.0
6.0, None, None, None, 4.0, None, 8.0, 1981-11-22 15:00:00, None, 0.0
4.0, None, None, None, 4.0, None, 7.0, 1981-11-23 07:00:00, None, 0.0
4.0, None, None, None, 3.0, None, 5.0, 1981-11-23 15:00:00, None, 0.0
2.0, None, None, None, 2.0, None, 5.0, 1981-11-24 07:00:00, None, 0.0
3.0, None, None, None, 1.0, None, 5.0, 1981-11-24 15:00:00, None, 0.0
-1.0, None, None, None, -2.0, None, 3.0, 1981-11-25 07:00:00, None, 0.0
2.0, None, None, None, -2.0, None, 2.0, 1981-11-25 15:00:00, None, 0.0
