station_observations
CURRENT_AIR_TEMPERATURE1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, HEIGHT_OF_SNOW
-10.0, None, 6.0, -11.0, None, -7.0, 1978-11-01 08:00:00, 6.0
None, None, 5.0, None, None, None, 1978-11-10 08:00:00, 5.0
None, None, 5.0, None, None, None, 1978-11-15 08:00:00, 5.0
None, None, 14.0, None, None, None, 1978-11-28 07:00:00, 14.0
None, None, 5.0, None, None, None, 1978-11-30 15:00:00, 25.0
None, None, 8.0, None, None, None, 1978-12-01 08:00:00, 30.0
None, None, 3.0, None, None, None, 1978-12-02 07:00:00, 31.0
-10.0, None, 3.0, -12.0, None, -10.0, 1978-12-09 08:00:00, 34.0
-10.0, None, 6.0, -13.0, None, -10.0, 1978-12-09 15:00:00, 39.0
-7.0, None, 4.0, -10.0, None, -7.0, 1978-12-10 15:00:00, 45.0
-3.0, None, 6.0, -8.0, None, 6.0, 1978-12-11 08:00:00, 45.0
-2.0, None, 3.0, -3.0, None, 8.0, 1978-12-11 15:00:00, 48.0
-9.0, None, None, -9.0, None, -2.0, 1978-12-12 08:00:00, 51.0
-8.0, None, None, -11.0, None, -6.0, 1978-12-12 15:00:00, 51.0
-19.0, None, None, -19.0, None, -4.0, 1978-12-13 07:00:00, 51.0
0.0, None, None, -19.0, None, 0.0, 1978-12-13 15:00:00, 51.0
-13.0, None, None, -13.0, None, 0.0, 1978-12-14 07:00:00, 51.0
-5.0, None, None, -13.0, None, -4.0, 1978-12-14 15:00:00, 51.0
None, None, None, None, None, -5.0, 1978-12-15 08:00:00, 51.0
-6.0, None, None, -8.0, None, -5.0, 1978-12-15 15:00:00, 50.0
-14.0, None, None, -16.0, None, -4.0, 1978-12-16 08:00:00, 50.0
-5.0, None, None, -16.0, None, -2.0, 1978-12-16 15:00:00, 50.0
-8.0, None, None, -17.0, None, -5.0, 1978-12-17 08:00:00, 50.0
None, None, None, -12.0, None, -5.0, 1978-12-17 14:00:00, 50.0
-8.0, None, 3.0, None, None, -1.0, 1978-12-18 08:00:00, 53.0
-6.0, None, None, -12.0, None, -5.0, 1978-12-18 15:00:00, 52.0
-7.0, None, None, -8.0, None, -2.0, 1978-12-19 08:00:00, 52.0
-4.0, None, None, -7.0, None, -2.0, 1978-12-19 15:00:00, 51.0
-6.0, None, 1.0, -8.0, None, -4.0, 1978-12-20 08:00:00, 52.0
-7.0, None, None, -8.0, None, -6.0, 1978-12-20 15:00:00, 52.0
-8.0, None, 4.0, -10.0, None, -6.0, 1978-12-21 08:00:00, 45.0
-3.0, None, None, -8.0, None, -3.0, 1978-12-21 14:30:00, 45.0
-2.0, None, 4.0, -8.0, None, -2.0, 1978-12-22 08:00:00, 47.0
-6.0, None, 1.0, -11.0, None, -1.0, 1978-12-23 08:00:00, 47.0
-4.0, None, 6.0, -14.0, None, -2.0, 1978-12-23 15:00:00, 49.0
-5.0, None, 11.0, -6.0, None, -2.0, 1978-12-24 08:00:00, 56.0
-2.0, None, None, -5.0, None, -2.0, 1978-12-24 15:00:00, 56.0
-12.0, None, None, -17.0, None, -2.0, 1978-12-25 08:00:00, 56.0
-16.0, None, None, -16.0, None, -4.0, 1978-12-26 08:00:00, 56.0
-8.0, None, None, -21.0, None, -5.0, 1978-12-26 15:00:00, 56.0
None, None, 2.0, -10.0, None, -6.0, 1978-12-27 08:00:00, 56.0
-24.0, None, 2.0, -24.0, None, -5.0, 1978-12-28 08:00:00, 57.0
-14.0, None, None, -24.0, None, -6.0, 1978-12-28 15:00:00, 57.0
-30.0, None, None, -30.0, None, -14.0, 1978-12-29 08:00:00, 57.0
-19.0, None, None, -30.0, None, -19.0, 1978-12-29 15:00:00, 57.0
-27.0, None, None, -31.0, None, -14.0, 1978-12-30 08:00:00, 57.0
-22.0, None, None, -35.0, None, -19.0, 1978-12-30 15:00:00, 57.0
-33.0, None, None, -33.0, None, -22.0, 1978-12-31 06:00:00, 57.0
-21.0, None, None, -45.0, None, -21.0, 1978-12-31 15:00:00, 57.0
-32.0, None, None, -33.0, None, -21.0, 1979-01-01 04:00:00, 57.0
-35.0, None, None, -35.0, None, -3.0, 1979-01-01 15:00:00, 57.0
-20.0, None, 1.0, -30.0, None, -18.0, 1979-01-02 07:00:00, 58.0
-16.0, None, None, -25.0, None, -16.0, 1979-01-02 15:00:00, 58.0
-22.0, None, None, -27.0, None, -16.0, 1979-01-03 07:00:00, 58.0
-20.0, None, None, -22.0, None, -14.0, 1979-01-03 15:00:00, 58.0
-27.0, None, None, -27.0, None, -19.0, 1979-01-04 06:00:00, 58.0
-16.0, None, None, -28.0, None, -15.0, 1979-01-04 15:00:00, 58.0
-25.0, None, None, -25.0, None, -16.0, 1979-01-05 08:00:00, 58.0
-15.0, None, None, -25.0, None, -15.0, 1979-01-05 15:00:00, 58.0
-27.0, None, None, -35.0, None, -15.0, 1979-01-06 08:00:00, 58.0
-16.0, None, None, -27.0, None, -16.0, 1979-01-06 15:00:00, 58.0
-25.0, None, None, -34.0, None, -15.0, 1979-01-07 08:00:00, 58.0
-15.0, None, None, -26.0, None, -14.0, 1979-01-07 14:00:00, 58.0
-24.0, None, None, -33.0, None, -13.0, 1979-01-08 08:00:00, 58.0
-21.0, None, None, -26.0, None, None, 1979-01-09 08:00:00, 58.0
-12.0, None, None, -34.0, None, -11.0, 1979-01-09 15:00:00, 58.0
-14.0, None, 2.0, -19.0, None, -12.0, 1979-01-10 08:00:00, 60.0
-11.0, None, 10.0, -14.0, None, -11.0, 1979-01-10 15:00:00, 70.0
-12.0, None, 2.0, -15.0, None, -11.0, 1979-01-11 08:00:00, 70.0
-9.0, None, None, -13.0, None, -9.0, 1979-01-11 15:00:00, 70.0
-9.0, None, 3.0, -11.0, None, -9.0, 1979-01-12 08:00:00, 73.0
-7.0, None, None, -9.0, None, -6.0, 1979-01-12 15:00:00, None
-9.0, None, 5.0, -10.0, None, -6.0, 1979-01-13 08:00:00, None
-7.0, None, None, -18.0, None, -7.0, 1979-01-13 15:00:00, None
-21.0, None, None, -21.0, None, -2.0, 1979-01-14 08:00:00, None
-12.0, None, None, -27.0, None, -12.0, 1979-01-14 15:00:00, None
-15.0, None, None, -20.0, None, -12.0, 1979-01-15 08:00:00, None
-10.0, None, None, -15.0, None, -10.0, 1979-01-15 15:00:00, None
-25.0, None, None, -25.0, None, -10.0, 1979-01-16 08:00:00, 52.0
-20.0, None, None, -25.0, None, -11.0, 1979-01-16 15:00:00, 52.0
-16.0, None, None, -20.0, None, -6.0, 1979-01-17 08:00:00, 52.0
-7.0, None, 1.0, -17.0, None, -7.0, 1979-01-17 15:00:00, 53.0
-19.0, None, None, -20.0, None, -7.0, 1979-01-18 08:00:00, 53.0
-9.0, None, None, -19.0, None, -7.0, 1979-01-18 15:00:00, 53.0
-10.0, None, 4.0, -18.0, None, -7.0, 1979-01-19 08:00:00, 56.0
-6.0, None, 1.0, -18.0, None, -5.0, 1979-01-19 15:00:00, 57.0
-17.0, None, 1.0, -18.0, None, -6.0, 1979-01-20 08:00:00, 58.0
-7.0, None, None, -17.0, None, -6.0, 1979-01-20 15:00:00, 58.0
-4.0, None, None, -8.0, None, -4.0, 1979-01-21 06:00:00, 58.0
-4.0, None, None, -5.0, None, -3.0, 1979-01-21 15:00:00, 58.0
-14.0, None, None, -16.0, None, -4.0, 1979-01-22 08:00:00, 58.0
-6.0, None, None, -14.0, None, -6.0, 1979-01-22 15:00:00, 58.0
-10.0, None, None, -16.0, None, -6.0, 1979-01-23 08:00:00, 58.0
-7.0, None, None, -10.0, None, -7.0, 1979-01-23 15:00:00, 58.0
-14.0, None, 3.0, -15.0, None, -7.0, 1979-01-24 08:00:00, 61.0
-7.0, None, None, -14.0, None, -6.0, 1979-01-24 15:00:00, 61.0
-15.0, None, None, -20.0, None, -6.0, 1979-01-25 08:00:00, 61.0
-8.0, None, None, -15.0, None, -7.0, 1979-01-25 15:00:00, None
-18.0, None, None, -23.0, None, -8.0, 1979-01-26 08:00:00, None
-10.0, None, None, -18.0, None, -10.0, 1979-01-26 15:00:00, 50.0
-15.0, None, 2.0, -16.0, None, -10.0, 1979-01-27 08:00:00, 50.0
-8.0, None, 2.0, -15.0, None, -8.0, 1979-01-27 15:00:00, 50.0
-15.0, None, 1.0, -17.0, None, -8.0, 1979-01-28 08:00:00, 51.0
-7.0, None, None, -9.0, None, -7.0, 1979-01-28 15:00:00, 51.0
-18.0, None, 1.0, None, None, None, 1979-01-29 08:00:00, 51.0
-8.0, None, 1.0, None, None, None, 1979-01-29 15:00:00, 51.0
-18.0, None, None, None, None, None, 1979-01-30 08:00:00, 51.0
-10.0, None, None, -14.0, None, None, 1979-01-30 15:00:00, 50.0
-13.0, None, None, -14.0, None, None, 1979-01-31 08:00:00, 50.0
-13.0, None, None, -13.0, None, -8.0, 1979-01-31 15:00:00, 50.0
-20.0, None, None, -23.0, None, -9.0, 1979-02-01 08:00:00, 50.0
-11.0, None, None, -21.0, None, -11.0, 1979-02-01 15:00:00, 50.0
-18.0, None, None, -26.0, None, -11.0, 1979-02-02 08:00:00, 50.0
-13.0, None, None, -18.0, None, -12.0, 1979-02-02 15:00:00, 50.0
-15.0, None, 2.0, -18.0, None, -12.0, 1979-02-03 08:00:00, 52.0
-8.0, None, 1.0, -15.0, None, -8.0, 1979-02-03 15:00:00, 53.0
-18.0, None, None, -21.0, None, -7.0, 1979-02-04 08:00:00, 53.0
-8.0, None, 1.0, -21.0, None, -7.0, 1979-02-04 15:00:00, 53.0
-6.0, None, 1.0, -8.0, None, -5.0, 1979-02-05 08:00:00, 53.0
-5.0, None, None, -10.0, None, -5.0, 1979-02-05 15:00:00, 53.0
-7.0, None, None, -11.0, None, 0.0, 1979-02-06 08:00:00, 53.0
-4.0, None, 7.0, -7.0, None, 0.0, 1979-02-06 15:00:00, 60.0
-6.0, None, 6.0, -8.0, None, -2.0, 1979-02-07 08:00:00, 63.0
-2.0, None, None, -12.0, None, -1.0, 1979-02-07 15:00:00, 63.0
-8.0, None, None, -15.0, None, -2.0, 1979-02-08 08:00:00, 63.0
-5.0, None, 6.0, -8.0, None, -1.0, 1979-02-08 15:00:00, 67.0
-2.0, None, 4.0, -5.0, None, -2.0, 1979-02-09 08:00:00, 70.0
0.0, None, 4.0, -2.0, None, 0.0, 1979-02-09 15:00:00, 70.0
-1.0, None, 4.0, -1.0, None, None, 1979-02-10 08:00:00, 69.0
-6.0, None, 4.0, -6.0, None, 3.0, 1979-02-10 15:00:00, 69.0
-2.0, None, 7.0, -6.0, None, 5.0, 1979-02-11 05:00:00, 75.0
0.0, None, 1.0, -2.0, None, 1.0, 1979-02-11 15:00:00, 76.0
-1.0, None, 2.0, -1.0, None, None, 1979-02-12 08:00:00, 76.0
0.0, None, 10.0, -1.0, None, 1.0, 1979-02-12 15:00:00, 86.0
3.0, None, 5.0, -1.0, None, 3.0, 1979-02-13 08:00:00, 85.0
4.0, None, None, 2.0, None, 5.0, 1979-02-13 15:00:00, 79.0
-5.0, None, None, -5.0, None, 5.0, 1979-02-14 08:00:00, 78.0
-1.0, None, None, -7.0, None, 2.0, 1979-02-14 15:00:00, 76.0
-9.0, None, None, -10.0, None, 0.0, 1979-02-15 08:00:00, 76.0
-2.0, None, None, -9.0, None, -2.0, 1979-02-15 15:00:00, 74.0
-6.0, None, 3.0, -9.0, None, -3.0, 1979-02-16 08:00:00, 75.0
-4.0, None, 3.0, -7.0, None, -2.0, 1979-02-16 15:00:00, 80.0
-7.0, None, 22.0, -13.0, None, -3.0, 1979-02-17 08:00:00, 97.0
-2.0, None, 2.0, -7.0, None, -2.0, 1979-02-17 15:00:00, 93.0
-1.0, None, 17.0, -4.0, None, 0.0, 1979-02-18 08:00:00, 112.0
0.0, None, 3.0, -1.0, None, 0.0, 1979-02-18 15:00:00, 108.0
-1.0, None, None, -5.0, None, 1.0, 1979-02-19 08:00:00, 107.0
-1.0, None, 1.0, -4.0, None, -1.0, 1979-02-19 15:00:00, 104.0
-8.0, None, None, -13.0, None, 0.0, 1979-02-20 08:00:00, 104.0
-3.0, None, 2.0, -14.0, None, 0.0, 1979-02-20 15:00:00, 104.0
-9.0, None, None, -14.0, None, -2.0, 1979-02-21 08:00:00, 103.0
-4.0, None, 3.0, -9.0, None, -3.0, 1979-02-21 15:00:00, 104.0
-15.0, None, None, -16.0, None, -4.0, 1979-02-22 08:00:00, 104.0
-6.0, None, None, -15.0, None, -4.0, 1979-02-22 15:00:00, 104.0
-9.0, None, None, -9.0, None, -3.0, 1979-02-23 08:00:00, 102.0
-6.0, None, None, None, None, -2.0, 1979-02-23 15:00:00, 102.0
-7.0, None, 7.0, None, None, -2.0, 1979-02-24 08:00:00, 105.0
-6.0, None, 3.0, None, None, -3.0, 1979-02-24 15:00:00, 108.0
0.0, None, 35.0, None, None, 0.0, 1979-02-25 08:00:00, 137.0
0.0, None, 4.0, None, None, 1.0, 1979-02-25 15:00:00, 141.0
-2.0, None, 3.0, None, None, -1.0, 1979-02-26 08:00:00, 119.0
3.0, None, None, None, None, 5.0, 1979-02-26 15:00:00, 110.0
0.0, None, 2.0, None, None, 5.0, 1979-02-27 08:00:00, 110.0
-2.0, None, 15.0, None, None, 3.0, 1979-02-27 15:00:00, 125.0
-9.0, None, None, None, None, -5.0, 1979-02-28 08:00:00, 122.0
-2.0, None, None, None, None, 5.0, 1979-02-28 15:00:00, 122.0
-11.0, None, None, None, None, -2.0, 1979-03-01 08:00:00, 122.0
0.0, None, None, -11.0, None, 1.0, 1979-03-01 15:00:00, 122.0
-9.0, None, None, None, None, 0.0, 1979-03-02 08:00:00, 118.0
-2.0, None, None, None, None, 3.0, 1979-03-02 15:00:00, 114.0
-8.0, None, None, None, None, -2.0, 1979-03-03 08:00:00, 114.0
0.0, None, None, None, None, 2.0, 1979-03-03 15:00:00, 113.0
-3.0, None, 2.0, None, None, 1.0, 1979-03-04 07:00:00, 112.0
0.0, None, 1.0, None, None, 1.0, 1979-03-04 15:00:00, 111.0
0.0, None, 1.0, None, None, 2.0, 1979-03-05 08:00:00, 111.0
4.0, None, None, None, None, 4.0, 1979-03-05 15:00:00, 110.0
1.0, None, None, None, None, 4.0, 1979-03-06 08:00:00, 103.0
3.0, None, None, None, None, 4.0, 1979-03-06 15:00:00, 102.0
-2.0, None, None, None, None, 5.0, 1979-03-07 08:00:00, 95.0
3.0, None, None, None, None, 7.0, 1979-03-07 15:00:00, 94.0
-7.0, None, None, None, None, 3.0, 1979-03-08 08:00:00, 94.0
4.0, None, None, None, None, 4.0, 1979-03-08 15:00:00, 91.0
-11.0, None, None, None, None, 4.0, 1979-03-09 08:00:00, 91.0
7.0, None, None, None, None, 7.0, 1979-03-09 15:00:00, 90.0
-10.0, None, None, None, None, 7.0, 1979-03-10 08:00:00, 90.0
7.0, None, None, None, None, 9.0, 1979-03-10 15:00:00, 90.0
-8.0, None, None, None, None, 7.0, 1979-03-11 08:00:00, 90.0
8.0, None, None, None, None, 8.0, 1979-03-11 15:00:00, 88.0
0.0, None, None, 0.0, None, 9.0, 1979-03-12 08:00:00, 88.0
5.0, None, None, -6.0, None, 11.0, 1979-03-12 15:00:00, 86.0
-10.0, None, None, -10.0, None, 7.0, 1979-03-13 08:00:00, 86.0
-7.0, None, None, -10.0, None, 8.0, 1979-03-14 08:00:00, 85.0
-2.0, None, None, -8.0, None, 2.0, 1979-03-15 08:00:00, 85.0
0.0, None, None, -2.0, None, 8.0, 1979-03-16 08:00:00, 80.0
-6.0, None, None, -6.0, None, 6.0, 1979-03-17 08:00:00, 75.0
4.0, None, None, -6.0, None, 6.0, 1979-03-17 15:00:00, 75.0
-7.0, None, None, -7.0, None, 6.0, 1979-03-18 08:00:00, 73.0
6.0, None, None, -7.0, None, 8.0, 1979-03-18 15:00:00, 70.0
-7.0, None, None, -8.0, None, 9.0, 1979-03-19 08:00:00, 70.0
None, None, 10.0, None, None, None, 1979-03-26 08:00:00, None
None, None, 2.0, None, None, None, 1979-03-27 07:00:00, None
None, None, 2.0, None, None, None, 1979-03-28 08:00:00, None
None, None, 8.0, None, None, None, 1979-04-13 08:00:00, None
None, None, 17.0, None, None, None, 1979-04-14 08:00:00, None
None, None, 3.0, None, None, None, 1979-04-15 08:00:00, None
None, None, 3.0, None, None, None, 1979-04-17 07:00:00, None
None, None, 6.0, None, None, None, 1979-04-19 08:00:00, None
-8.0, None, None, -8.0, None, 7.0, 1979-11-01 07:00:00, 0.0
-6.0, None, None, -6.0, None, -1.0, 1979-11-02 07:00:00, 0.0
-4.0, None, 5.0, -5.0, None, 0.0, 1979-11-03 07:00:00, 5.0
-2.0, None, None, -4.0, None, 0.0, 1979-11-03 15:00:00, 5.0
0.0, None, None, -7.0, None, 3.0, 1979-11-04 07:00:00, 0.0
0.0, None, None, -1.5, None, 6.0, 1979-11-04 16:30:00, 0.0
0.0, None, None, -5.0, None, 3.0, 1979-11-05 07:00:00, 0.0
-4.0, None, None, -8.0, None, 2.0, 1979-11-06 07:00:00, 0.0
-7.0, None, None, -7.0, None, 4.0, 1979-11-07 07:00:00, 0.0
-8.0, None, None, -9.0, None, -2.0, 1979-11-08 07:00:00, 0.0
-9.0, None, None, -10.0, None, 6.0, 1979-11-09 07:00:00, 0.0
-3.0, None, None, None, None, None, 1979-11-10 07:00:00, 0.0
-2.0, None, None, -11.0, None, -2.0, 1979-11-10 15:00:00, 0.0
None, None, None, None, None, None, 1979-11-11 07:00:00, 0.0
-2.0, None, None, -14.0, None, 0.0, 1979-11-11 15:00:00, 0.0
-6.0, None, None, -6.0, None, 0.0, 1979-11-12 06:30:00, 0.0
-2.0, None, None, -8.0, None, 0.0, 1979-11-12 15:00:00, 0.0
-8.0, None, None, -10.0, None, 1.0, 1979-11-13 07:00:00, 0.0
-2.0, None, None, -8.0, None, 0.0, 1979-11-13 15:00:00, 0.0
-8.0, None, None, -10.0, None, 2.0, 1979-11-14 07:00:00, 0.0
-10.0, None, None, -11.0, None, 3.0, 1979-11-15 07:00:00, 0.0
-6.0, None, None, -6.0, None, 3.0, 1979-11-16 07:00:00, 0.0
0.0, None, 3.0, -6.0, None, 2.0, 1979-11-16 15:00:00, 3.0
2.0, None, 5.0, -2.0, None, 2.0, 1979-11-17 07:00:00, 5.0
1.0, None, None, -8.0, None, 2.5, 1979-11-17 15:00:00, 2.0
-2.0, None, 1.0, -2.0, None, 4.0, 1979-11-18 07:00:00, 3.0
1.0, None, None, -2.0, None, 4.0, 1979-11-18 15:00:00, 3.0
-5.0, None, None, -5.0, None, 2.0, 1979-11-19 07:00:00, 3.0
-4.0, None, None, -8.0, None, -3.0, 1979-11-19 15:00:00, 3.0
-8.0, None, None, -8.0, None, -2.0, 1979-11-20 07:00:00, 0.0
-4.0, None, None, -10.0, None, -2.0, 1979-11-20 15:00:00, 0.0
-8.0, None, None, -8.0, None, -2.0, 1979-11-21 07:00:00, 0.0
-2.0, None, None, -10.0, None, -2.0, 1979-11-22 07:00:00, 0.0
0.0, None, None, -11.0, None, 0.0, 1979-11-22 15:00:00, 0.0
-4.0, None, 7.0, -12.0, None, 0.0, 1979-11-23 07:00:00, 8.0
-2.0, None, None, -4.0, None, -2.0, 1979-11-23 15:00:00, 38.0
-6.0, None, 2.0, -12.0, None, -2.0, 1979-11-24 07:00:00, 8.0
-1.0, None, None, -6.0, None, -1.0, 1979-11-24 15:00:00, 8.0
-6.0, None, 2.0, -14.0, None, 2.0, 1979-11-25 07:00:00, 8.0
-8.0, None, None, -15.0, None, -2.0, 1979-11-26 07:00:00, 8.0
-5.0, None, None, -8.0, None, -3.0, 1979-11-26 15:00:00, 8.0
-12.0, None, None, -18.0, None, -3.0, 1979-11-27 07:00:00, 8.0
-16.0, None, None, -17.0, None, -3.0, 1979-11-28 06:30:00, 8.0
-17.0, None, None, -17.5, None, -4.0, 1979-11-29 06:00:00, 8.0
-8.0, None, None, -19.0, None, -5.0, 1979-11-30 07:00:00, 8.0
-7.0, None, 1.0, -8.5, None, -4.5, 1979-12-01 07:00:00, 9.0
-6.0, None, 5.0, -15.0, None, -4.0, 1979-12-01 15:00:00, 13.0
-2.0, None, 28.0, -6.5, None, -1.5, 1979-12-02 07:00:00, 34.0
-4.0, None, None, -6.0, None, -2.0, 1979-12-03 07:00:00, 34.0
2.0, None, None, -5.0, None, 2.0, 1979-12-04 07:00:00, 32.0
4.0, None, None, -6.0, None, 4.0, 1979-12-05 07:00:00, 30.0
-1.0, None, None, -6.5, None, 3.5, 1979-12-05 15:00:00, 30.0
5.0, None, None, 3.0, None, 5.0, 1979-12-06 07:00:00, 30.0
0.0, None, None, -4.0, None, 5.0, 1979-12-07 07:00:00, 30.0
0.0, None, 10.0, -3.0, None, 1.0, 1979-12-08 07:00:00, 31.0
1.0, None, None, -0.5, None, 2.0, 1979-12-08 15:00:00, 28.0
1.0, None, None, 1.0, None, 2.0, 1979-12-09 07:00:00, 25.0
4.0, None, None, 0.0, None, 4.0, 1979-12-09 15:00:00, 22.0
-5.0, None, 10.0, -5.0, None, 5.0, 1979-12-10 07:00:00, 23.0
-4.0, None, None, -6.0, None, -4.0, 1979-12-10 15:00:00, 20.0
-11.0, None, None, -11.0, None, -2.0, 1979-12-11 07:00:00, 20.0
-8.0, None, 4.0, None, None, -4.0, 1979-12-11 15:00:00, 24.0
-8.0, None, 8.0, -8.0, None, -3.0, 1979-12-12 07:00:00, 30.0
-5.0, None, None, -8.0, None, -3.0, 1979-12-12 15:00:00, 30.0
-6.0, None, 4.0, -6.0, None, -2.0, 1979-12-13 07:00:00, 34.0
-2.0, None, 15.0, -9.0, None, -2.0, 1979-12-13 15:00:00, 40.0
1.0, None, 4.0, -5.0, None, 3.0, 1979-12-14 07:00:00, 34.0
-12.0, None, None, -18.0, None, 2.0, 1979-12-15 07:00:00, 34.0
-3.0, None, None, -12.0, None, 3.0, 1979-12-15 15:00:00, 34.0
-15.0, None, None, -21.0, None, -3.0, 1979-12-16 07:00:00, 34.0
-10.0, None, None, -15.0, None, -10.0, 1979-12-16 15:00:00, 34.0
-8.0, None, 9.0, -10.0, None, 0.0, 1979-12-17 07:00:00, 40.0
2.0, None, None, 0.0, None, 4.0, 1979-12-18 07:00:00, 35.0
2.0, None, None, 1.0, None, 2.0, 1979-12-18 15:00:00, 35.0
1.0, None, None, 0.0, None, 3.0, 1979-12-19 07:00:00, 35.0
2.0, None, None, 1.0, None, 4.0, 1979-12-19 15:00:00, 30.0
3.0, None, None, 1.0, None, 4.0, 1979-12-20 07:00:00, 30.0
3.0, None, None, 2.0, None, 4.0, 1979-12-20 15:00:00, 30.0
1.0, None, 5.0, 0.0, None, 4.0, 1979-12-21 07:00:00, 35.0
2.0, None, None, -5.0, None, 5.0, 1979-12-21 15:00:00, 28.0
-1.0, None, 2.0, -1.0, None, 2.0, 1979-12-22 07:00:00, 30.0
2.0, None, None, -5.0, None, 2.0, 1979-12-22 15:00:00, 28.0
-8.0, None, None, -10.0, None, 2.0, 1979-12-23 07:00:00, 28.0
-4.0, None, None, -10.0, None, -2.0, 1979-12-23 15:00:00, 28.0
-3.0, None, 6.0, -5.0, None, -3.0, 1979-12-24 07:00:00, 35.0
-2.0, None, 2.0, -5.0, None, -2.0, 1979-12-24 15:00:00, 37.0
-3.0, None, None, -5.0, None, -2.0, 1979-12-25 07:00:00, 37.0
-3.0, None, None, -5.0, None, -2.0, 1979-12-25 15:00:00, 37.0
2.0, None, None, -9.0, None, 6.0, 1979-12-26 07:00:00, 37.0
2.0, None, None, None, None, 7.0, 1979-12-26 14:00:00, 37.0
-3.0, None, None, None, None, 2.0, 1979-12-27 07:00:00, 36.0
-1.0, None, None, -3.0, None, -1.0, 1979-12-27 15:00:00, 36.0
-4.0, None, None, -4.0, None, -1.0, 1979-12-28 07:00:00, 36.0
-3.0, None, None, -5.0, None, -1.0, 1979-12-28 15:00:00, 36.0
-3.0, None, None, -5.0, None, -1.0, 1979-12-29 07:00:00, 35.0
-2.5, None, None, -5.0, None, -2.5, 1979-12-29 15:00:00, 40.0
-6.0, None, 2.0, -6.0, None, 0.0, 1979-12-30 07:00:00, 42.0
-3.0, None, None, -7.0, None, -3.0, 1979-12-30 15:00:00, 40.0
-4.0, None, 2.0, -4.0, None, -2.0, 1979-12-31 07:00:00, 42.0
1.0, None, 6.0, -4.0, None, 1.0, 1979-12-31 15:00:00, 48.0
-2.0, None, 3.0, -2.0, None, 0.0, 1980-01-01 07:00:00, 51.0
2.0, None, 2.0, None, None, 2.0, 1980-01-01 15:00:00, 56.0
-1.0, None, None, -2.0, None, 2.0, 1980-01-02 07:00:00, 54.0
-6.0, None, 6.0, -6.0, None, 1.0, 1980-01-03 07:00:00, 56.0
2.0, None, None, -6.0, None, 2.0, 1980-01-03 15:00:00, 54.0
-8.0, None, None, -15.0, None, 2.0, 1980-01-04 07:00:00, 50.0
-8.0, None, None, -15.0, None, -2.0, 1980-01-05 07:00:00, 50.0
-4.0, None, None, -8.0, None, -4.0, 1980-01-05 15:00:00, 50.0
-18.0, None, None, -24.0, None, -4.0, 1980-01-06 07:00:00, 50.0
-12.0, None, None, -18.0, None, -6.0, 1980-01-06 15:00:00, 50.0
-20.0, None, None, -28.0, None, -10.0, 1980-01-07 07:00:00, 50.0
-20.0, None, 1.0, -28.0, None, -12.0, 1980-01-08 07:00:00, 51.0
-15.0, None, None, -20.0, None, -15.0, 1980-01-08 15:00:00, 50.0
-23.0, None, 2.0, -26.0, None, -12.0, 1980-01-09 07:00:00, 51.0
-16.0, None, 3.0, -23.0, None, -14.0, 1980-01-09 15:00:00, 54.0
-15.0, None, 3.0, -15.0, None, -14.0, 1980-01-10 07:00:00, 55.0
-14.0, None, 7.0, -16.0, None, -12.0, 1980-01-10 15:00:00, 56.0
-11.0, None, 5.0, -16.0, None, -11.0, 1980-01-11 07:00:00, 57.0
-10.0, None, None, -16.0, None, -4.0, 1980-01-11 15:00:00, 57.0
-10.0, None, 10.0, -10.0, None, -10.0, 1980-01-12 07:00:00, 66.0
-6.0, None, None, -10.0, None, -6.0, 1980-01-13 07:00:00, 63.0
-3.0, None, None, -5.0, None, -3.0, 1980-01-14 07:05:00, 63.0
-3.0, None, 25.0, -10.0, None, -3.0, 1980-01-15 07:00:00, 90.0
-2.0, None, 5.0, -2.0, None, 0.0, 1980-01-16 07:00:00, 95.0
0.0, None, None, -2.0, None, 0.0, 1980-01-16 15:00:00, 83.0
-7.0, None, None, -11.0, None, 0.0, 1980-01-17 07:00:00, 88.0
-1.5, None, None, -7.0, None, 0.0, 1980-01-17 15:00:00, 91.0
-16.0, None, None, -19.0, None, 3.0, 1980-01-18 07:00:00, 91.0
-7.0, None, None, -16.0, None, -7.0, 1980-01-18 15:00:00, 91.0
-17.0, None, None, -19.0, None, -4.0, 1980-01-19 07:00:00, 87.0
-18.0, None, None, -23.0, None, -16.0, 1980-01-19 14:00:00, 85.0
-17.0, None, None, -20.0, None, -14.0, 1980-01-20 06:00:00, 85.0
-5.0, None, None, -17.0, None, -5.0, 1980-01-20 14:00:00, 85.0
-19.0, None, None, -19.0, None, -4.0, 1980-01-21 06:00:00, 84.0
-8.0, None, None, -19.0, None, -7.0, 1980-01-21 12:00:00, 84.0
-12.0, None, None, -17.0, None, -6.0, 1980-01-22 06:00:00, 81.0
-8.0, None, None, -17.0, None, -3.0, 1980-01-23 06:00:00, 81.0
-5.0, None, None, -14.0, None, -5.0, 1980-01-23 14:00:00, 81.0
-8.0, None, None, -16.0, None, -5.0, 1980-01-24 06:00:00, 80.0
-4.0, None, None, -14.0, None, -4.0, 1980-01-24 14:00:00, 80.0
-14.0, None, None, -20.0, None, -3.0, 1980-01-25 07:00:00, 80.0
