station_observations
CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-4.0, 0.0, -4.0, 8.5, 1995-02-28 07:25:00, None, 0.0
8.0, 0.0, -4.0, 8.5, 1995-02-28 15:30:00, None, 0.0
-4.0, 0.0, -4.0, 8.0, 1995-03-01 07:25:00, None, 0.0
9.0, 0.0, -4.0, 9.5, 1995-03-01 15:30:00, None, 0.0
-4.5, 0.0, -4.5, 9.0, 1995-03-02 07:25:00, None, 0.0
8.0, 0.0, -4.5, 8.0, 1995-03-02 15:30:00, None, 0.0
0.0, 0.0, -3.0, 8.0, 1995-03-03 07:25:00, None, 0.0
3.0, 0.0, 0.0, 3.5, 1995-03-03 15:30:00, None, 0.0
4.0, 0.0, 1.0, 4.0, 1995-03-04 07:30:00, None, 0.0
5.0, 0.0, 4.0, 5.0, 1995-03-04 15:30:00, None, 0.0
4.0, 0.0, 4.0, 5.0, 1995-03-05 06:45:00, None, 0.0
6.0, 0.0, -1.0, 8.0, 1995-03-05 16:00:00, None, 0.0
-1.5, 0.0, -3.0, 6.0, 1995-03-06 07:20:00, None, 0.0
5.0, 0.0, -1.5, 5.0, 1995-03-06 15:30:00, None, 0.0
2.5, 0.0, 0.5, 5.0, 1995-03-07 07:20:00, None, 0.0
5.0, 0.0, 2.5, 5.0, 1995-03-07 15:30:00, None, 0.0
4.0, 0.0, 4.0, 5.0, 1995-03-08 07:25:00, None, 0.0
7.0, 0.0, 6.0, 7.0, 1995-03-08 15:30:00, None, 0.0
6.5, 0.0, 3.5, 6.5, 1995-03-09 07:25:00, None, 0.0
7.5, 0.0, 6.5, 8.0, 1995-03-09 15:30:00, None, 0.0
6.5, 0.0, 6.0, 8.0, 1995-03-10 07:20:00, None, 0.0
8.5, 0.0, 6.5, 9.5, 1995-03-10 15:30:00, None, 0.0
7.0, 0.0, 5.0, 9.0, 1995-03-11 06:00:00, None, 0.0
7.0, 0.0, 7.0, 9.0, 1995-03-11 15:00:00, None, 0.0
4.0, 0.0, 1.0, 7.0, 1995-03-12 05:50:00, None, 0.0
10.0, 0.0, 4.0, 11.0, 1995-03-12 16:00:00, None, 0.0
7.0, 0.0, 6.0, 10.0, 1995-03-13 07:20:00, None, 0.0
8.0, 0.0, 7.0, 8.0, 1995-03-13 15:30:00, None, 0.0
7.5, 0.0, 5.5, 8.0, 1995-03-14 07:20:00, None, 0.0
9.0, 0.0, 7.5, 10.0, 1995-03-14 15:35:00, None, 0.0
5.0, 0.0, 3.5, 9.0, 1995-03-15 07:20:00, None, 0.0
5.5, 0.0, 0.0, 7.5, 1995-03-15 15:50:00, None, 0.0
-0.5, 0.0, -0.5, 7.5, 1995-03-16 07:20:00, None, 0.0
10.0, 0.0, -0.5, 10.5, 1995-03-16 15:45:00, None, 0.0
9.0, 0.0, 8.0, 10.0, 1995-03-17 07:20:00, None, 0.0
9.0, 0.0, 9.0, 10.0, 1995-03-17 15:30:00, None, 0.0
9.0, 0.0, 7.0, 11.0, 1995-03-18 07:00:00, None, 0.0
11.0, 0.0, 9.0, 13.5, 1995-03-18 16:10:00, None, 0.0
1.0, 0.0, 1.0, 13.0, 1995-03-19 05:00:00, None, 0.0
10.0, None, 1.0, 11.0, 1995-03-19 15:30:00, None, None
7.0, 0.0, 7.0, 8.0, 1995-03-20 07:25:00, None, 0.0
11.0, 0.0, 7.0, 11.0, 1995-03-20 15:30:00, None, 0.0
6.0, 0.0, 6.0, 11.0, 1995-03-21 07:15:00, None, 0.0
6.0, 0.0, 4.0, 7.0, 1995-03-21 15:35:00, None, 0.0
0.0, 0.0, -1.0, 6.0, 1995-03-22 07:25:00, None, 0.0
11.5, 0.0, 0.0, 12.5, 1995-03-22 15:40:00, None, 0.0
4.0, 0.0, 3.0, 11.5, 1995-03-23 07:20:00, None, 0.0
8.0, 0.0, 6.0, 8.0, 1995-03-23 15:30:00, None, 0.0
-1.0, 1.0, -1.0, 8.0, 1995-03-24 07:15:00, None, 1.0
7.0, 0.0, -1.0, 7.0, 1995-03-24 15:45:00, None, 0.0
11.0, 0.0, 2.0, 11.0, 1995-03-25 16:40:00, None, 0.0
12.5, 0.0, 6.5, 14.0, 1995-03-26 17:30:00, None, 0.0
6.0, 0.0, 6.0, 12.5, 1995-03-27 07:25:00, None, 0.0
13.0, 0.0, 6.0, 13.0, 1995-03-27 15:40:00, None, 0.0
7.0, 0.0, 6.0, 13.0, 1995-03-28 07:15:00, None, 0.0
14.0, 0.0, 7.0, 14.0, 1995-03-28 15:40:00, None, 0.0
2.5, 0.0, 2.0, 14.0, 1995-03-29 07:25:00, None, 0.0
13.0, 0.0, 2.5, 13.5, 1995-03-29 15:35:00, None, 0.0
5.0, 0.0, 3.0, 14.0, 1995-03-30 07:25:00, None, 0.0
