station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 2.736, 88.1, 11.5, 88.0, 1.0, 2.7, 2.7, 1016.0, 0.0, 1.0, 920.0, None, 2022-09-17 00:00:00, None, None, 920.0
None, 2.337, 88.7, 11.5, 89.0, 1.0, 2.3, 2.3, 1016.8, 0.0, 1.0, 921.0, None, 2022-09-17 01:00:00, None, None, 921.0
None, 0.963, 91.9, 11.5, 92.0, 0.0, 1.0, 1.0, 1016.8, 0.0, 0.0, 921.0, None, 2022-09-17 02:00:00, None, None, 921.0
None, -0.56, 94.6, 11.5, 95.0, -1.0, -0.6, -0.6, 1017.1, 0.0, -1.0, 921.0, None, 2022-09-17 03:00:00, None, None, 921.0
None, -1.457, 95.9, 11.5, 96.0, -2.0, -1.5, -1.5, 1017.2, 0.0, -2.0, 921.0, None, 2022-09-17 04:00:00, None, None, 921.0
None, -1.847, 96.8, 11.5, 97.0, -2.0, -1.8, -1.9, 1017.1, 0.0, -2.0, 921.0, None, 2022-09-17 05:00:00, None, None, 921.0
None, -2.164, 96.7, 11.5, 97.0, -3.0, -2.2, -2.2, 1018.2, 0.1, -3.0, 922.0, None, 2022-09-17 06:00:00, None, None, 922.0
None, -1.066, 98.5, -1.1, 99.0, -1.0, -1.1, -2.2, 1018.3, -0.1, -1.0, 922.0, None, 2022-09-17 07:00:00, None, None, 922.0
None, -0.505, 99.3, -0.5, 99.0, -1.0, -0.5, -2.2, 1019.7, 0.0, -1.0, 923.0, None, 2022-09-17 08:00:00, None, None, 923.0
None, -0.216, 99.4, -0.3, 99.0, 0.0, -0.2, -2.2, 1019.8, 0.0, 0.0, 923.0, None, 2022-09-17 09:00:00, None, None, 923.0
None, 1.703, 91.6, 1.6, 92.0, 1.0, 1.7, -2.2, 1019.7, 0.0, 1.0, 923.0, None, 2022-09-17 10:00:00, None, None, 923.0
None, 4.017, 78.33, 4.0, 78.0, 1.0, 4.0, -2.2, 1019.5, 0.1, 1.0, 923.0, None, 2022-09-17 11:00:00, None, None, 923.0
None, 7.218, 63.7, 7.6, 64.0, 1.0, 7.2, -2.2, 1018.1, 0.9, 1.0, 922.0, None, 2022-09-17 12:00:00, None, None, 922.0
None, 9.78, 54.72, 10.1, 55.0, 1.0, 9.8, -2.2, 1017.9, 0.0, 1.0, 922.0, None, 2022-09-17 13:00:00, None, None, 922.0
None, 11.69, 44.39, 12.0, 44.0, 1.0, 11.7, -2.2, 1017.8, 0.0, 1.0, 922.0, None, 2022-09-17 14:00:00, None, None, 922.0
None, 14.39, 33.1, 14.6, 33.0, -2.0, 14.4, -2.2, 1017.7, 0.0, -2.0, 922.0, None, 2022-09-17 15:00:00, None, None, 922.0
None, 13.96, 29.04, 14.6, 29.0, -4.0, 14.0, -2.2, 1016.7, 0.0, -4.0, 921.0, None, 2022-09-17 16:00:00, None, None, 921.0
None, 14.31, 27.86, 14.6, 28.0, -4.0, 14.3, -2.2, 1015.6, 0.0, -4.0, 920.0, None, 2022-09-17 17:00:00, None, None, 920.0
None, 13.44, 37.34, 14.8, 37.0, -2.0, 13.4, -2.2, 1015.8, 0.0, -2.0, 920.0, None, 2022-09-17 18:00:00, None, None, 920.0
None, 11.73, 43.51, 14.1, 44.0, 0.0, 11.7, 11.8, 1014.7, 0.0, 0.0, 919.0, None, 2022-09-17 19:00:00, None, None, 919.0
None, 8.32, 59.79, 14.1, 60.0, 1.0, 8.3, 8.4, 1013.9, -1.0, 1.0, 918.0, None, 2022-09-17 20:00:00, None, None, 918.0
None, 6.573, 69.8, 14.1, 70.0, 1.0, 6.6, 6.6, 1014.0, 0.0, 1.0, 918.0, None, 2022-09-17 21:00:00, None, None, 918.0
None, 5.153, 73.02, 14.1, 73.0, 1.0, 5.2, 5.1, 1012.9, 0.0, 1.0, 917.0, None, 2022-09-17 22:00:00, None, None, 917.0
None, 4.976, 70.65, 14.1, 71.0, 0.0, 5.0, 4.9, 1012.7, 0.0, 0.0, 917.0, None, 2022-09-17 23:00:00, None, None, 917.0
None, 5.117, 76.64, 14.1, 77.0, 1.0, 5.1, 4.9, 1012.4, 0.0, 1.0, 917.0, None, 2022-09-18 00:00:00, None, None, 917.0
None, 5.81, 69.1, 14.1, 69.0, 1.0, 5.8, 4.9, 1012.0, 0.0, 1.0, 917.0, None, 2022-09-18 01:00:00, None, None, 917.0
None, 5.585, 79.22, 14.1, 79.0, 2.0, 5.6, 4.9, 1013.0, 0.0, 2.0, 918.0, None, 2022-09-18 02:00:00, None, None, 918.0
None, 5.633, 80.2, 14.1, 80.0, 2.0, 5.6, 4.9, 1012.7, 0.0, 2.0, 918.0, None, 2022-09-18 03:00:00, None, None, 918.0
None, 5.905, 76.98, 14.1, 77.0, 2.0, 5.9, 4.9, 1012.7, 0.0, 2.0, 918.0, None, 2022-09-18 04:00:00, None, None, 918.0
None, 5.981, 77.95, 14.1, 78.0, 2.0, 6.0, 4.9, 1012.7, 0.0, 2.0, 918.0, None, 2022-09-18 05:00:00, None, None, 918.0
None, 5.828, 81.8, 14.1, 82.0, 3.0, 5.8, 4.9, 1012.8, 0.0, 3.0, 918.0, None, 2022-09-18 06:00:00, None, None, 918.0
None, 6.121, 77.57, 6.1, 78.0, 2.0, 6.1, 5.8, 1012.9, 0.0, 2.0, 918.0, None, 2022-09-18 07:00:00, None, None, 918.0
None, 6.316, 80.2, 6.4, 80.0, 3.0, 6.3, 5.8, 1013.2, 0.0, 3.0, 918.0, None, 2022-09-18 08:00:00, None, None, 918.0
None, 7.286, 73.76, 7.3, 74.0, 3.0, 7.3, 5.8, 1014.4, 0.0, 3.0, 919.0, None, 2022-09-18 09:00:00, None, None, 919.0
None, 8.08, 72.33, 8.3, 72.0, 3.0, 8.1, 5.8, 1015.6, 0.8, 3.0, 920.0, None, 2022-09-18 10:00:00, None, None, 920.0
None, 8.93, 70.54, 8.9, 71.0, 4.0, 8.9, 5.8, 1015.5, 0.0, 4.0, 920.0, None, 2022-09-18 11:00:00, None, None, 920.0
None, 10.27, 62.85, 10.8, 63.0, 3.0, 10.3, 5.8, 1015.4, 0.3, 3.0, 920.0, None, 2022-09-18 12:00:00, None, None, 920.0
None, 11.39, 55.27, 11.7, 55.0, 2.0, 11.4, 5.8, 1015.2, 0.0, 2.0, 920.0, None, 2022-09-18 13:00:00, None, None, 920.0
None, 11.13, 52.12, 11.8, 52.0, 2.0, 11.1, 5.8, 1015.2, -0.1, 2.0, 920.0, None, 2022-09-18 14:00:00, None, None, 920.0
None, 11.93, 49.35, 12.2, 49.0, 2.0, 11.9, 5.8, 1015.2, 0.1, 2.0, 920.0, None, 2022-09-18 15:00:00, None, None, 920.0
None, 12.88, 42.9, 13.0, 43.0, 1.0, 12.9, 5.8, 1015.0, 0.0, 1.0, 920.0, None, 2022-09-18 16:00:00, None, None, 920.0
None, 12.81, 41.68, 13.6, 42.0, 0.0, 12.8, 5.8, 1015.0, -0.1, 0.0, 920.0, None, 2022-09-18 17:00:00, None, None, 920.0
None, 12.14, 48.45, 13.6, 48.0, 2.0, 12.1, 5.8, 1015.1, 0.1, 2.0, 920.0, None, 2022-09-18 18:00:00, None, None, 920.0
None, 8.92, 67.95, 12.2, 68.0, 3.0, 8.9, 9.0, 1015.4, -0.8, 3.0, 920.0, None, 2022-09-18 19:00:00, None, None, 920.0
None, 6.16, 73.91, 12.2, 74.0, 2.0, 6.2, 6.2, 1015.6, -0.2, 2.0, 920.0, None, 2022-09-18 20:00:00, None, None, 920.0
None, 3.894, 82.5, 12.2, 83.0, 1.0, 3.9, 3.9, 1015.8, 0.0, 1.0, 920.0, None, 2022-09-18 21:00:00, None, None, 920.0
None, 2.25, 84.4, 12.2, 84.0, 0.0, 2.3, 2.3, 1017.0, 0.0, 0.0, 921.0, None, 2022-09-18 22:00:00, None, None, 921.0
None, 1.061, 88.3, 12.2, 88.0, -1.0, 1.1, 1.1, 1017.0, 0.0, -1.0, 921.0, None, 2022-09-18 23:00:00, None, None, 921.0
None, -0.088, 88.9, 12.2, 89.0, -2.0, -0.1, -0.1, 1017.0, 0.0, -2.0, 921.0, None, 2022-09-19 00:00:00, None, None, 921.0
None, -0.7, 91.3, 12.2, 91.0, -2.0, -0.7, -0.7, 1018.0, 0.0, -2.0, 922.0, None, 2022-09-19 01:00:00, None, None, 922.0
None, -1.408, 92.3, 12.2, 92.0, -2.0, -1.4, -1.4, 1018.1, 0.0, -2.0, 922.0, None, 2022-09-19 02:00:00, None, None, 922.0
None, -1.944, 93.6, 12.2, 94.0, -3.0, -1.9, -1.9, 1018.1, 0.0, -3.0, 922.0, None, 2022-09-19 03:00:00, None, None, 922.0
None, -2.188, 94.1, 12.2, 94.0, -3.0, -2.2, -2.2, 1019.1, 0.0, -3.0, 923.0, None, 2022-09-19 04:00:00, None, None, 923.0
None, -2.44, 94.9, 12.2, 95.0, -3.0, -2.4, -2.5, 1019.2, 0.0, -3.0, 923.0, None, 2022-09-19 05:00:00, None, None, 923.0
None, -2.668, 95.1, 12.2, 95.0, -3.0, -2.7, -2.7, 1019.3, 0.0, -3.0, 923.0, None, 2022-09-19 06:00:00, None, None, 923.0
None, -2.942, 95.9, -2.7, 96.0, -3.0, -2.9, -3.0, 1020.7, 0.0, -3.0, 924.0, None, 2022-09-19 07:00:00, None, None, 924.0
None, -2.601, 95.5, -2.6, 96.0, -3.0, -2.6, -3.1, 1021.0, 0.0, -3.0, 924.0, None, 2022-09-19 08:00:00, None, None, 924.0
None, -2.09, 94.5, -1.6, 95.0, -3.0, -2.1, -3.1, 1021.1, 0.0, -3.0, 924.0, None, 2022-09-19 09:00:00, None, None, 924.0
None, 1.084, 87.1, 1.0, 87.0, -1.0, 1.1, -3.1, 1022.1, 0.0, -1.0, 925.0, None, 2022-09-19 10:00:00, None, None, 925.0
None, 3.927, 74.68, 3.9, 75.0, 0.0, 3.9, -3.1, 1021.9, 0.7, 0.0, 925.0, None, 2022-09-19 11:00:00, None, None, 925.0
None, 6.892, 60.64, 6.8, 61.0, 0.0, 6.9, -3.1, 1021.7, 0.3, 0.0, 925.0, None, 2022-09-19 12:00:00, None, None, 925.0
None, 10.06, 51.05, 10.0, 51.0, 0.0, 10.1, -3.1, 1021.5, 0.0, 0.0, 925.0, None, 2022-09-19 13:00:00, None, None, 925.0
None, 12.82, 34.63, 12.8, 35.0, -2.0, 12.8, -3.1, 1021.3, 0.0, -2.0, 925.0, None, 2022-09-19 14:00:00, None, None, 925.0
None, 14.14, 30.49, 14.4, 30.0, -3.0, 14.1, -3.1, 1021.2, 0.0, -3.0, 925.0, None, 2022-09-19 15:00:00, None, None, 925.0
None, 14.31, 32.13, 14.5, 32.0, -2.0, 14.3, -3.1, 1021.2, 0.0, -2.0, 925.0, None, 2022-09-19 16:00:00, None, None, 925.0
None, 14.73, 29.7, 15.2, 30.0, -3.0, 14.7, -3.1, 1020.1, 0.0, -3.0, 924.0, None, 2022-09-19 17:00:00, None, None, 924.0
None, 13.14, 41.23, 15.9, 41.0, 0.0, 13.1, -3.1, 1020.3, 0.0, 0.0, 924.0, None, 2022-09-19 18:00:00, None, None, 924.0
None, 11.39, 50.53, 13.3, 51.0, 1.0, 11.4, 11.5, 1020.5, 0.0, 1.0, 924.0, None, 2022-09-19 19:00:00, None, None, 924.0
None, 8.09, 65.44, 13.3, 65.0, 2.0, 8.1, 8.1, 1019.7, -0.9, 2.0, 923.0, None, 2022-09-19 20:00:00, None, None, 923.0
None, 6.151, 71.14, 13.3, 71.0, 1.0, 6.2, 6.2, 1019.8, -0.1, 1.0, 923.0, None, 2022-09-19 21:00:00, None, None, 923.0
None, 4.855, 78.98, 13.3, 79.0, 2.0, 4.9, 4.8, 1019.6, 0.0, 2.0, 923.0, None, 2022-09-19 22:00:00, None, None, 923.0
None, 3.74, 82.8, 13.3, 83.0, 1.0, 3.7, 3.8, 1020.6, 0.0, 1.0, 924.0, None, 2022-09-19 23:00:00, None, None, 924.0
None, 2.76, 83.5, 13.3, 84.0, 0.0, 2.8, 2.8, 1019.2, 0.0, 0.0, 923.0, None, 2022-09-20 00:00:00, None, None, 923.0
None, 2.242, 87.4, 13.3, 87.0, 0.0, 2.2, 2.3, 1020.1, 0.0, 0.0, 924.0, None, 2022-09-20 01:00:00, None, None, 924.0
None, 1.719, 86.9, 13.3, 87.0, 0.0, 1.7, 1.7, 1019.9, 0.0, 0.0, 924.0, None, 2022-09-20 02:00:00, None, None, 924.0
None, 1.591, 87.9, 13.3, 88.0, 0.0, 1.6, 1.5, 1019.8, 0.0, 0.0, 924.0, None, 2022-09-20 03:00:00, None, None, 924.0
None, 1.201, 88.7, 13.3, 89.0, 0.0, 1.2, 1.2, 1019.8, 0.0, 0.0, 924.0, None, 2022-09-20 04:00:00, None, None, 924.0
None, 1.143, 89.5, 13.3, 90.0, 0.0, 1.1, 1.1, 1019.7, 0.0, 0.0, 924.0, None, 2022-09-20 05:00:00, None, None, 924.0
None, 1.136, 91.2, 13.3, 91.0, 0.0, 1.1, 1.0, 1019.9, 0.0, 0.0, 924.0, None, 2022-09-20 06:00:00, None, None, 924.0
None, 1.786, 89.4, 1.8, 89.0, 0.0, 1.8, 1.1, 1020.0, 0.0, 0.0, 924.0, None, 2022-09-20 07:00:00, None, None, 924.0
None, 2.851, 89.7, 2.8, 90.0, 1.0, 2.9, 1.1, 1020.2, 0.0, 1.0, 924.0, None, 2022-09-20 08:00:00, None, None, 924.0
None, 4.49, 79.78, 4.5, 80.0, 1.0, 4.5, 1.1, 1020.2, 0.0, 1.0, 924.0, None, 2022-09-20 09:00:00, None, None, 924.0
None, 6.168, 77.0, 6.1, 77.0, 2.0, 6.2, 1.1, 1020.2, 0.8, 2.0, 924.0, None, 2022-09-20 10:00:00, None, None, 924.0
None, 7.727, 69.11, 7.7, 69.0, 2.0, 7.7, 1.1, 1020.2, 0.2, 2.0, 924.0, None, 2022-09-20 11:00:00, None, None, 924.0
None, 9.09, 64.95, 9.0, 65.0, 3.0, 9.1, 1.1, 1021.2, 0.0, 3.0, 925.0, None, 2022-09-20 12:00:00, None, None, 925.0
None, 11.41, 56.23, 11.4, 56.0, 3.0, 11.4, 1.1, 1021.1, 0.0, 3.0, 925.0, None, 2022-09-20 13:00:00, None, None, 925.0
None, 13.25, 50.84, 13.3, 51.0, 3.0, 13.3, 1.1, 1020.9, 0.0, 3.0, 925.0, None, 2022-09-20 14:00:00, None, None, 925.0
None, 16.5, 44.85, 16.7, 45.0, 5.0, 16.5, 1.1, 1020.6, 0.0, 5.0, 925.0, None, 2022-09-20 15:00:00, None, None, 925.0
None, 17.3, 44.77, 17.3, 45.0, 5.0, 17.3, 1.1, 1020.6, 0.0, 5.0, 925.0, None, 2022-09-20 16:00:00, None, None, 925.0
None, 17.88, 43.35, 17.8, 43.0, 5.0, 17.9, 1.1, 1019.4, 0.0, 5.0, 924.0, None, 2022-09-20 17:00:00, None, None, 924.0
None, 16.25, 53.06, 18.1, 53.0, 7.0, 16.3, 1.1, 1019.6, 0.0, 7.0, 924.0, None, 2022-09-20 18:00:00, None, None, 924.0
None, 15.27, 57.29, 16.3, 57.0, 7.0, 15.3, 15.3, 1019.6, 0.0, 7.0, 924.0, None, 2022-09-20 19:00:00, None, None, 924.0
None, 12.07, 69.49, 16.3, 69.0, 7.0, 12.1, 12.1, 1019.8, 0.0, 7.0, 924.0, None, 2022-09-20 20:00:00, None, None, 924.0
None, 10.98, 78.08, 16.3, 78.0, 7.0, 11.0, 11.0, 1018.7, -1.0, 7.0, 923.0, None, 2022-09-20 21:00:00, None, None, 923.0
None, 10.7, 78.93, 16.3, 79.0, 7.0, 10.7, 10.7, 1018.5, 0.0, 7.0, 923.0, None, 2022-09-20 22:00:00, None, None, 923.0
None, 9.43, 80.1, 16.3, 80.0, 6.0, 9.4, 9.5, 1018.5, 0.0, 6.0, 923.0, None, 2022-09-20 23:00:00, None, None, 923.0
None, 8.94, 84.0, 16.3, 84.0, 6.0, 8.9, 8.9, 1018.4, 0.0, 6.0, 923.0, None, 2022-09-21 00:00:00, None, None, 923.0
None, 8.04, 86.1, 16.3, 86.0, 6.0, 8.0, 8.1, 1018.3, 0.0, 6.0, 923.0, None, 2022-09-21 01:00:00, None, None, 923.0
None, 7.938, 85.6, 16.3, 86.0, 6.0, 7.9, 7.8, 1018.1, 0.0, 6.0, 923.0, None, 2022-09-21 02:00:00, None, None, 923.0
None, 7.158, 84.7, 16.3, 85.0, 5.0, 7.2, 7.2, 1017.9, 0.0, 5.0, 923.0, None, 2022-09-21 03:00:00, None, None, 923.0
None, 5.627, 90.4, 16.3, 90.0, 4.0, 5.6, 5.6, 1016.8, 0.0, 4.0, 922.0, None, 2022-09-21 04:00:00, None, None, 922.0
None, 4.711, 91.5, 16.3, 92.0, 3.0, 4.7, 4.7, 1016.9, 0.0, 3.0, 922.0, None, 2022-09-21 05:00:00, None, None, 922.0
None, 4.635, 92.2, 16.3, 92.0, 3.0, 4.6, 4.5, 1017.0, 0.0, 3.0, 922.0, None, 2022-09-21 06:00:00, None, None, 922.0
None, 4.588, 91.8, 4.9, 92.0, 3.0, 4.6, 4.6, 1017.1, 0.0, 3.0, 922.0, None, 2022-09-21 07:00:00, None, None, 922.0
None, 4.774, 92.6, 4.9, 93.0, 4.0, 4.8, 4.3, 1017.4, 0.0, 4.0, 922.0, None, 2022-09-21 08:00:00, None, None, 922.0
None, 5.371, 91.2, 5.4, 91.0, 4.0, 5.4, 4.3, 1017.5, 0.0, 4.0, 922.0, None, 2022-09-21 09:00:00, None, None, 922.0
None, 9.05, 81.1, 9.0, 81.0, 6.0, 9.1, 4.3, 1016.0, 0.0, 6.0, 921.0, None, 2022-09-21 10:00:00, None, None, 921.0
None, 11.23, 69.17, 11.2, 69.0, 6.0, 11.2, 4.3, 1016.0, 1.0, 6.0, 921.0, None, 2022-09-21 11:00:00, None, None, 921.0
None, 12.61, 65.66, 12.8, 66.0, 6.0, 12.6, 4.3, 1015.9, 0.0, 6.0, 921.0, None, 2022-09-21 12:00:00, None, None, 921.0
None, 14.3, 61.09, 14.3, 61.0, 7.0, 14.3, 4.3, 1015.8, 0.0, 7.0, 921.0, None, 2022-09-21 13:00:00, None, None, 921.0
None, 15.45, 56.34, 15.6, 56.0, 7.0, 15.5, 4.3, 1014.6, 0.0, 7.0, 920.0, None, 2022-09-21 14:00:00, None, None, 920.0
None, 17.59, 54.64, 17.6, 55.0, 9.0, 17.6, 4.3, 1013.4, 0.0, 9.0, 919.0, None, 2022-09-21 15:00:00, None, None, 919.0
None, 17.69, 57.26, 18.0, 57.0, 9.0, 17.7, 4.3, 1013.5, 0.0, 9.0, 919.0, None, 2022-09-21 16:00:00, None, None, 919.0
None, 17.22, 57.29, 18.0, 57.0, 9.0, 17.2, 4.3, 1012.5, 0.0, 9.0, 918.0, None, 2022-09-21 17:00:00, None, None, 918.0
None, 16.3, 63.35, 18.0, 63.0, 9.0, 16.3, 4.3, 1011.5, 0.0, 9.0, 917.0, None, 2022-09-21 18:00:00, None, None, 917.0
None, 14.74, 69.01, 16.3, 69.0, 9.0, 14.7, 14.8, 1010.6, 0.0, 9.0, 916.0, None, 2022-09-21 19:00:00, None, None, 916.0
None, 12.29, 77.69, 16.3, 78.0, 8.0, 12.3, 12.3, 1009.7, -1.0, 8.0, 915.0, None, 2022-09-21 20:00:00, None, None, 915.0
None, 10.57, 84.1, 16.3, 84.0, 8.0, 10.6, 10.6, 1008.7, 0.0, 8.0, 914.0, None, 2022-09-21 21:00:00, None, None, 914.0
None, 9.16, 86.7, 16.3, 87.0, 7.0, 9.2, 9.2, 1007.4, 0.0, 7.0, 913.0, None, 2022-09-21 22:00:00, None, None, 913.0
None, 8.14, 89.3, 16.3, 89.0, 6.0, 8.1, 8.2, 1006.2, 0.0, 6.0, 912.0, None, 2022-09-21 23:00:00, None, None, 912.0
None, 7.36, 90.4, 16.3, 90.0, 6.0, 7.4, 7.4, 1005.0, 0.0, 6.0, 911.0, None, 2022-09-22 00:00:00, None, None, 911.0
None, 6.362, 92.1, 16.3, 92.0, 5.0, 6.4, 6.4, 1003.8, 0.0, 5.0, 910.0, None, 2022-09-22 01:00:00, None, None, 910.0
None, 5.587, 93.9, 16.3, 94.0, 5.0, 5.6, 5.6, 1002.7, 0.0, 5.0, 909.0, None, 2022-09-22 02:00:00, None, None, 909.0
None, 5.195, 94.8, 16.3, 95.0, 4.0, 5.2, 5.2, 1002.5, 0.0, 4.0, 909.0, None, 2022-09-22 03:00:00, None, None, 909.0
None, 4.955, 95.6, 16.3, 96.0, 4.0, 5.0, 4.9, 1001.4, 0.0, 4.0, 908.0, None, 2022-09-22 04:00:00, None, None, 908.0
None, 5.053, 95.4, 16.3, 95.0, 4.0, 5.1, 4.9, 1000.4, 0.0, 4.0, 907.0, None, 2022-09-22 05:00:00, None, None, 907.0
None, 6.055, 94.9, 16.3, 95.0, 5.0, 6.1, 4.9, 1000.3, 0.0, 5.0, 907.0, None, 2022-09-22 06:00:00, None, None, 907.0
None, 7.144, 94.1, 7.2, 94.0, 6.0, 7.1, 6.0, 1000.4, 0.0, 6.0, 907.0, None, 2022-09-22 07:00:00, None, None, 907.0
None, 7.666, 95.1, 7.7, 95.0, 7.0, 7.7, 6.0, 1000.6, 1.0, 7.0, 907.0, None, 2022-09-22 08:00:00, None, None, 907.0
None, 7.774, 95.6, 7.8, 96.0, 7.0, 7.8, 6.0, 1001.8, 1.0, 7.0, 908.0, None, 2022-09-22 09:00:00, None, None, 908.0
None, 7.85, 96.0, 7.9, 96.0, 7.0, 7.9, 6.0, 1002.0, 1.0, 7.0, 908.0, None, 2022-09-22 10:00:00, None, None, 908.0
None, 8.13, 93.3, 8.2, 93.0, 7.0, 8.1, 6.0, 1002.0, 0.0, 7.0, 908.0, None, 2022-09-22 11:00:00, None, None, 908.0
None, 8.26, 89.5, 8.3, 90.0, 7.0, 8.3, 6.0, 1003.2, 0.0, 7.0, 909.0, None, 2022-09-22 12:00:00, None, None, 909.0
None, 8.32, 85.0, 8.3, 85.0, 6.0, 8.3, 6.0, 1003.3, 0.0, 6.0, 909.0, None, 2022-09-22 13:00:00, None, None, 909.0
None, 10.28, 77.45, 10.3, 77.0, 6.0, 10.3, 6.0, 1003.2, 0.0, 6.0, 909.0, None, 2022-09-22 14:00:00, None, None, 909.0
None, 9.42, 64.21, 10.9, 64.0, 3.0, 9.4, 6.0, 1003.3, -0.3, 3.0, 909.0, None, 2022-09-22 15:00:00, None, None, 909.0
None, 11.3, 55.43, 11.3, 55.0, 3.0, 11.3, 6.0, 1003.1, 0.2, 3.0, 909.0, None, 2022-09-22 16:00:00, None, None, 909.0
None, 11.92, 42.89, 12.0, 43.0, 0.0, 11.9, 6.0, 1003.1, 0.0, 0.0, 909.0, None, 2022-09-22 17:00:00, None, None, 909.0
None, 9.93, 46.71, 12.0, 47.0, -1.0, 9.9, 6.0, 1004.3, 0.0, -1.0, 910.0, None, 2022-09-22 18:00:00, None, None, 910.0
None, 8.89, 53.04, 9.9, 53.0, 0.0, 8.9, 8.9, 1004.3, -0.1, 0.0, 910.0, None, 2022-09-22 19:00:00, None, None, 910.0
None, 5.453, 72.37, 9.9, 72.0, 1.0, 5.5, 5.5, 1004.5, -0.8, 1.0, 910.0, None, 2022-09-22 20:00:00, None, None, 910.0
None, 3.955, 79.47, 9.9, 79.0, 1.0, 4.0, 4.0, 1004.7, -0.1, 1.0, 910.0, None, 2022-09-22 21:00:00, None, None, 910.0
None, 4.196, 74.3, 9.9, 74.0, 0.0, 4.2, 3.9, 1004.6, 0.0, 0.0, 910.0, None, 2022-09-22 22:00:00, None, None, 910.0
None, 2.8, 83.8, 9.9, 84.0, 0.0, 2.8, 2.8, 1004.8, 0.0, 0.0, 910.0, None, 2022-09-22 23:00:00, None, None, 910.0
None, 1.969, 84.3, 9.9, 84.0, 0.0, 2.0, 2.0, 1004.8, 0.0, 0.0, 910.0, None, 2022-09-23 00:00:00, None, None, 910.0
None, 2.076, 88.0, 9.9, 88.0, 0.0, 2.1, 1.7, 1004.8, 0.0, 0.0, 910.0, None, 2022-09-23 01:00:00, None, None, 910.0
None, 3.438, 82.4, 9.9, 82.0, 1.0, 3.4, 1.7, 1005.6, 0.0, 1.0, 911.0, None, 2022-09-23 02:00:00, None, None, 911.0
None, 3.954, 86.7, 9.9, 87.0, 2.0, 4.0, 1.7, 1005.6, 1.0, 2.0, 911.0, None, 2022-09-23 03:00:00, None, None, 911.0
None, 3.984, 86.0, 9.9, 86.0, 2.0, 4.0, 1.7, 1004.3, 0.0, 2.0, 910.0, None, 2022-09-23 04:00:00, None, None, 910.0
None, 3.417, 89.1, 9.9, 89.0, 2.0, 3.4, 1.7, 1004.3, 0.0, 2.0, 910.0, None, 2022-09-23 05:00:00, None, None, 910.0
None, 2.931, 90.3, 9.9, 90.0, 2.0, 2.9, 1.7, 1003.5, 0.0, 2.0, 909.0, None, 2022-09-23 06:00:00, None, None, 909.0
None, 2.999, 90.3, 3.4, 90.0, 2.0, 3.0, 2.9, 1003.6, 0.0, 2.0, 909.0, None, 2022-09-23 07:00:00, None, None, 909.0
None, 3.234, 90.0, 3.4, 90.0, 2.0, 3.2, 2.9, 1002.8, 0.0, 2.0, 908.0, None, 2022-09-23 08:00:00, None, None, 908.0
None, 4.404, 83.4, 4.3, 83.0, 2.0, 4.4, 2.9, 1002.8, 0.0, 2.0, 908.0, None, 2022-09-23 09:00:00, None, None, 908.0
None, 6.169, 69.98, 6.4, 70.0, 1.0, 6.2, 2.9, 1001.5, 0.0, 1.0, 907.0, None, 2022-09-23 10:00:00, None, None, 907.0
None, 8.99, 58.83, 9.1, 59.0, 2.0, 9.0, 2.9, 1001.4, 0.0, 2.0, 907.0, None, 2022-09-23 11:00:00, None, None, 907.0
None, 10.22, 53.77, 10.7, 54.0, 1.0, 10.2, 2.9, 1001.3, 0.0, 1.0, 907.0, None, 2022-09-23 12:00:00, None, None, 907.0
None, 11.84, 47.03, 11.8, 47.0, 1.0, 11.8, 2.9, 1001.2, 0.0, 1.0, 907.0, None, 2022-09-23 13:00:00, None, None, 907.0
None, 12.53, 45.79, 13.0, 46.0, 1.0, 12.5, 2.9, 999.9, 0.0, 1.0, 906.0, None, 2022-09-23 14:00:00, None, None, 906.0
None, 9.74, 62.6, 13.0, 63.0, 3.0, 9.7, 2.9, 1001.2, 0.0, 3.0, 907.0, None, 2022-09-23 15:00:00, None, None, 907.0
None, 8.4, 75.59, 13.0, 76.0, 4.0, 8.4, 2.9, 1001.3, 0.0, 4.0, 907.0, None, 2022-09-23 16:00:00, None, None, 907.0
None, 6.898, 85.2, 13.0, 85.0, 5.0, 6.9, 2.9, 1002.6, 0.0, 5.0, 908.0, None, 2022-09-23 17:00:00, None, None, 908.0
None, 7.828, 80.0, 13.0, 80.0, 5.0, 7.8, 2.9, 1002.6, 0.0, 5.0, 908.0, None, 2022-09-23 18:00:00, None, None, 908.0
None, 6.252, 86.2, 7.8, 86.0, 4.0, 6.3, 6.3, 1002.7, 0.0, 4.0, 908.0, None, 2022-09-23 19:00:00, None, None, 908.0
None, 5.511, 89.8, 7.8, 90.0, 4.0, 5.5, 5.5, 1003.9, 0.0, 4.0, 909.0, None, 2022-09-23 20:00:00, None, None, 909.0
1.0, 5.484, 90.5, 7.8, 91.0, 4.0, 5.5, 5.2, 1004.9, 0.0, 4.0, 910.0, None, 2022-09-23 21:00:00, None, None, 910.0
