station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
0.0, 3.102, 43.27, 3.3, 43.0, -9.0, 3.1, -5.0, -9.0, 0.0, 0.0, 2020-04-06 11:00:00, -1.0, -1.164
0.0, 5.46, 38.31, 5.7, 38.0, -8.0, 5.5, -5.0, -8.0, 0.0, 0.0, 2020-04-06 12:00:00, -1.0, -1.475
0.0, 7.201, 33.42, 7.3, 33.0, -8.0, 7.2, -5.0, -8.0, 0.0, 1.0, 2020-04-06 13:00:00, -1.0, -0.893
0.0, 8.97, 30.66, 9.1, 31.0, -8.0, 9.0, -5.0, -8.0, 0.0, 0.0, 2020-04-06 14:00:00, -1.0, -1.195
0.0, 12.18, 26.78, 12.1, 27.0, -7.0, 12.2, -5.0, -7.0, 0.0, 0.0, 2020-04-06 15:00:00, -1.0, -1.208
0.0, 11.62, 28.41, 12.3, 28.0, -6.0, 11.6, -5.0, -6.0, 0.1, 0.0, 2020-04-06 16:00:00, -1.0, -1.166
None, 11.31, 29.77, 12.3, 30.0, -6.0, 11.3, -5.0, -6.0, -0.1, 0.0, 2020-04-06 17:00:00, -1.0, -1.099
None, 10.45, 32.14, 12.3, 32.0, -5.0, 10.5, -5.0, -5.0, 0.0, 0.0, 2020-04-06 18:00:00, -1.0, -1.177
None, 9.69, 34.26, 10.5, 34.0, -6.0, 9.7, 9.8, -6.0, 0.0, 0.0, 2020-04-06 19:00:00, -1.0, -1.241
None, 8.59, 37.15, 10.5, 37.0, -6.0, 8.6, 8.6, -6.0, 0.0, 0.0, 2020-04-06 20:00:00, -1.0, -1.224
None, 7.872, 38.9, 10.5, 39.0, -5.0, 7.9, 7.8, -5.0, -0.3, 0.0, 2020-04-06 21:00:00, -1.0, -1.179
None, 7.635, 40.69, 10.5, 41.0, -5.0, 7.6, 7.4, -5.0, 0.0, 0.0, 2020-04-06 22:00:00, -1.0, -1.336
None, 7.026, 43.04, 10.5, 43.0, -4.0, 7.0, 7.0, -4.0, -0.4, 0.0, 2020-04-06 23:00:00, -1.0, -1.128
None, 6.865, 43.66, 10.5, 44.0, -5.0, 6.9, 6.7, -5.0, 0.0, 0.0, 2020-04-07 00:00:00, -1.0, -1.186
None, 6.724, 42.35, 10.5, 42.0, -6.0, 6.7, 6.3, -6.0, 0.0, 0.0, 2020-04-07 01:00:00, -1.0, -1.124
None, 5.218, 46.75, 10.5, 47.0, -5.0, 5.2, 5.4, -5.0, -0.1, 0.0, 2020-04-07 02:00:00, -1.0, -1.422
None, 3.59, 55.47, 10.5, 55.0, -4.0, 3.6, 3.6, -4.0, 0.0, 0.0, 2020-04-07 03:00:00, -1.0, -1.374
None, 3.168, 57.28, 10.5, 57.0, -4.0, 3.2, 3.0, -4.0, 0.0, 1.0, 2020-04-07 04:00:00, -1.0, -1.093
None, 1.768, 64.03, 10.5, 64.0, -4.0, 1.8, 2.0, -4.0, 0.0, 0.0, 2020-04-07 05:00:00, -1.0, -1.396
None, 0.889, 70.0, 10.5, 70.0, -4.0, 0.9, 0.9, -4.0, 0.0, 0.0, 2020-04-07 06:00:00, -1.0, -1.269
None, -0.018, 74.83, 1.0, 75.0, -4.0, 0.0, -0.1, -4.0, 0.0, 0.0, 2020-04-07 07:00:00, -1.0, -1.286
None, -0.514, 77.86, 1.0, 78.0, -3.0, -0.5, -0.7, -3.0, 0.0, 0.0, 2020-04-07 08:00:00, -1.0, -1.154
None, 2.277, 67.53, 2.3, 68.0, -4.0, 2.3, -0.7, -4.0, 0.4, 0.0, 2020-04-07 09:00:00, -1.0, -1.182
None, 4.964, 52.18, 5.0, 52.0, -4.0, 5.0, -0.7, -4.0, 0.3, 0.0, 2020-04-07 10:00:00, -1.0, -1.076
None, 9.44, 36.95, 9.3, 37.0, -5.0, 9.4, -0.7, -5.0, 0.3, 1.0, 2020-04-07 11:00:00, -1.0, -0.768
None, 11.66, 27.6, 11.6, 28.0, -7.0, 11.7, -0.7, -7.0, 0.0, -1.0, 2020-04-07 12:00:00, -1.0, -1.367
None, 13.04, 24.16, 12.8, 24.0, -7.0, 13.0, -0.7, -7.0, 0.0, 1.0, 2020-04-07 13:00:00, -1.0, -1.0
None, 13.66, 22.09, 14.4, 22.0, -7.0, 13.7, -0.7, -7.0, 0.0, -1.0, 2020-04-07 14:00:00, -2.0, -1.553
None, 14.85, 21.42, 14.9, 21.0, -6.0, 14.9, -0.7, -6.0, -0.3, 0.0, 2020-04-07 15:00:00, -1.0, -1.34
None, 15.01, 17.62, 15.3, 18.0, -9.0, 15.0, -0.7, -9.0, -0.6, 0.0, 2020-04-07 16:00:00, -1.0, -1.29
None, 14.57, 19.98, 15.3, 20.0, -8.0, 14.6, -0.7, -8.0, -0.1, 0.0, 2020-04-07 17:00:00, -1.0, -1.066
None, 13.24, 20.31, 15.3, 20.0, -9.0, 13.2, -0.7, -9.0, 0.0, 0.0, 2020-04-07 18:00:00, -1.0, -1.273
None, 11.71, 23.54, 13.3, 24.0, -9.0, 11.7, 11.7, -9.0, 0.0, 0.0, 2020-04-07 19:00:00, -1.0, -1.128
None, 10.05, 30.05, 13.3, 30.0, -7.0, 10.1, 10.1, -7.0, 0.0, 0.0, 2020-04-07 20:00:00, -1.0, -1.403
None, 6.495, 43.05, 13.3, 43.0, -5.0, 6.5, 6.1, -5.0, 0.0, 1.0, 2020-04-07 21:00:00, -1.0, -1.063
None, 3.913, 53.22, 13.3, 53.0, -4.0, 3.9, 4.1, -4.0, 0.0, 0.0, 2020-04-07 22:00:00, -1.0, -1.388
None, 2.4, 56.94, 13.3, 57.0, -5.0, 2.4, 2.1, -5.0, 0.0, 0.0, 2020-04-07 23:00:00, -1.0, -1.417
None, 1.829, 61.89, 13.3, 62.0, -4.0, 1.8, 1.6, -4.0, 0.0, 0.0, 2020-04-08 00:00:00, -1.0, -1.455
None, 0.902, 64.17, 13.3, 64.0, -5.0, 0.9, 0.5, -5.0, 0.0, 0.0, 2020-04-08 01:00:00, -1.0, -1.29
None, -0.893, 73.76, 13.3, 74.0, -5.0, -0.9, -0.9, -5.0, 0.0, 0.0, 2020-04-08 02:00:00, -1.0, -1.257
None, -1.597, 77.12, 13.3, 77.0, -4.0, -1.6, -1.6, -4.0, 0.0, 0.0, 2020-04-08 03:00:00, -1.0, -1.409
None, -1.926, 78.04, 13.3, 78.0, -5.0, -1.9, -2.0, -5.0, 0.0, 1.0, 2020-04-08 04:00:00, -1.0, -1.078
None, -2.321, 80.7, 13.3, 81.0, -5.0, -2.3, -2.6, -5.0, 0.0, 0.0, 2020-04-08 05:00:00, -1.0, -1.178
None, -2.551, 80.9, 13.3, 81.0, -5.0, -2.6, -2.8, -5.0, 0.0, 0.0, 2020-04-08 06:00:00, -1.0, -1.013
None, -2.722, 85.0, -2.3, 85.0, -5.0, -2.7, -3.0, -5.0, 0.0, 0.0, 2020-04-08 07:00:00, -1.0, -1.1
None, -2.123, 83.0, -1.9, 83.0, -4.0, -2.1, -3.0, -4.0, 0.0, 0.0, 2020-04-08 08:00:00, -1.0, -0.972
None, 0.853, 71.13, 0.8, 71.0, -4.0, 0.9, -3.0, -4.0, 0.0, 0.0, 2020-04-08 09:00:00, -1.0, -1.118
None, 4.976, 41.67, 5.5, 42.0, -7.0, 5.0, -3.0, -7.0, 0.0, -1.0, 2020-04-08 10:00:00, -2.0, -1.711
None, 6.381, 36.01, 6.5, 36.0, -7.0, 6.4, -3.0, -7.0, 0.0, 1.0, 2020-04-08 11:00:00, -1.0, -1.283
None, 9.5, 29.71, 9.3, 30.0, -8.0, 9.5, -3.0, -8.0, 0.0, 1.0, 2020-04-08 12:00:00, -1.0, -0.658
None, 11.58, 26.83, 11.6, 27.0, -7.0, 11.6, -3.0, -7.0, 0.0, -1.0, 2020-04-08 13:00:00, -2.0, -1.527
None, 12.7, 23.75, 12.8, 24.0, -7.0, 12.7, -3.0, -7.0, 0.0, 1.0, 2020-04-08 14:00:00, -1.0, -1.223
None, 15.28, 20.98, 15.3, 21.0, -7.0, 15.3, -3.0, -7.0, 0.0, 0.0, 2020-04-08 15:00:00, -2.0, -1.716
None, 16.08, 18.88, 16.1, 19.0, -8.0, 16.1, -3.0, -8.0, 0.0, 0.0, 2020-04-08 16:00:00, -2.0, -1.542
0.0, 16.64, 20.46, 16.8, 20.0, -7.0, 16.6, -3.0, -7.0, 0.0, 1.0, 2020-04-08 17:00:00, -1.0, -1.253
0.0, 15.87, 21.82, 16.8, 22.0, -6.0, 15.9, -3.0, -6.0, 0.0, 0.0, 2020-04-08 18:00:00, -1.0, -1.083
0.0, 14.29, 27.15, 15.9, 27.0, -4.0, 14.3, 13.6, -4.0, 0.0, 0.0, 2020-04-08 19:00:00, -1.0, -1.244
0.0, 9.76, 41.96, 15.9, 42.0, -2.0, 9.8, 10.0, -2.0, 0.0, 0.0, 2020-04-08 20:00:00, -2.0, -1.632
None, 7.412, 51.35, 15.9, 51.0, -2.0, 7.4, 7.5, -2.0, -0.6, 1.0, 2020-04-08 21:00:00, -1.0, -1.353
None, 5.714, 58.19, 15.9, 58.0, -2.0, 5.7, 5.8, -2.0, -0.4, 0.0, 2020-04-08 22:00:00, -2.0, -1.635
None, 3.999, 65.73, 15.9, 66.0, -2.0, 4.0, 3.9, -2.0, 0.0, 0.0, 2020-04-08 23:00:00, -1.0, -1.389
None, 3.227, 66.94, 15.9, 67.0, -2.0, 3.2, 3.0, -2.0, 0.0, 0.0, 2020-04-09 00:00:00, -1.0, -1.224
None, 2.642, 69.31, 15.9, 69.0, -3.0, 2.6, 2.6, -3.0, 0.0, 0.0, 2020-04-09 01:00:00, -1.0, -1.266
None, 1.89, 75.02, 15.9, 75.0, -1.0, 1.9, 1.8, -1.0, 0.0, 0.0, 2020-04-09 02:00:00, -1.0, -1.029
None, 2.32, 73.49, 15.9, 73.0, -2.0, 2.3, 1.5, -2.0, 0.0, 0.0, 2020-04-09 03:00:00, -1.0, -1.07
None, 1.595, 77.45, 15.9, 77.0, -2.0, 1.6, 1.5, -2.0, 0.0, 0.0, 2020-04-09 04:00:00, -1.0, -1.252
None, 1.948, 77.84, 15.9, 78.0, -1.0, 1.9, 1.4, -1.0, 0.0, 0.0, 2020-04-09 05:00:00, -1.0, -1.187
None, 1.837, 78.76, 15.9, 79.0, -2.0, 1.8, 1.4, -2.0, 0.0, 0.0, 2020-04-09 06:00:00, -1.0, -1.075
None, 1.869, 78.69, 2.2, 79.0, -1.0, 1.9, 1.7, -1.0, 0.0, 0.0, 2020-04-09 07:00:00, -1.0, -1.05
None, 2.711, 77.88, 2.7, 78.0, -1.0, 2.7, 1.7, -1.0, 0.0, 0.0, 2020-04-09 08:00:00, -1.0, -1.051
None, 4.742, 64.35, 5.0, 64.0, -1.0, 4.7, 1.7, -1.0, 0.2, 0.0, 2020-04-09 09:00:00, -1.0, -1.208
None, 6.707, 55.77, 6.7, 56.0, -1.0, 6.7, 1.7, -1.0, 0.5, 0.0, 2020-04-09 10:00:00, -1.0, -1.149
None, 8.1, 49.14, 8.2, 49.0, -2.0, 8.1, 1.7, -2.0, 0.4, 0.0, 2020-04-09 11:00:00, -1.0, -1.132
None, 11.2, 40.33, 11.1, 40.0, -1.0, 11.2, 1.7, -1.0, 0.0, 0.0, 2020-04-09 12:00:00, -1.0, -1.083
None, 13.74, 34.35, 14.0, 34.0, -1.0, 13.7, 1.7, -1.0, 0.0, -1.0, 2020-04-09 13:00:00, -2.0, -1.638
None, 16.37, 28.19, 16.1, 28.0, -2.0, 16.4, 1.7, -2.0, 0.0, 1.0, 2020-04-09 14:00:00, -1.0, -0.891
None, 18.48, 24.7, 18.6, 25.0, -2.0, 18.5, 1.7, -2.0, 0.0, -1.0, 2020-04-09 15:00:00, -1.0, -1.389
None, 20.8, 17.12, 21.0, 17.0, -5.0, 20.8, 1.7, -5.0, -1.0, 0.0, 2020-04-09 16:00:00, -1.0, -1.314
None, 19.84, 19.87, 21.0, 20.0, -4.0, 19.8, 1.7, -4.0, 0.0, 0.0, 2020-04-09 17:00:00, -1.0, -1.166
None, 19.19, 22.48, 21.0, 22.0, -3.0, 19.2, 1.7, -3.0, 0.0, 0.0, 2020-04-09 18:00:00, -1.0, -1.205
None, 17.5, 25.36, 19.2, 25.0, -2.0, 17.5, 17.6, -2.0, 0.0, 0.0, 2020-04-09 19:00:00, -1.0, -1.271
None, 15.72, 29.74, 19.2, 30.0, -2.0, 15.7, 15.6, -2.0, 0.0, 0.0, 2020-04-09 20:00:00, -1.0, -1.406
None, 12.47, 38.59, 19.2, 39.0, -2.0, 12.5, 12.5, -2.0, 0.0, 0.0, 2020-04-09 21:00:00, -1.0, -1.271
None, 11.63, 41.11, 19.2, 41.0, -1.0, 11.6, 11.4, -1.0, 0.0, 0.0, 2020-04-09 22:00:00, -1.0, -1.197
None, 9.92, 45.93, 19.2, 46.0, -1.0, 9.9, 9.2, -1.0, 0.0, 0.0, 2020-04-09 23:00:00, -1.0, -1.238
None, 7.337, 56.42, 19.2, 56.0, -1.0, 7.3, 6.5, -1.0, 0.0, 0.0, 2020-04-10 00:00:00, -1.0, -1.012
None, 6.466, 62.31, 19.2, 62.0, 0.0, 6.5, 5.9, 0.0, 0.0, 0.0, 2020-04-10 01:00:00, -1.0, -1.015
None, 6.094, 65.01, 19.2, 65.0, 0.0, 6.1, 5.8, 0.0, 0.0, 0.0, 2020-04-10 02:00:00, -1.0, -1.24
None, 5.641, 68.28, 19.2, 68.0, 1.0, 5.6, 5.5, 1.0, 0.0, 0.0, 2020-04-10 03:00:00, -1.0, -1.227
None, 4.392, 72.82, 19.2, 73.0, 0.0, 4.4, 4.3, 0.0, 0.0, 0.0, 2020-04-10 04:00:00, -1.0, -1.337
None, 2.624, 78.55, 19.2, 79.0, -1.0, 2.6, 2.5, -1.0, 0.0, 1.0, 2020-04-10 05:00:00, -1.0, -1.086
None, 2.029, 81.2, 19.2, 81.0, -1.0, 2.0, 1.9, -1.0, 0.0, 0.0, 2020-04-10 06:00:00, -1.0, -1.099
None, 2.402, 81.1, 2.4, 81.0, 0.0, 2.4, 1.8, 0.0, 0.0, 0.0, 2020-04-10 07:00:00, -1.0, -1.13
None, 2.58, 81.7, 2.7, 82.0, 0.0, 2.6, 1.8, 0.0, 0.0, 0.0, 2020-04-10 08:00:00, -1.0, -1.033
None, 4.777, 73.6, 4.8, 74.0, 1.0, 4.8, 1.8, 1.0, 0.0, 0.0, 2020-04-10 09:00:00, -1.0, -0.981
None, 10.16, 52.61, 10.1, 53.0, 0.0, 10.2, 1.8, 0.0, 0.0, 0.0, 2020-04-10 10:00:00, -1.0, -1.472
None, 12.03, 46.22, 12.5, 46.0, 1.0, 12.0, 1.8, 1.0, 0.0, 0.0, 2020-04-10 11:00:00, -1.0, -1.243
None, 14.45, 40.09, 14.8, 40.0, 1.0, 14.5, 1.8, 1.0, 0.0, 0.0, 2020-04-10 12:00:00, -1.0, -1.195
None, 16.38, 34.55, 16.5, 35.0, 1.0, 16.4, 1.8, 1.0, 0.0, 0.0, 2020-04-10 13:00:00, -1.0, -1.19
None, 18.35, 27.59, 18.7, 28.0, -1.0, 18.4, 1.8, -1.0, 0.0, 0.0, 2020-04-10 14:00:00, -1.0, -1.256
None, 19.51, 20.39, 19.8, 20.0, -4.0, 19.5, 1.8, -4.0, 0.0, 0.0, 2020-04-10 15:00:00, -1.0, -1.274
None, 19.09, 19.02, 19.8, 19.0, -5.0, 19.1, 1.8, -5.0, -0.6, 0.0, 2020-04-10 16:00:00, -1.0, -1.296
None, 18.4, 18.14, 19.8, 18.0, -6.0, 18.4, 1.8, -6.0, -0.1, 0.0, 2020-04-10 17:00:00, -1.0, -1.359
None, 17.61, 17.76, 19.8, 18.0, -8.0, 17.6, 1.8, -8.0, -0.3, 0.0, 2020-04-10 18:00:00, -1.0, -1.257
None, 16.06, 17.32, 17.6, 17.0, -9.0, 16.1, 16.0, -9.0, 0.2, 0.0, 2020-04-10 19:00:00, -1.0, -1.402
None, 14.36, 22.69, 17.6, 23.0, -6.0, 14.4, 14.3, -6.0, -0.2, 0.0, 2020-04-10 20:00:00, -1.0, -1.21
None, 9.59, 43.6, 17.6, 44.0, -2.0, 9.6, 9.6, -2.0, 0.0, 0.0, 2020-04-10 21:00:00, -1.0, -1.367
None, 11.32, 34.18, 17.6, 34.0, -4.0, 11.3, 8.7, -4.0, 0.0, 0.0, 2020-04-10 22:00:00, -1.0, -1.329
None, 9.79, 37.58, 17.6, 38.0, -4.0, 9.8, 8.7, -4.0, 0.0, 0.0, 2020-04-10 23:00:00, -1.0, -1.313
None, 8.82, 36.29, 17.6, 36.0, -5.0, 8.8, 8.7, -5.0, 0.0, 0.0, 2020-04-11 00:00:00, -1.0, -1.215
None, 6.531, 42.75, 17.6, 43.0, -6.0, 6.5, 6.5, -6.0, 0.0, 0.0, 2020-04-11 01:00:00, -1.0, -1.265
None, 6.134, 33.94, 17.6, 34.0, -9.0, 6.1, 6.0, -9.0, -0.5, 0.0, 2020-04-11 02:00:00, -1.0, -1.239
None, 4.888, 33.87, 17.6, 34.0, -10.0, 4.9, 4.8, -10.0, 0.6, 0.0, 2020-04-11 03:00:00, -1.0, -1.363
None, 3.033, 41.3, 17.6, 41.0, -9.0, 3.0, 3.2, -9.0, 0.0, 0.0, 2020-04-11 04:00:00, -1.0, -1.459
None, 2.836, 36.53, 17.6, 37.0, -11.0, 2.8, 1.7, -11.0, 0.0, 1.0, 2020-04-11 05:00:00, -1.0, -1.007
None, 3.513, 28.22, 17.6, 28.0, -13.0, 3.5, 1.1, -13.0, -0.2, 0.0, 2020-04-11 06:00:00, -1.0, -1.288
None, 2.43, 34.97, 3.6, 35.0, -11.0, 2.4, 2.4, -11.0, 0.2, 0.0, 2020-04-11 07:00:00, -1.0, -1.291
None, 2.585, 31.77, 3.6, 32.0, -12.0, 2.6, 2.1, -12.0, -0.3, 0.0, 2020-04-11 08:00:00, -1.0, -1.24
None, 3.61, 26.67, 3.7, 27.0, -14.0, 3.6, 2.1, -14.0, -0.1, 0.0, 2020-04-11 09:00:00, -1.0, -1.231
None, 4.454, 20.51, 4.7, 21.0, -16.0, 4.5, 2.1, -16.0, -0.3, 0.0, 2020-04-11 10:00:00, -2.0, -1.509
None, 5.243, 18.66, 5.4, 19.0, -17.0, 5.2, 2.1, -17.0, -0.2, 1.0, 2020-04-11 11:00:00, -1.0, -1.139
None, 6.636, 16.03, 6.9, 16.0, -18.0, 6.6, 2.1, -18.0, 0.3, 0.0, 2020-04-11 12:00:00, -1.0, -1.181
None, 7.36, 14.98, 7.9, 15.0, -18.0, 7.4, 2.1, -18.0, -0.1, 0.0, 2020-04-11 13:00:00, -1.0, -1.117
None, 8.64, 11.66, 8.9, 12.0, -20.0, 8.6, 2.1, -20.0, 0.0, 0.0, 2020-04-11 14:00:00, -1.0, -1.171
None, 8.59, 11.12, 9.5, 11.0, -20.0, 8.6, 2.1, -20.0, -0.3, 0.0, 2020-04-11 15:00:00, -1.0, -1.445
None, 9.87, 11.48, 10.2, 11.0, -19.0, 9.9, 2.1, -19.0, 0.0, 0.0, 2020-04-11 16:00:00, -1.0, -1.31
None, 9.86, 12.07, 10.4, 12.0, -18.0, 9.9, 2.1, -18.0, 0.0, 0.0, 2020-04-11 17:00:00, -1.0, -1.232
None, 9.45, 13.44, 10.4, 13.0, -18.0, 9.5, 2.1, -18.0, 0.0, 0.0, 2020-04-11 18:00:00, -1.0, -1.288
None, 7.918, 13.89, 9.7, 14.0, -19.0, 7.9, 7.8, -19.0, 0.0, 0.0, 2020-04-11 19:00:00, -1.0, -1.401
None, 5.618, 19.43, 9.7, 19.0, -16.0, 5.6, 5.4, -16.0, 0.0, 0.0, 2020-04-11 20:00:00, -1.0, -1.453
None, 2.97, 27.99, 9.7, 28.0, -14.0, 3.0, 2.9, -14.0, 0.0, 0.0, 2020-04-11 21:00:00, -1.0, -1.436
None, 0.678, 38.42, 9.7, 38.0, -12.0, 0.7, 0.9, -12.0, 0.0, 0.0, 2020-04-11 22:00:00, -2.0, -1.523
None, -0.794, 46.75, 9.7, 47.0, -9.0, -0.8, -1.0, -9.0, 0.0, 0.0, 2020-04-11 23:00:00, -1.0, -1.416
None, -1.7, 52.04, 9.7, 52.0, -9.0, -1.7, -1.9, -9.0, 0.0, 0.0, 2020-04-12 00:00:00, -1.0, -1.457
None, -2.689, 57.54, 9.7, 58.0, -9.0, -2.7, -2.8, -9.0, 0.0, 0.0, 2020-04-12 01:00:00, -2.0, -1.502
None, -3.17, 59.59, 9.7, 60.0, -10.0, -3.2, -3.3, -10.0, 0.0, 0.0, 2020-04-12 02:00:00, -1.0, -1.268
None, -3.461, 60.76, 9.7, 61.0, -10.0, -3.5, -3.8, -10.0, 0.0, 0.0, 2020-04-12 03:00:00, -1.0, -1.34
None, -3.821, 68.48, 9.7, 68.0, -8.0, -3.8, -4.2, -8.0, 0.0, 0.0, 2020-04-12 04:00:00, -1.0, -1.306
None, -4.08, 64.71, 9.7, 65.0, -8.0, -4.1, -4.6, -8.0, 0.0, 0.0, 2020-04-12 05:00:00, -1.0, -1.146
None, -4.556, 62.88, 9.7, 63.0, -10.0, -4.6, -4.6, -10.0, 0.0, 0.0, 2020-04-12 06:00:00, -1.0, -1.21
None, -4.447, 62.06, -3.7, 62.0, -10.0, -4.4, -4.7, -10.0, 0.0, 0.0, 2020-04-12 07:00:00, -1.0, -1.069
None, -4.091, 63.73, -3.5, 64.0, -9.0, -4.1, -4.7, -9.0, 0.0, 0.0, 2020-04-12 08:00:00, -1.0, -1.296
None, -0.743, 46.55, -1.0, 47.0, -10.0, -0.7, -4.7, -10.0, 0.0, 1.0, 2020-04-12 09:00:00, -1.0, -0.943
None, 4.09, 30.55, 3.9, 31.0, -12.0, 4.1, -4.7, -12.0, 0.0, -1.0, 2020-04-12 10:00:00, -1.0, -1.496
None, 5.703, 23.59, 6.0, 24.0, -13.0, 5.7, -4.7, -13.0, 0.0, 0.0, 2020-04-12 11:00:00, -1.0, -1.386
None, 8.61, 18.98, 8.7, 19.0, -14.0, 8.6, -4.7, -14.0, 0.0, 0.0, 2020-04-12 12:00:00, -2.0, -1.66
None, 10.14, 17.56, 10.1, 18.0, -13.0, 10.1, -4.7, -13.0, 0.0, 1.0, 2020-04-12 13:00:00, -1.0, -1.054
None, 11.25, 16.13, 11.8, 16.0, -14.0, 11.3, -4.7, -14.0, 0.0, 0.0, 2020-04-12 14:00:00, -1.0, -1.298
0.0, 11.93, 14.97, 12.0, 15.0, -13.0, 11.9, -4.7, -13.0, 0.0, 0.0, 2020-04-12 15:00:00, -1.0, -1.101
0.0, 11.82, 13.48, 12.7, 13.0, -15.0, 11.8, -4.7, -15.0, 0.0, 0.0, 2020-04-12 16:00:00, -2.0, -1.527
None, 11.17, 13.55, 12.7, 14.0, -15.0, 11.2, -4.7, -15.0, -0.2, 0.0, 2020-04-12 17:00:00, -1.0, -1.327
None, 11.01, 15.03, 12.7, 15.0, -15.0, 11.0, -4.7, -15.0, -0.2, 0.0, 2020-04-12 18:00:00, -1.0, -1.254
None, 9.48, 15.25, 11.1, 15.0, -16.0, 9.5, 9.5, -16.0, 0.1, 0.0, 2020-04-12 19:00:00, -1.0, -1.482
None, 8.27, 16.43, 11.1, 16.0, -16.0, 8.3, 8.2, -16.0, -0.6, 0.0, 2020-04-12 20:00:00, -1.0, -1.388
None, 6.34, 20.14, 11.1, 20.0, -15.0, 6.3, 6.3, -15.0, 0.0, 0.0, 2020-04-12 21:00:00, -1.0, -1.486
None, 6.804, 20.93, 11.1, 21.0, -15.0, 6.8, 6.2, -15.0, 0.0, 0.0, 2020-04-12 22:00:00, -1.0, -1.362
None, 5.789, 24.18, 11.1, 24.0, -14.0, 5.8, 5.7, -14.0, 0.0, 0.0, 2020-04-12 23:00:00, -2.0, -1.669
None, 1.933, 39.94, 11.1, 40.0, -11.0, 1.9, 1.7, -11.0, 0.0, 0.0, 2020-04-13 00:00:00, -2.0, -1.62
None, -0.11, 46.82, 11.1, 47.0, -9.0, -0.1, -0.2, -9.0, 0.0, 0.0, 2020-04-13 01:00:00, -1.0, -1.389
None, -1.175, 54.88, 11.1, 55.0, -9.0, -1.2, -1.4, -9.0, 0.0, 1.0, 2020-04-13 02:00:00, -1.0, -1.112
None, -1.87, 56.91, 11.1, 57.0, -8.0, -1.9, -2.0, -8.0, 0.0, 0.0, 2020-04-13 03:00:00, -1.0, -1.332
None, -2.105, 58.17, 11.1, 58.0, -9.0, -2.1, -2.4, -9.0, 0.0, 0.0, 2020-04-13 04:00:00, -1.0, -1.436
None, -2.27, 60.23, 11.1, 60.0, -8.0, -2.3, -2.7, -8.0, 0.0, 1.0, 2020-04-13 05:00:00, -1.0, -1.119
None, -3.241, 66.79, 11.1, 67.0, -8.0, -3.2, -3.5, -8.0, 0.0, 0.0, 2020-04-13 06:00:00, -1.0, -1.497
None, -3.231, 65.23, -3.0, 65.0, -9.0, -3.2, -3.8, -9.0, 0.0, 1.0, 2020-04-13 07:00:00, -1.0, -1.198
None, -2.959, 65.81, -2.9, 66.0, -8.0, -3.0, -3.8, -8.0, 0.0, 0.0, 2020-04-13 08:00:00, -1.0, -1.21
None, 0.361, 49.36, 0.4, 49.0, -9.0, 0.4, -3.8, -9.0, 0.0, 0.0, 2020-04-13 09:00:00, -1.0, -1.124
None, 4.762, 34.78, 5.0, 35.0, -10.0, 4.8, -3.8, -10.0, 0.4, 0.0, 2020-04-13 10:00:00, -1.0, -1.336
None, 6.963, 26.99, 6.8, 27.0, -11.0, 7.0, -3.8, -11.0, -0.3, 0.0, 2020-04-13 11:00:00, -1.0, -1.195
None, 9.83, 22.11, 10.0, 22.0, -11.0, 9.8, -3.8, -11.0, 0.6, 0.0, 2020-04-13 12:00:00, -1.0, -1.37
None, 11.85, 16.62, 12.0, 17.0, -12.0, 11.9, -3.8, -12.0, 0.3, 0.0, 2020-04-13 13:00:00, -1.0, -1.266
None, 15.72, 12.93, 15.5, 13.0, -14.0, 15.7, -3.8, -14.0, 0.0, 1.0, 2020-04-13 14:00:00, -1.0, -0.992
None, 17.07, 11.72, 17.7, 12.0, -12.0, 17.1, -3.8, -12.0, -0.9, 0.0, 2020-04-13 15:00:00, -1.0, -1.425
None, 17.29, 12.97, 17.8, 13.0, -12.0, 17.3, -3.8, -12.0, -0.1, 0.0, 2020-04-13 16:00:00, -1.0, -1.315
None, 16.35, 13.31, 17.8, 13.0, -12.0, 16.4, -3.8, -12.0, 0.0, 0.0, 2020-04-13 17:00:00, -1.0, -1.201
None, 15.83, 14.89, 17.8, 15.0, -11.0, 15.8, -3.8, -11.0, 0.0, 0.0, 2020-04-13 18:00:00, -1.0, -1.249
None, 15.53, 14.63, 16.2, 15.0, -12.0, 15.5, 15.5, -12.0, 0.0, 0.0, 2020-04-13 19:00:00, -1.0, -1.324
None, 14.09, 17.23, 16.2, 17.0, -11.0, 14.1, 13.9, -11.0, 0.0, 0.0, 2020-04-13 20:00:00, -1.0, -1.261
None, 10.42, 33.68, 16.2, 34.0, -4.0, 10.4, 10.4, -4.0, 0.0, 0.0, 2020-04-13 21:00:00, -1.0, -1.4
None, 10.02, 33.82, 16.2, 34.0, -6.0, 10.0, 9.8, -6.0, 0.0, 0.0, 2020-04-13 22:00:00, -1.0, -1.311
None, 9.03, 40.7, 16.2, 41.0, -4.0, 9.0, 9.0, -4.0, 0.0, 0.0, 2020-04-13 23:00:00, -1.0, -1.412
