station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, ATMOSPHERIC_PRESSURE, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -9.6, 67.0, None, 1986-11-30 02:00:00, -9.6, None, None, None, None, -8.6, None, None, None
None, -10.0, 69.0, None, 1986-11-30 03:00:00, -10.0, None, None, None, None, -8.6, None, None, None
None, -10.4, 69.0, None, 1986-11-30 04:00:00, -10.4, None, None, None, None, -8.6, None, None, None
None, -10.6, 70.0, None, 1986-11-30 05:00:00, -10.6, None, None, None, None, -8.6, None, None, None
None, -10.8, 70.0, None, 1986-11-30 06:00:00, -10.8, None, None, None, None, -8.6, None, None, None
None, -11.0, 71.0, None, 1986-11-30 07:00:00, -11.0, None, None, None, None, -11.0, None, None, None
None, -11.4, 71.0, None, 1986-11-30 08:00:00, -11.4, None, None, None, None, -11.0, None, None, None
None, -11.8, 72.0, None, 1986-11-30 09:00:00, -11.8, None, None, None, None, -11.0, None, None, None
None, -11.8, 73.0, None, 1986-11-30 10:00:00, -11.8, None, None, None, None, -11.0, None, None, None
None, -11.7, 72.0, None, 1986-11-30 11:00:00, -11.8, None, None, None, None, -11.0, None, None, None
None, -11.9, 73.0, None, 1986-11-30 12:00:00, -11.9, None, None, None, None, -11.0, None, None, None
None, -11.9, 72.0, None, 1986-11-30 13:00:00, -11.9, None, None, None, None, -11.0, None, None, None
None, -11.7, 72.0, None, 1986-11-30 14:00:00, -11.9, None, None, None, None, -11.0, None, None, None
None, -11.7, 72.0, None, 1986-11-30 15:00:00, -19.0, None, None, None, None, -11.0, None, None, None
None, -12.1, 73.0, None, 1986-11-30 16:00:00, -12.1, None, None, None, None, -11.0, None, None, None
None, -12.2, 73.0, None, 1986-11-30 17:00:00, -12.2, None, None, None, None, -11.0, None, None, None
None, -12.3, 73.0, None, 1986-11-30 18:00:00, -12.3, None, None, None, None, -11.0, None, None, None
None, -12.3, 73.0, None, 1986-11-30 19:00:00, -12.3, None, None, None, None, -12.3, None, None, None
None, -12.4, 73.0, None, 1986-11-30 20:00:00, -12.4, None, None, None, None, -12.3, None, None, None
None, -12.5, 74.0, None, 1986-11-30 21:00:00, -12.5, None, None, None, None, -12.3, None, None, None
None, -12.5, 74.0, None, 1986-11-30 22:00:00, -12.5, None, None, None, None, -12.3, None, None, None
None, -12.5, 74.0, None, 1986-11-30 23:00:00, -12.5, None, None, None, None, -12.3, None, None, None
None, -12.6, 74.0, None, 1986-12-01 00:00:00, -12.6, None, None, None, None, -12.3, None, None, None
None, -12.8, 74.0, None, 1986-12-01 01:00:00, -12.8, None, None, None, None, -12.3, None, None, None
None, -12.8, 74.0, None, 1986-12-01 02:00:00, -12.8, None, None, None, None, -12.3, None, None, None
None, -12.8, 74.0, None, 1986-12-01 03:00:00, -12.8, None, None, None, None, -12.3, None, None, None
None, -13.1, 75.0, None, 1986-12-01 04:00:00, -13.1, None, None, None, None, -12.3, None, None, None
None, -13.4, 75.0, None, 1986-12-01 05:00:00, -13.4, None, None, None, None, -12.3, None, None, None
None, -13.6, 76.0, None, 1986-12-01 06:00:00, -13.6, None, None, None, None, -12.3, None, None, None
None, -13.8, 76.0, None, 1986-12-01 07:00:00, -13.8, None, None, None, None, -13.8, None, None, None
None, -14.1, 77.0, None, 1986-12-01 08:00:00, -14.1, None, None, None, None, -13.0, None, None, None
None, -14.3, 77.0, None, 1986-12-01 09:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.3, 77.0, None, 1986-12-01 10:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.3, 77.0, None, 1986-12-01 11:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.1, 77.0, None, 1986-12-01 12:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -13.9, 76.0, None, 1986-12-01 13:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -13.8, 76.0, None, 1986-12-01 14:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -13.8, 76.0, None, 1986-12-01 15:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -13.9, 76.0, None, 1986-12-01 16:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.0, 77.0, None, 1986-12-01 17:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.1, 77.0, None, 1986-12-01 18:00:00, -14.3, None, None, None, None, -13.8, None, None, None
None, -14.1, 77.0, None, 1986-12-01 19:00:00, -14.1, None, None, None, None, -14.1, None, None, None
None, -14.0, 76.0, None, 1986-12-01 20:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -14.0, 76.0, None, 1986-12-01 21:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -14.0, 76.0, None, 1986-12-01 22:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -14.1, 76.0, None, 1986-12-01 23:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -14.0, 76.0, None, 1986-12-02 00:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -14.0, 76.0, None, 1986-12-02 01:00:00, -14.1, None, None, None, None, -14.0, None, None, None
None, -13.8, 76.0, None, 1986-12-02 02:00:00, -14.1, None, None, None, None, -13.8, None, None, None
None, -13.6, 75.0, None, 1986-12-02 03:00:00, -14.1, None, None, None, None, -13.6, None, None, None
None, -13.4, 75.0, None, 1986-12-02 04:00:00, -14.1, None, None, None, None, -13.4, None, None, None
None, -13.0, 74.0, None, 1986-12-02 05:00:00, -14.1, None, None, None, None, -13.0, None, None, None
None, -12.6, 73.0, None, 1986-12-02 06:00:00, -14.1, None, None, None, None, -12.6, None, None, None
None, -12.3, 73.0, None, 1986-12-02 07:00:00, -12.3, None, None, None, None, -12.3, None, None, None
None, -11.9, 72.0, None, 1986-12-02 08:00:00, -12.3, None, None, None, None, -11.9, None, None, None
None, -11.6, 71.0, None, 1986-12-02 09:00:00, -12.3, None, None, None, None, -11.6, None, None, None
None, -11.2, 70.0, None, 1986-12-02 10:00:00, -12.3, None, None, None, None, -11.2, None, None, None
None, -10.7, 69.0, None, 1986-12-02 11:00:00, -12.3, None, None, None, None, -10.7, None, None, None
None, -10.3, 69.0, None, 1986-12-02 12:00:00, -12.3, None, None, None, None, -10.3, None, None, None
None, -9.9, 68.0, None, 1986-12-02 13:00:00, -12.3, None, None, None, None, -9.9, None, None, None
None, -9.7, 67.0, None, 1986-12-02 14:00:00, -12.3, None, None, None, None, -9.7, None, None, None
None, -9.5, 67.0, None, 1986-12-02 15:00:00, -12.3, None, None, None, None, -9.5, None, None, None
None, -9.4, 67.0, None, 1986-12-02 16:00:00, -12.3, None, None, None, None, -9.4, None, None, None
None, -9.4, 66.0, None, 1986-12-02 17:00:00, -12.3, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 18:00:00, -12.3, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 19:00:00, -9.4, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 20:00:00, -9.4, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 21:00:00, -9.4, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 22:00:00, -9.4, None, None, None, None, -9.4, None, None, None
None, -9.4, 67.0, None, 1986-12-02 23:00:00, -9.4, None, None, None, None, -9.4, None, None, None
None, -9.5, 67.0, None, 1986-12-03 00:00:00, -9.5, None, None, None, None, -9.4, None, None, None
None, -9.6, 67.0, None, 1986-12-03 01:00:00, -9.6, None, None, None, None, -9.4, None, None, None
None, -9.8, 67.0, None, 1986-12-03 02:00:00, -9.8, None, None, None, None, -9.4, None, None, None
None, -9.9, 68.0, None, 1986-12-03 03:00:00, -9.9, None, None, None, None, -9.4, None, None, None
None, -10.0, 68.0, None, 1986-12-03 04:00:00, -10.0, None, None, None, None, -9.4, None, None, None
None, -10.2, 68.0, None, 1986-12-03 05:00:00, -10.2, None, None, None, None, -9.4, None, None, None
None, -10.3, 69.0, None, 1986-12-03 06:00:00, -10.3, None, None, None, None, -9.4, None, None, None
None, -10.4, 69.0, None, 1986-12-03 07:00:00, -10.4, None, None, None, None, -10.4, None, None, None
None, -10.4, 69.0, None, 1986-12-03 08:00:00, -10.4, None, None, None, None, -10.4, None, None, None
None, -10.6, 69.0, None, 1986-12-03 09:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.6, 69.0, None, 1986-12-03 10:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.5, 69.0, None, 1986-12-03 11:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.5, 69.0, None, 1986-12-03 12:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.3, 69.0, None, 1986-12-03 13:00:00, -10.6, None, None, None, None, -10.3, None, None, None
None, -10.2, 68.0, None, 1986-12-03 14:00:00, -10.6, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 15:00:00, -10.6, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 16:00:00, -10.6, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 17:00:00, -10.6, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 18:00:00, -10.6, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 19:00:00, -10.2, None, None, None, None, -10.2, None, None, None
None, -10.2, 68.0, None, 1986-12-03 20:00:00, -10.2, None, None, None, None, -10.2, None, None, None
None, -10.1, 68.0, None, 1986-12-03 21:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.1, 68.0, None, 1986-12-03 22:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.1, 68.0, None, 1986-12-03 23:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.1, 68.0, None, 1986-12-04 00:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.1, 68.0, None, 1986-12-04 01:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.2, 69.0, None, 1986-12-04 02:00:00, -10.2, None, None, None, None, -10.1, None, None, None
None, -10.4, 69.0, None, 1986-12-04 03:00:00, -10.4, None, None, None, None, -10.1, None, None, None
None, -10.6, 69.0, None, 1986-12-04 04:00:00, -10.6, None, None, None, None, -10.1, None, None, None
None, -10.7, 70.0, None, 1986-12-04 05:00:00, -10.7, None, None, None, None, -10.1, None, None, None
None, -10.9, 70.0, None, 1986-12-04 06:00:00, -10.9, None, None, None, None, -10.1, None, None, None
None, -11.1, 70.0, None, 1986-12-04 07:00:00, -11.1, None, None, None, None, -11.1, None, None, None
None, -11.3, 71.0, None, 1986-12-04 08:00:00, -11.3, None, None, None, None, -11.1, None, None, None
None, -11.5, 71.0, None, 1986-12-04 09:00:00, -11.5, None, None, None, None, -11.1, None, None, None
None, -11.2, 71.0, None, 1986-12-04 10:00:00, -11.5, None, None, None, None, -11.1, None, None, None
None, -10.5, 69.0, None, 1986-12-04 11:00:00, -11.5, None, None, None, None, -10.5, None, None, None
None, -9.7, 67.0, None, 1986-12-04 12:00:00, -11.5, None, None, None, None, -9.7, None, None, None
None, -9.4, 66.0, None, 1986-12-04 13:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -9.9, 68.0, None, 1986-12-04 14:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -10.2, 68.0, None, 1986-12-04 15:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -10.4, 69.0, None, 1986-12-04 16:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -10.7, 69.0, None, 1986-12-04 17:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -10.7, 70.0, None, 1986-12-04 18:00:00, -11.5, None, None, None, None, -9.4, None, None, None
None, -10.6, 69.0, None, 1986-12-04 19:00:00, -10.6, None, None, None, None, -10.6, None, None, None
None, -10.4, 69.0, None, 1986-12-04 20:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.4, 69.0, None, 1986-12-04 21:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.6, 69.0, None, 1986-12-04 22:00:00, -10.6, None, None, None, None, -10.4, None, None, None
None, -10.8, 70.0, None, 1986-12-04 23:00:00, -10.8, None, None, None, None, -10.4, None, None, None
None, -10.6, 70.0, None, 1986-12-05 00:00:00, -10.8, None, None, None, None, -10.4, None, None, None
None, -10.3, 69.0, None, 1986-12-05 01:00:00, -10.8, None, None, None, None, -10.3, None, None, None
None, -10.0, 68.0, None, 1986-12-05 02:00:00, -10.8, None, None, None, None, -10.0, None, None, None
None, -10.0, 68.0, None, 1986-12-05 03:00:00, -10.8, None, None, None, None, -10.0, None, None, None
None, -10.0, 68.0, None, 1986-12-05 04:00:00, -10.8, None, None, None, None, -10.0, None, None, None
None, -9.9, 68.0, None, 1986-12-05 05:00:00, -10.8, None, None, None, None, -9.9, None, None, None
None, -9.7, 68.0, None, 1986-12-05 06:00:00, -10.8, None, None, None, None, -9.7, None, None, None
None, -9.5, 67.0, None, 1986-12-05 07:00:00, -9.5, None, None, None, None, -9.5, None, None, None
None, -9.2, 66.0, None, 1986-12-05 08:00:00, -9.5, None, None, None, None, -9.2, None, None, None
None, -8.9, 66.0, None, 1986-12-05 09:00:00, -9.5, None, None, None, None, -8.9, None, None, None
None, -8.4, 65.0, None, 1986-12-05 10:00:00, -9.5, None, None, None, None, -8.4, None, None, None
None, -7.6, 63.0, None, 1986-12-05 11:00:00, -9.5, None, None, None, None, -7.6, None, None, None
None, -7.1, 62.0, None, 1986-12-05 12:00:00, -9.5, None, None, None, None, -7.1, None, None, None
None, -6.9, 62.0, None, 1986-12-05 13:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -7.4, 63.0, None, 1986-12-05 14:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -8.0, 64.0, None, 1986-12-05 15:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -8.4, 65.0, None, 1986-12-05 16:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -8.6, 65.0, None, 1986-12-05 17:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -8.5, 65.0, None, 1986-12-05 18:00:00, -9.5, None, None, None, None, -6.9, None, None, None
None, -8.6, 65.0, None, 1986-12-05 19:00:00, -8.6, None, None, None, None, -8.6, None, None, None
None, -8.3, 65.0, None, 1986-12-05 20:00:00, -8.6, None, None, None, None, -8.3, None, None, None
None, -7.6, 63.0, None, 1986-12-05 21:00:00, -8.6, None, None, None, None, -7.6, None, None, None
None, -7.0, 62.0, None, 1986-12-05 22:00:00, -8.6, None, None, None, None, -7.0, None, None, None
None, -6.2, 60.0, None, 1986-12-05 23:00:00, -8.6, None, None, None, None, -6.2, None, None, None
None, -5.7, 59.0, None, 1986-12-06 00:00:00, -8.6, None, None, None, None, -5.7, None, None, None
None, -5.7, 59.0, None, 1986-12-06 01:00:00, -8.6, None, None, None, None, -5.7, None, None, None
None, -5.6, 59.0, None, 1986-12-06 02:00:00, -8.6, None, None, None, None, -5.6, None, None, None
None, -5.4, 59.0, None, 1986-12-06 03:00:00, -8.6, None, None, None, None, -5.4, None, None, None
None, -5.4, 59.0, None, 1986-12-06 04:00:00, -8.6, None, None, None, None, -5.4, None, None, None
None, -5.2, 58.0, None, 1986-12-06 05:00:00, -8.6, None, None, None, None, -5.2, None, None, None
None, -5.1, 58.0, None, 1986-12-06 06:00:00, -8.6, None, None, None, None, -5.1, None, None, None
None, -5.2, 58.0, None, 1986-12-06 07:00:00, -5.2, None, None, None, None, -5.2, None, None, None
None, -5.0, 58.0, None, 1986-12-06 08:00:00, -5.2, None, None, None, None, -5.0, None, None, None
None, -4.9, 58.0, None, 1986-12-06 09:00:00, -5.2, None, None, None, None, -4.9, None, None, None
None, -4.6, 57.0, None, 1986-12-06 10:00:00, -5.2, None, None, None, None, -4.6, None, None, None
None, -4.5, 57.0, None, 1986-12-06 11:00:00, -5.2, None, None, None, None, -4.5, None, None, None
None, -4.5, 57.0, None, 1986-12-06 12:00:00, -5.2, None, None, None, None, -4.5, None, None, None
None, -4.5, 57.0, None, 1986-12-06 13:00:00, -5.2, None, None, None, None, -4.5, None, None, None
